Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.929889,[100  26] ; [72 90],[75.25 50.75] ; [96.75 65.25],1
v1,1,3.6e-05,17.080247,[96 30] ; [85 77],[79.1875 46.8125] ; [101.8125  60.1875],1
p12,1,0.000644,11.64406,[28 99] ; [ 13 150],[ 17.95517241 109.04482759] ; [ 23.04482759 139.95517241],1
p5,1,0.00158,9.983336,[37 90] ; [ 23 141],[ 26.18556701 100.81443299] ; [ 33.81443299 130.18556701],0
n4,1,0.0017,9.847737,[118   9] ; [131  33],[108.67010309  18.32989691] ; [140.32989691  23.67010309],0
n5,1,0.003781,8.386322,[115  12] ; [126  36],[105.90657439  21.09342561] ; [135.09342561  26.90657439],0
s4,1,0.006287,7.466241,[ 17 109] ; [ 43 118],[26.34146341 99.65853659] ; [ 33.65853659 127.34146341],0
s7,1,0.007977,7.038635,[88 33] ; [90 67],[77.47482014 43.52517986] ; [100.52517986  56.47482014],0
a1,1,0.015785,5.826702,[ 15 112] ; [  7 157],[  9.60137457 117.39862543] ; [ 12.39862543 151.60137457],0
p8,1,0.020106,5.402694,[98 28] ; [107  57],[89.06896552 36.93103448] ; [115.93103448  48.06896552],0
n6,1,0.020526,5.366561,[119   6] ; [143  21],[113.32179931  11.67820069] ; [148.67820069  15.32179931],0
p3,1,0.060112,3.534297,[93 33] ; [104  60],[85.59310345 40.40689655] ; [111.40689655  52.59310345],0
p7,1,0.067545,3.341703,[110  14] ; [130  31],[104.42105263  19.57894737] ; [135.57894737  25.42105263],0
p10,1,0.104233,2.639553,[121   6] ; [147  16],[117.36551724   9.63448276] ; [150.63448276  12.36551724],0
b4,1,0.117722,2.447374,[82 45] ; [91 73],[75.50171821 51.49828179] ; [97.49828179 66.50171821],0
s8,1,0.118513,2.436864,[80 45] ; [90 74],[73.52941176 51.47058824] ; [96.47058824 67.52941176],0
u4,1,0.133489,2.251448,[  5 122] ; [  2 162],[  3.05498282 123.94501718] ; [  3.94501718 160.05498282],0
p1,1,0.159105,1.982713,[ 21 105] ; [ 18 146],[ 16.94482759 109.05517241] ; [ 22.05517241 141.94482759],0
a3,1,0.177285,1.820238,[100  25] ; [120  44],[95.15570934 29.84429066] ; [124.84429066  39.15570934],0
u1,1,0.181444,1.785756,[34 93] ; [ 33 131],[29.24054983 97.75945017] ; [ 37.75945017 126.24054983],0
