Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.1e-05,19.271955,[1 4] ; [86 10],[4.30693069 0.69306931] ; [82.69306931 13.30693069],1
s6,1,0.001564,10.001884,[2 3] ; [83 10],[4.33673469 0.66326531] ; [80.66326531 12.33673469],0
r2,1,0.012322,6.263962,[3 2] ; [89  7],[4.55445545 0.44554455] ; [87.44554455  8.55445545],0
s2,1,0.017222,5.673626,[1 4] ; [68 28],[3.41584158 1.58415842] ; [65.58415842 30.41584158],0
p9,1,0.046244,3.972698,[3 2] ; [86 10],[4.40594059 0.59405941] ; [84.59405941 11.40594059],0
r1,1,0.050853,3.813119,[2 3] ; [75 21],[3.81188119 1.18811881] ; [73.18811881 22.81188119],0
b1,1,0.082561,3.013751,[4 1] ; [39 57],[2.12871287 2.87128713] ; [40.87128713 55.12871287],0
v4,1,0.111558,2.532014,[4 1] ; [92  4],[4.75247525 0.24752475] ; [91.24752475  4.75247525],0
b4,1,0.123854,2.367892,[1 4] ; [53 43],[2.67326733 2.32673267] ; [51.32673267 44.67326733],0
d5,1,0.160107,1.973218,[3 2] ; [80 15],[4.15 0.85] ; [78.85 16.15],0
s7,1,0.194247,1.685106,[2 3] ; [64 30],[3.33333333 1.66666667] ; [62.66666667 31.33333333],0
a7,1,0.274438,1.194428,[2 3] ; [61 34],[3.15 1.85] ; [59.85 35.15],0
a6,1,0.289422,1.12231,[2 3] ; [61 35],[3.11881188 1.88118812] ; [59.88118812 36.11881188],0
d4,1,0.311402,1.024722,[3 2] ; [76 20],[3.91089109 1.08910891] ; [75.08910891 20.91089109],0
p11,1,0.346085,0.887761,[3 2] ; [75 21],[3.86138614 1.13861386] ; [74.13861386 21.86138614],0
d1,1,0.364748,0.82148,[2 3] ; [58 38],[2.97029703 2.02970297] ; [57.02970297 38.97029703],0
s5,1,0.465152,0.533468,[2 3] ; [51 39],[2.78947368 2.21052632] ; [50.21052632 39.78947368],0
b5,1,0.476003,0.508006,[2 3] ; [54 42],[2.77227723 2.22772277] ; [53.22772277 42.77227723],0
v3,1,0.506612,0.441058,[1 4] ; [32 61],[1.68367347 3.31632653] ; [31.31632653 61.68367347],0
p10,1,0.564959,0.33119,[4 1] ; [85 11],[4.40594059 0.59405941] ; [84.59405941 11.40594059],0
v1,1,0.613688,0.254839,[2 3] ; [49 46],[2.55 2.45] ; [48.45 46.55],0
a5,1,0.626245,0.237188,[4 1] ; [67 29],[3.51485149 1.48514851] ; [67.48514851 28.51485149],0
v2,1,0.646178,0.210753,[2 3] ; [47 46],[2.5 2.5] ; [46.5 46.5],0
p8,1,0.655282,0.199306,[3 2] ; [66 29],[3.45 1.55] ; [65.55 29.45],0
d2,1,0.695976,0.152692,[2 3] ; [47 49],[2.42574257 2.57425743] ; [46.57425743 49.42574257],0
d3,1,0.717558,0.130845,[4 1] ; [69 26],[3.65 1.35] ; [69.35 25.65],0
a3,1,0.720129,0.128369,[3 2] ; [65 31],[3.36633663 1.63366337] ; [64.63366337 31.36633663],0
n4,1,0.720129,0.128369,[3 2] ; [65 31],[3.36633663 1.63366337] ; [64.63366337 31.36633663],0
p4,1,0.727152,0.121743,[4 1] ; [70 26],[3.66336634 1.33663366] ; [70.33663366 25.66336634],0
p3,1,0.796646,0.066404,[3 2] ; [63 33],[3.26732673 1.73267327] ; [62.73267327 33.26732673],0
n6,1,0.802345,0.062657,[4 1] ; [80 15],[4.2 0.8] ; [79.8 15.2],0
p6,1,0.869044,0.027183,[3 2] ; [54 42],[2.82178218 2.17821782] ; [54.17821782 41.82178218],0
u2,1,0.894036,0.017742,[1 1] ; [14 17],[0.90909091 1.09090909] ; [14.09090909 16.90909091],0
a4,1,0.941234,0.005434,[2 3] ; [40 56],[2.07920792 2.92079208] ; [39.92079208 56.07920792],0
