Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,63.259802,[350 108] ; [40 68],[315.58303887 142.41696113] ; [74.41696113 33.58303887],1
n4,1,0.0,26.206442,[345 113] ; [55 54],[323.10405644 134.89594356] ; [76.89594356 32.10405644],1
p10,1,3e-06,21.944877,[368  85] ; [65 43],[349.64171123 103.35828877] ; [83.35828877 24.64171123],1
p11,1,0.0001,15.129487,[371  89] ; [69 40],[355.71177504 104.28822496] ; [84.28822496 24.71177504],1
p9,1,0.000157,14.283958,[374  77] ; [72 36],[359.83184258  91.16815742] ; [86.16815742 21.83184258],1
u3,1,0.006658,7.363104,[72 72] ; [29 10],[79.47540984 64.52459016] ; [21.52459016 17.47540984],0
u2,1,0.010065,6.623398,[69 73] ; [28 11],[76.09944751 65.90055249] ; [20.90055249 18.09944751],0
s5,1,0.011141,6.442723,[131 315] ; [18 87],[120.6061706 325.3938294] ; [28.3938294 76.6061706],0
s6,1,0.019448,5.460749,[290 163] ; [56 52],[279.39037433 173.60962567] ; [66.60962567 41.39037433],0
b3,1,0.019451,5.460521,[ 90 173] ; [13 54],[ 82.08787879 180.91212121] ; [20.91212121 46.08787879],0
b2,1,0.019451,5.460521,[ 90 173] ; [13 54],[ 82.08787879 180.91212121] ; [20.91212121 46.08787879],0
p2,1,0.021112,5.317549,[366  92] ; [76 33],[357.02998236 100.97001764] ; [84.97001764 24.02998236],0
b1,1,0.024527,5.056972,[154 306] ; [49 60],[164.11247803 295.88752197] ; [38.88752197 70.11247803],0
u1,1,0.026217,4.941663,[ 77 383] ; [  9 100],[ 69.5254833 390.4745167] ; [16.4745167 92.5254833],0
d1,1,0.029269,4.751734,[260 200] ; [49 60],[249.80667838 210.19332162] ; [59.19332162 49.80667838],0
v3,1,0.029709,4.726054,[174 269] ; [27 71],[164.5896488 278.4103512] ; [36.4103512 61.5896488],0
s4,1,0.040231,4.208131,[ 78 378] ; [10 99],[ 71.02300885 384.97699115] ; [16.97699115 92.02300885],0
a4,1,0.04301,4.095011,[196 263] ; [35 74],[186.67077465 272.32922535] ; [44.32922535 64.67077465],0
p3,1,0.04377,4.06543,[187 272] ; [33 76],[177.78169014 281.21830986] ; [42.21830986 66.78169014],0
r4,1,0.048861,3.880106,[421  39] ; [93 16],[415.53602812  44.46397188] ; [98.46397188 10.53602812],0
v1,1,0.048944,3.877288,[216 227] ; [40 65],[206.94890511 236.05109489] ; [49.05109489 55.94890511],0
d2,1,0.049578,3.855657,[218 241] ; [40 68],[208.85714286 250.14285714] ; [49.14285714 58.85714286],0
s7,1,0.083913,2.987439,[187 254] ; [33 67],[179.33456562 261.66543438] ; [40.66543438 59.33456562],0
s1,1,0.089334,2.886337,[ 11 441] ; [  6 102],[ 13.72142857 438.27857143] ; [  3.27857143 104.72142857],0
p8,1,0.102691,2.663242,[195 260] ; [37 71],[187.4955595 267.5044405] ; [44.5044405 63.4955595],0
v4,1,0.106401,2.606885,[437  21] ; [97  9],[433.63829787  24.36170213] ; [100.36170213   5.63829787],0
a2,1,0.107677,2.587988,[104 356] ; [17 92],[ 97.82073814 362.17926186] ; [23.17926186 85.82073814],0
d5,1,0.128211,2.314027,[371  89] ; [80 28],[365.24647887  94.75352113] ; [85.75352113 22.24647887],0
s8,1,0.132628,2.26147,[174 284] ; [33 76],[167.20634921 290.79365079] ; [39.79365079 69.20634921],0
p4,1,0.142253,2.153419,[222 235] ; [44 64],[215.1539823 241.8460177] ; [50.8460177 57.1539823],0
p5,1,0.203606,1.616318,[ 32 423] ; [  4 104],[ 29.09413854 425.90586146] ; [  6.90586146 101.09413854],0
p7,1,0.213752,1.545833,[235 217] ; [48 58],[229.24014337 222.75985663] ; [53.75985663 52.24014337],0
r2,1,0.234264,1.414785,[428  28] ; [97 10],[425.22202487  30.77797513] ; [99.77797513  7.22202487],0
p12,1,0.254608,1.297841,[ 25 433] ; [  3 104],[ 22.69734513 435.30265487] ; [  5.30265487 101.69734513],0
a3,1,0.285584,1.140325,[315 144] ; [69 40],[310.30985915 148.69014085] ; [73.69014085 35.30985915],0
v2,1,0.371537,0.798519,[244 196] ; [50 49],[240. 200.] ; [54. 45.],0
a8,1,0.376922,0.780716,[ 59 359] ; [11 91],[ 56.26923077 361.73076923] ; [13.73076923 88.26923077],0
s2,1,0.389273,0.741213,[210 244] ; [45 63],[205.99644128 248.00355872] ; [49.00355872 58.99644128],0
u4,1,0.457889,0.551051,[  9 451] ; [  1 108],[  8.08435852 451.91564148] ; [  1.91564148 107.08435852],0
n2,1,0.49026,0.475955,[81 23] ; [26 10],[79.48571429 24.51428571] ; [27.51428571  8.48571429],0
a7,1,0.515662,0.422561,[335 125] ; [76 33],[332.26713533 127.73286467] ; [78.73286467 30.26713533],0
a1,1,0.546845,0.363,[ 12 448] ; [  4 105],[ 12.93497364 447.06502636] ; [  3.06502636 105.93497364],0
d3,1,0.573087,0.317544,[307 153] ; [69 39],[304.50704225 155.49295775] ; [71.49295775 36.50704225],0
d4,1,0.615279,0.252559,[371  89] ; [84 23],[369.13580247  90.86419753] ; [85.86419753 21.13580247],0
r1,1,0.682177,0.167686,[360  97] ; [87 21],[361.55575221  95.44424779] ; [85.44424779 22.55575221],0
a5,1,0.704692,0.143636,[325 135] ; [75 34],[323.37434095 136.62565905] ; [76.62565905 32.37434095],0
b4,1,0.792943,0.068901,[268 192] ; [62 47],[266.78383128 193.21616872] ; [63.21616872 45.78383128],0
p1,1,0.824775,0.049021,[ 23 434] ; [  6 102],[ 23.45663717 433.54336283] ; [  5.54336283 102.45663717],0
s3,1,0.838294,0.041647,[242 210] ; [59 49],[242.95 209.05] ; [58.05 49.95],0
n3,1,0.884467,0.021115,[79 26] ; [26  8],[79.31654676 25.68345324] ; [25.68345324  8.31654676],0
a6,1,0.92404,0.009091,[313 147] ; [74 34],[313.41549296 146.58450704] ; [73.58450704 34.41549296],0
b5,1,0.941513,0.005383,[281 179] ; [67 42],[281.33567663 178.66432337] ; [66.66432337 42.33567663],0
n1,1,0.973747,0.001083,[35 68] ; [12 23],[35.07971014 67.92028986] ; [11.92028986 23.07971014],0
