Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,88.41317,[309  63] ; [44 71],[269.64271047 102.35728953] ; [83.35728953 31.64271047],1
n6,1,0.0,34.01558,[320  53] ; [70 45],[298.0942623  74.9057377] ; [91.9057377 23.0942623],1
p11,1,1.3e-05,18.939376,[305  69] ; [72 44],[287.75102041  86.24897959] ; [89.24897959 26.75102041],1
a5,1,5.4e-05,16.317999,[293  81] ; [69 47],[276.30204082  97.69795918] ; [85.69795918 30.30204082],1
a8,1,0.000115,14.871939,[ 54 284] ; [  2 106],[ 42.43946188 295.56053812] ; [13.56053812 94.43946188],1
s8,1,0.000171,14.122208,[152 221] ; [25 91],[135.01226994 237.98773006] ; [41.98773006 74.01226994],1
s7,1,0.000367,12.695676,[156 197] ; [28 83],[139.98275862 213.01724138] ; [44.01724138 66.98275862],1
p4,1,0.000481,12.18855,[222 149] ; [48 68],[205.68788501 165.31211499] ; [64.31211499 51.68788501],1
a4,1,0.000526,12.019717,[187 185] ; [37 79],[170.75409836 201.24590164] ; [53.24590164 62.75409836],1
d2,1,0.000948,10.927443,[207 166] ; [44 72],[191.45807771 181.54192229] ; [59.54192229 56.45807771],1
p3,1,0.001477,10.107319,[182 189] ; [37 78],[167.17901235 203.82098765] ; [51.82098765 63.17901235],0
p6,1,0.001831,9.711737,[121 246] ; [20 93],[107.80625 259.19375] ; [33.19375 79.80625],0
p10,1,0.005377,7.748117,[290  80] ; [74 39],[278.84057971  91.15942029] ; [85.15942029 27.84057971],0
v3,1,0.005796,7.612761,[146 214] ; [28 80],[133.84615385 226.15384615] ; [40.15384615 67.84615385],0
u1,1,0.00626,7.473928,[ 73 301] ; [ 10 106],[ 63.35102041 310.64897959] ; [19.64897959 96.35102041],0
a2,1,0.007659,7.111576,[100 274] ; [17 99],[ 89.30204082 284.69795918] ; [27.69795918 88.30204082],0
p7,1,0.008185,6.992587,[224 141] ; [54 60],[211.83716075 153.16283925] ; [66.16283925 47.83716075],0
d1,1,0.010049,6.626214,[261 113] ; [66 50],[249.5877551 124.4122449] ; [77.4122449 38.5877551],0
a3,1,0.018511,5.547168,[274  99] ; [72 44],[263.92229039 109.07770961] ; [82.07770961 33.92229039],0
p2,1,0.01863,5.535935,[307  63] ; [84 31],[298.28865979  71.71134021] ; [92.71134021 22.28865979],0
r4,1,0.019179,5.485124,[329  45] ; [92 24],[321.33469388  52.66530612] ; [99.66530612 16.33469388],0
p9,1,0.023778,5.11078,[301  69] ; [80 32],[292.46887967  77.53112033] ; [88.53112033 23.46887967],0
p12,1,0.024447,5.062642,[ 22 348] ; [  1 115],[ 17.51028807 352.48971193] ; [  5.48971193 110.51028807],0
s6,1,0.024906,5.030429,[222 150] ; [55 60],[211.58932238 160.41067762] ; [65.41067762 49.58932238],0
r3,1,0.025951,4.959283,[354  20] ; [102  13],[348.7607362  25.2392638] ; [107.2392638   7.7607362],0
s3,1,0.027572,4.854637,[178 191] ; [42 73],[167.72727273 201.27272727] ; [52.27272727 62.72727273],0
v1,1,0.030597,4.675411,[185 178] ; [44 68],[175.00421053 187.99578947] ; [53.99578947 58.00421053],0
a1,1,0.030798,4.66418,[ 21 353] ; [  1 115],[ 16.79183673 357.20816327] ; [  5.20816327 110.79183673],0
s4,1,0.033552,4.517386,[ 37 334] ; [20 96],[ 43.42299795 327.57700205] ; [ 13.57700205 102.42299795],0
n1,1,0.036143,4.390344,[30 47] ; [ 9 35],[24.81818182 52.18181818] ; [14.18181818 29.81818182],0
r2,1,0.045001,4.018606,[345  21] ; [103  13],[340.18257261  25.81742739] ; [107.81742739   8.18257261],0
s2,1,0.050081,3.838737,[151 221] ; [35 80],[142.07802875 229.92197125] ; [43.92197125 71.07802875],0
r1,1,0.068442,3.319993,[299  73] ; [84 32],[291.95901639  80.04098361] ; [91.04098361 24.95901639],0
u3,1,0.098963,2.722183,[52 47] ; [29 14],[56.47183099 42.52816901] ; [24.52816901 18.47183099],0
d4,1,0.131826,2.270864,[327  47] ; [95 21],[322.09795918  51.90204082] ; [99.90204082 16.09795918],0
a7,1,0.18565,1.751802,[280  93] ; [94 22],[285.2801636  87.7198364] ; [88.7198364 27.2801636],0
b3,1,0.290317,1.11815,[ 83 151] ; [16 41],[ 79.60824742 154.39175258] ; [19.39175258 37.60824742],0
b2,1,0.290317,1.11815,[ 83 151] ; [16 41],[ 79.60824742 154.39175258] ; [19.39175258 37.60824742],0
p1,1,0.309873,1.031215,[ 22 350] ; [  4 111],[ 19.86036961 352.13963039] ; [  6.13963039 108.86036961],0
p5,1,0.354667,0.856689,[ 21 350] ; [  4 111],[ 19.08436214 351.91563786] ; [  5.91563786 109.08436214],0
p8,1,0.360254,0.837009,[177 189] ; [50 65],[172.72765073 193.27234927] ; [54.27234927 60.72765073],0
n3,1,0.515876,0.42213,[54 23] ; [29 16],[52.3852459 24.6147541] ; [30.6147541 14.3852459],0
v2,1,0.541106,0.373494,[202 158] ; [57 51],[199.23076923 160.76923077] ; [59.76923077 48.23076923],0
n2,1,0.583373,0.300814,[50 28] ; [26 18],[48.59016393 29.40983607] ; [27.40983607 16.59016393],0
b1,1,0.583892,0.299984,[146 228] ; [42 74],[143.49387755 230.50612245] ; [44.50612245 71.49387755],0
u2,1,0.700208,0.148255,[57 43] ; [26 17],[58.04195804 41.95804196] ; [24.95804196 18.04195804],0
a6,1,0.745834,0.105065,[267 107] ; [81 35],[265.61632653 108.38367347] ; [82.38367347 33.61632653],0
d3,1,0.759402,0.093799,[271 103] ; [85 30],[272.27811861 101.72188139] ; [83.72188139 31.27811861],0
b4,1,0.819589,0.052017,[218 156] ; [69 47],[219.05714286 154.94285714] ; [67.94285714 48.05714286],0
s1,1,0.959836,0.002536,[ 10 361] ; [  3 112],[  9.92386831 361.07613169] ; [  3.07613169 111.92386831],0
b5,1,0.975536,0.00094,[238 136] ; [74 42],[238.13877551 135.86122449] ; [73.86122449 42.13877551],0
v4,1,0.97818,0.000748,[347  26] ; [108   8],[347.06543967  25.93456033] ; [107.93456033   8.06543967],0
