Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.053824,3.718155,[5 7] ; [11  3],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
b2,1,0.081277,3.039183,[5 4] ; [2 9],[3.15 5.85] ; [3.85 7.15],0
b3,1,0.081277,3.039183,[5 4] ; [2 9],[3.15 5.85] ; [3.85 7.15],0
r1,1,0.098168,2.735065,[3 9] ; [8 6],[5.07692308 6.92307692] ; [5.92307692 8.07692308],0
p8,1,0.201134,1.63412,[6 5] ; [11  3],[7.48 3.52] ; [9.52 4.48],0
v3,1,0.2253,1.470289,[ 2 10] ; [5 8],[3.36 8.64] ; [3.64 9.36],0
p5,1,0.226765,1.461039,[ 1 10] ; [ 4 10],[2.2 8.8] ; [ 2.8 11.2],0
d3,1,0.250478,1.320635,[8 4] ; [12  2],[9.23076923 2.76923077] ; [10.76923077  3.23076923],0
p6,1,0.262871,1.253571,[6 6] ; [ 4 10],[4.61538462 7.38461538] ; [5.38461538 8.61538462],0
n4,1,0.262871,1.253571,[6 6] ; [10  4],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
p11,1,0.262871,1.253571,[6 6] ; [10  4],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
v2,1,0.270948,1.211939,[3 9] ; [6 7],[4.32 7.68] ; [4.68 8.32],0
v4,1,0.275017,1.19155,[10  2] ; [9 5],[8.76923077 3.23076923] ; [10.23076923  3.76923077],0
n2,1,0.280087,1.166667,[5 2] ; [3 4],[4. 3.] ; [4. 3.],0
n3,1,0.280087,1.166667,[4 3] ; [2 5],[3. 4.] ; [3. 4.],0
s3,1,0.3268,0.961538,[6 6] ; [4 9],[4.8 7.2] ; [5.2 7.8],0
s7,1,0.346419,0.886532,[6 5] ; [5 9],[4.84 6.16] ; [6.16 7.84],0
d1,1,0.391153,0.735354,[4 8] ; [7 7],[5.07692308 6.92307692] ; [5.92307692 8.07692308],0
d2,1,0.391153,0.735354,[4 8] ; [7 7],[5.07692308 6.92307692] ; [5.92307692 8.07692308],0
s5,1,0.40905,0.681561,[4 7] ; [ 3 11],[3.08 7.92] ; [ 3.92 10.08],0
s1,1,0.448599,0.574189,[ 2 10] ; [ 1 13],[ 1.38461538 10.61538462] ; [ 1.61538462 12.38461538],0
a4,1,0.462325,0.54026,[6 6] ; [5 9],[5.07692308 6.92307692] ; [5.92307692 8.07692308],0
b4,1,0.462325,0.54026,[6 6] ; [9 5],[6.92307692 5.07692308] ; [8.07692308 5.92307692],0
n5,1,0.472607,0.515873,[10  2] ; [10  4],[9.23076923 2.76923077] ; [10.76923077  3.23076923],0
p7,1,0.484118,0.489574,[7 5] ; [10  4],[7.84615385 4.15384615] ; [9.15384615 4.84615385],0
s8,1,0.484118,0.489574,[5 7] ; [ 4 10],[4.15384615 7.84615385] ; [4.84615385 9.15384615],0
p2,1,0.489534,0.477551,[9 3] ; [12  2],[9.69230769 2.30769231] ; [11.30769231  2.69230769],0
r4,1,0.555126,0.348214,[3 9] ; [5 9],[3.69230769 8.30769231] ; [4.30769231 9.69230769],0
a3,1,0.555126,0.348214,[9 3] ; [9 5],[8.30769231 3.69230769] ; [9.69230769 4.30769231],0
n1,1,0.59298,0.285714,[4 3] ; [3 4],[3.5 3.5] ; [3.5 3.5],0
b1,1,0.618757,0.247619,[8 4] ; [8 6],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
v1,1,0.618757,0.247619,[4 8] ; [6 8],[4.61538462 7.38461538] ; [5.38461538 8.61538462],0
a7,1,0.670896,0.180556,[7 5] ; [7 7],[6.46153846 5.53846154] ; [7.53846154 6.46153846],0
d5,1,0.755794,0.096726,[7 5] ; [9 5],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
b5,1,0.755794,0.096726,[7 5] ; [9 5],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
d4,1,0.793117,0.068783,[8 4] ; [10  4],[8.30769231 3.69230769] ; [9.69230769 4.30769231],0
p10,1,0.793117,0.068783,[8 4] ; [10  4],[8.30769231 3.69230769] ; [9.69230769 4.30769231],0
s4,1,0.829399,0.046429,[3 9] ; [ 3 11],[2.76923077 9.23076923] ; [ 3.23076923 10.76923077],0
a5,1,0.829399,0.046429,[9 3] ; [11  3],[9.23076923 2.76923077] ; [10.76923077  3.23076923],0
p9,1,0.837829,0.04189,[9 3] ; [10  4],[8.76923077 3.23076923] ; [10.23076923  3.76923077],0
u1,1,0.866784,0.028139,[ 2 10] ; [ 2 12],[ 1.84615385 10.15384615] ; [ 2.15384615 11.84615385],0
a2,1,0.866784,0.028139,[ 2 10] ; [ 2 12],[ 1.84615385 10.15384615] ; [ 2.15384615 11.84615385],0
s2,1,0.951159,0.003752,[5 7] ; [6 8],[5.07692308 6.92307692] ; [5.92307692 8.07692308],0
s6,1,0.951159,0.003752,[5 7] ; [6 8],[5.07692308 6.92307692] ; [5.92307692 8.07692308],0
r2,1,0.973215,0.001127,[7 4] ; [9 5],[7.04 3.96] ; [8.96 5.04],0
