Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.01227,6.271484,[3 3] ; [29  3],[5.05263158 0.94736842] ; [26.94736842  5.05263158],0
a4,1,0.014447,5.982738,[4 2] ; [ 6 26],[1.57894737 4.42105263] ; [ 8.42105263 23.57894737],0
d2,1,0.026416,4.928591,[4 2] ; [ 7 25],[1.73684211 4.26315789] ; [ 9.26315789 22.73684211],0
v3,1,0.074433,3.18244,[4 1] ; [12 20],[2.16216216 2.83783784] ; [13.83783784 18.16216216],0
s2,1,0.098868,2.72371,[2 4] ; [22 10],[3.78947368 2.21052632] ; [20.21052632 11.78947368],0
s3,1,0.154441,2.027827,[2 4] ; [20 11],[3.56756757 2.43243243] ; [18.43243243 12.56756757],0
d1,1,0.172831,1.858218,[1 5] ; [ 1 31],[0.31578947 5.68421053] ; [ 1.68421053 30.31578947],0
b3,1,0.211088,1.563946,[3 2] ; [ 4 10],[1.84210526 3.15789474] ; [5.15789474 8.84210526],0
b2,1,0.211088,1.563946,[3 2] ; [ 4 10],[1.84210526 3.15789474] ; [5.15789474 8.84210526],0
d5,1,0.239087,1.385971,[4 2] ; [13 19],[2.68421053 3.31578947] ; [14.31578947 17.68421053],0
p8,1,0.26424,1.246404,[5 1] ; [19 13],[3.78947368 2.21052632] ; [20.21052632 11.78947368],0
p1,1,0.283076,1.152263,[2 3] ; [ 6 26],[1.08108108 3.91891892] ; [ 6.91891892 25.08108108],0
p6,1,0.302225,1.064352,[4 2] ; [14 18],[2.84210526 3.15789474] ; [15.15789474 16.84210526],0
p9,1,0.30451,1.054339,[4 2] ; [27  5],[4.89473684 1.10526316] ; [26.10526316  5.89473684],0
r1,1,0.324681,0.969995,[4 2] ; [26  5],[4.86486486 1.13513514] ; [25.13513514  5.86486486],0
u1,1,0.385223,0.753968,[1 5] ; [ 2 30],[0.47368421 5.52631579] ; [ 2.52631579 29.47368421],0
v2,1,0.41222,0.672389,[4 2] ; [15 16],[3.08108108 2.91891892] ; [15.91891892 15.08108108],0
n4,1,0.446459,0.579626,[4 2] ; [25  6],[4.7027027 1.2972973] ; [24.2972973  6.7027027],0
s7,1,0.457789,0.551295,[3 2] ; [22  7],[3.67647059 1.32352941] ; [21.32352941  7.67647059],0
a3,1,0.540417,0.374767,[4 2] ; [17 15],[3.31578947 2.68421053] ; [17.68421053 14.31578947],0
d3,1,0.544634,0.367018,[2 4] ; [ 7 25],[1.42105263 4.57894737] ; [ 7.57894737 24.42105263],0
n6,1,0.593292,0.285233,[5 1] ; [29  3],[5.36842105 0.63157895] ; [28.63157895  3.36842105],0
p12,1,0.593292,0.285233,[1 5] ; [ 3 29],[0.63157895 5.36842105] ; [ 3.36842105 28.63157895],0
p4,1,0.635327,0.224905,[4 2] ; [18 14],[3.47368421 2.52631579] ; [18.52631579 13.47368421],0
a6,1,0.669512,0.182173,[3 3] ; [19 13],[3.47368421 2.52631579] ; [18.52631579 13.47368421],0
a5,1,0.669512,0.182173,[3 3] ; [19 13],[3.47368421 2.52631579] ; [18.52631579 13.47368421],0
b5,1,0.669512,0.182173,[3 3] ; [13 19],[2.52631579 3.47368421] ; [13.47368421 18.52631579],0
b1,1,0.669512,0.182173,[3 3] ; [13 19],[2.52631579 3.47368421] ; [13.47368421 18.52631579],0
a8,1,0.693282,0.155556,[1 4] ; [ 4 26],[0.71428571 4.28571429] ; [ 4.28571429 25.71428571],0
p5,1,0.703608,0.144745,[1 4] ; [ 9 23],[1.35135135 3.64864865] ; [ 8.64864865 23.35135135],0
b4,1,0.737384,0.11244,[4 2] ; [19 13],[3.63157895 2.36842105] ; [19.36842105 12.63157895],0
p3,1,0.777525,0.079832,[3 3] ; [14 18],[2.68421053 3.31578947] ; [14.31578947 17.68421053],0
r4,1,0.781727,0.076768,[5 1] ; [28  4],[5.21052632 0.78947368] ; [27.78947368  4.21052632],0
p10,1,0.829357,0.046452,[4 1] ; [26  5],[4.16666667 0.83333333] ; [25.83333333  5.16666667],0
s8,1,0.88812,0.019792,[3 3] ; [17 15],[3.15789474 2.84210526] ; [16.84210526 15.15789474],0
v1,1,0.960637,0.002436,[2 4] ; [11 21],[2.05263158 3.94736842] ; [10.94736842 21.05263158],0
a7,1,0.960637,0.002436,[4 2] ; [21 11],[3.94736842 2.05263158] ; [21.05263158 10.94736842],0
