Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,26.88377,[116  41] ; [27 44],[98.46929825 58.53070175] ; [44.53070175 26.46929825],1
n5,1,1e-06,24.318832,[111  45] ; [26 45],[94.14977974 61.85022026] ; [42.85022026 28.14977974],1
v4,1,5.7e-05,16.185128,[140  17] ; [47 23],[129.33480176  27.66519824] ; [57.66519824 12.33480176],1
r3,1,8.9e-05,15.347338,[138  17] ; [48 23],[127.56637168  27.43362832] ; [58.43362832 12.56637168],1
s6,1,0.000145,14.437327,[82 73] ; [18 52],[68.88888889 86.11111111] ; [31.11111111 38.88888889],1
p10,1,0.000253,13.391862,[106  50] ; [29 40],[93.6 62.4] ; [41.4 27.6],1
p9,1,0.00112,10.617609,[113  39] ; [36 33],[102.47963801  49.52036199] ; [46.52036199 22.47963801],0
r4,1,0.001992,9.557315,[122  35] ; [41 30],[112.24122807  44.75877193] ; [50.75877193 20.24122807],0
n4,1,0.015371,5.873399,[108  49] ; [37 34],[99.84649123 57.15350877] ; [45.15350877 25.84649123],0
p2,1,0.022752,5.187354,[94 63] ; [31 40],[86.0745614 70.9254386] ; [38.9254386 32.0745614],0
u1,1,0.028506,4.797227,[ 22 135] ; [ 3 68],[ 17.21491228 139.78508772] ; [ 7.78508772 63.21491228],0
a1,1,0.030107,4.703176,[  6 151] ; [ 8 63],[  9.64035088 147.35964912] ; [ 4.35964912 66.64035088],0
n2,1,0.038338,4.289942,[41 13] ; [18 15],[36.62068966 17.37931034] ; [22.37931034 10.62068966],0
s8,1,0.057547,3.60671,[ 45 112] ; [12 59],[ 39.25 117.75] ; [17.75 53.25],0
b5,1,0.065387,3.395193,[102  55] ; [37 34],[95.71491228 61.28508772] ; [43.28508772 27.71491228],0
a2,1,0.093814,2.807672,[ 32 125] ; [ 8 63],[ 27.54385965 129.45614035] ; [12.45614035 58.54385965],0
p1,1,0.103096,2.656992,[ 10 147] ; [ 9 61],[ 13.14096916 143.85903084] ; [ 5.85903084 64.14096916],0
a6,1,0.103391,2.652444,[106  51] ; [40 31],[100.53508772  56.46491228] ; [45.46491228 25.53508772],0
v2,1,0.145391,2.119953,[65 83] ; [22 44],[60.1682243 87.8317757] ; [26.8317757 39.1682243],0
s1,1,0.239949,1.380896,[  4 151] ; [ 4 66],[  5.51111111 149.48888889] ; [ 2.48888889 67.51111111],0
r2,1,0.242115,1.368237,[140  16] ; [59 11],[137.36283186  18.63716814] ; [61.63716814  8.36283186],0
v1,1,0.245889,1.346509,[ 52 100] ; [30 41],[55.89237668 96.10762332] ; [26.10762332 44.89237668],0
p8,1,0.248877,1.329594,[ 30 127] ; [ 9 61],[ 26.97356828 130.02643172] ; [12.02643172 57.97356828],0
a5,1,0.249927,1.323713,[101  56] ; [40 31],[97.09210526 59.90789474] ; [43.90789474 27.09210526],0
b4,1,0.254651,1.297607,[103  54] ; [41 30],[99.15789474 57.84210526] ; [44.84210526 26.15789474],0
s7,1,0.273874,1.197242,[ 49 104] ; [16 49],[ 45.61926606 107.38073394] ; [19.38073394 45.61926606],0
p3,1,0.29296,1.10597,[ 15 142] ; [10 60],[ 17.2907489 139.7092511] ; [ 7.7092511 62.2907489],0
p5,1,0.335455,0.927724,[  6 151] ; [ 1 69],[  4.84140969 152.15859031] ; [ 2.15859031 67.84140969],0
d4,1,0.348016,0.880679,[119  37] ; [50 21],[116.14096916  39.85903084] ; [52.85903084 18.14096916],0
a8,1,0.355492,0.853755,[ 14 133] ; [ 4 65],[ 12.25 134.75] ; [ 5.75 63.25],0
b2,1,0.368094,0.810089,[30 53] ; [17 21],[32.23966942 50.76033058] ; [14.76033058 23.23966942],0
b3,1,0.368094,0.810089,[30 53] ; [17 21],[32.23966942 50.76033058] ; [14.76033058 23.23966942],0
n1,1,0.369372,0.805776,[20 34] ; [15 17],[21.97674419 32.02325581] ; [13.02325581 18.97674419],0
b1,1,0.399429,0.710044,[ 55 102] ; [29 42],[57.84210526 99.15789474] ; [26.15789474 44.84210526],0
