Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.004205,8.193277,[15 36] ; [10  4],[19.61538462 31.38461538] ; [5.38461538 8.61538462],0
n5,1,0.005695,7.644297,[41 12] ; [6 9],[36.63235294 16.36764706] ; [10.36764706  4.63235294],0
p1,1,0.018098,5.586591,[ 3 50] ; [ 4 11],[ 5.45588235 47.54411765] ; [ 1.54411765 13.45588235],0
a6,1,0.02725,4.874885,[39 12] ; [7 8],[35.54545455 15.45454545] ; [10.45454545  4.54545455],0
a2,1,0.028532,4.795639,[19 34] ; [ 1 14],[15.58823529 37.41176471] ; [ 4.41176471 10.58823529],0
p6,1,0.049136,3.870694,[14 39] ; [8 7],[17.14705882 35.85294118] ; [ 4.85294118 10.14705882],0
p9,1,0.072754,3.219767,[36 16] ; [13  1],[38.60606061 13.39393939] ; [10.39393939  3.60606061],0
a4,1,0.084824,2.969951,[31 22] ; [ 5 10],[28.05882353 24.94117647] ; [7.94117647 7.05882353],0
v3,1,0.120816,2.406715,[25 23] ; [ 4 10],[22.4516129 25.5483871] ; [6.5483871 7.4516129],0
n1,1,0.126156,2.339181,[13  6] ; [2 4],[11.4  7.6] ; [3.6 2.4],0
a7,1,0.131686,2.272515,[36 17] ; [7 8],[33.51470588 19.48529412] ; [9.48529412 5.51470588],0
s2,1,0.160322,1.971184,[32 21] ; [12  3],[34.29411765 18.70588235] ; [9.70588235 5.29411765],0
p7,1,0.160412,1.970341,[17 34] ; [8 7],[19.31818182 31.68181818] ; [5.68181818 9.31818182],0
r1,1,0.232929,1.422887,[43 10] ; [10  5],[41.30882353 11.69117647] ; [11.69117647  3.30882353],0
p11,1,0.233696,1.418221,[37 16] ; [8 7],[35.07352941 17.92647059] ; [9.92647059 5.07352941],0
v1,1,0.3058,1.048728,[27 22] ; [6 9],[25.265625 23.734375] ; [7.734375 7.265625],0
b2,1,0.322473,0.978888,[19 22] ; [4 9],[17.46296296 23.53703704] ; [5.53703704 7.46296296],0
b3,1,0.322473,0.978888,[19 22] ; [4 9],[17.46296296 23.53703704] ; [5.53703704 7.46296296],0
d2,1,0.345348,0.890476,[34 17] ; [8 7],[32.45454545 18.54545455] ; [9.54545455 5.45454545],0
a3,1,0.355923,0.852226,[40 13] ; [13  2],[41.30882353 11.69117647] ; [11.69117647  3.30882353],0
d1,1,0.386624,0.749533,[38 15] ; [9 6],[36.63235294 16.36764706] ; [10.36764706  4.63235294],0
a8,1,0.434967,0.609524,[ 7 42] ; [ 1 14],[ 6.125 42.875] ; [ 1.875 13.125],0
s1,1,0.485477,0.486535,[ 4 49] ; [ 2 13],[ 4.67647059 48.32352941] ; [ 1.32352941 13.67647059],0
n2,1,0.496587,0.462222,[16  4] ; [4 2],[15.38461538  4.61538462] ; [4.61538462 1.38461538],0
p4,1,0.502435,0.44979,[16 36] ; [6 9],[17.07462687 34.92537313] ; [ 4.92537313 10.07462687],0
n6,1,0.532598,0.389433,[42 10] ; [11  4],[41.13432836 10.86567164] ; [11.86567164  3.13432836],0
p3,1,0.599486,0.275772,[17 35] ; [6 9],[17.85074627 34.14925373] ; [5.14925373 9.85074627],0
u1,1,0.612463,0.256604,[14 39] ; [ 3 12],[13.25 39.75] ; [ 3.75 11.25],0
r4,1,0.619606,0.246421,[43 10] ; [13  2],[43.64705882  9.35294118] ; [12.35294118  2.64705882],0
a5,1,0.625896,0.237668,[42 11] ; [11  4],[41.30882353 11.69117647] ; [11.69117647  3.30882353],0
r2,1,0.641694,0.216533,[50  2] ; [14  1],[49.67164179  2.32835821] ; [14.32835821  0.67164179],0
p12,1,0.660842,0.192503,[ 5 48] ; [ 2 13],[ 5.45588235 47.54411765] ; [ 1.54411765 13.45588235],0
d5,1,0.693527,0.155294,[43  8] ; [12  3],[42.5  8.5] ; [12.5  2.5],0
d4,1,0.693527,0.155294,[42  9] ; [13  2],[42.5  8.5] ; [12.5  2.5],0
r3,1,0.738684,0.111287,[48  5] ; [14  1],[48.32352941  4.67647059] ; [13.67647059  1.32352941],0
u2,1,0.756495,0.096154,[8 5] ; [1 1],[7.8 5.2] ; [1.2 0.8],0
b4,1,0.768482,0.086649,[34 19] ; [9 6],[33.51470588 19.48529412] ; [9.48529412 5.51470588],0
p10,1,0.791551,0.069853,[37 16] ; [11  4],[37.41176471 15.58823529] ; [10.58823529  4.41176471],0
s8,1,0.85041,0.035568,[36 16] ; [10  5],[35.70149254 16.29850746] ; [10.29850746  4.70149254],0
n4,1,0.865912,0.028512,[40 13] ; [11  4],[39.75 13.25] ; [11.25  3.75],0
s3,1,0.868957,0.02722,[37 15] ; [11  4],[37.25373134 14.74626866] ; [10.74626866  4.25373134],0
b5,1,0.873428,0.025378,[33 20] ; [9 6],[32.73529412 20.26470588] ; [9.26470588 5.73529412],0
n3,1,0.875956,0.024366,[12  7] ; [4 2],[12.16  6.84] ; [3.84 2.16],0
d3,1,0.888582,0.019628,[33 18] ; [10  5],[33.22727273 17.77272727] ; [9.77272727 5.22727273],0
b1,1,0.924322,0.009023,[29 24] ; [8 7],[28.83823529 24.16176471] ; [8.16176471 6.83823529],0
p8,1,0.949113,0.004073,[11 42] ; [ 3 12],[10.91176471 42.08823529] ; [ 3.08823529 11.91176471],0
v2,1,0.954227,0.003295,[29 21] ; [8 6],[28.90625 21.09375] ; [8.09375 5.90625],0
v4,1,0.989874,0.000161,[46  7] ; [13  2],[45.98529412  7.01470588] ; [13.01470588  1.98529412],0
