Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.005039,7.865327,[13  3] ; [1 5],[10.18181818  5.81818182] ; [3.81818182 2.18181818],0
p6,1,0.013197,6.14245,[ 4 12] ; [5 1],[6.54545455 9.45454545] ; [2.45454545 3.54545455],0
p11,1,0.055511,3.666667,[ 6 10] ; [5 1],[8. 8.] ; [3. 3.],0
b5,1,0.096791,2.757639,[7 9] ; [5 1],[8.72727273 7.27272727] ; [3.27272727 2.72727273],0
a2,1,0.099232,2.717836,[ 1 15] ; [2 4],[ 2.18181818 13.81818182] ; [0.81818182 5.18181818],0
a8,1,0.114653,2.488889,[ 1 14] ; [2 4],[ 2.14285714 12.85714286] ; [0.85714286 5.14285714],0
b4,1,0.132391,2.264245,[11  5] ; [2 4],[9.45454545 6.54545455] ; [3.54545455 2.45454545],0
d4,1,0.142715,2.148437,[13  3] ; [3 3],[11.63636364  4.36363636] ; [4.36363636 1.63636364],0
v3,1,0.169202,1.89,[ 3 12] ; [3 3],[ 4.28571429 10.71428571] ; [1.71428571 4.28571429],0
p8,1,0.221099,1.497222,[ 6 10] ; [4 2],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
v1,1,0.221099,1.497222,[ 6 10] ; [4 2],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
v2,1,0.221099,1.497222,[ 6 10] ; [4 2],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
b1,1,0.239559,1.383185,[9 7] ; [5 1],[10.18181818  5.81818182] ; [3.81818182 2.18181818],0
a7,1,0.239559,1.383185,[7 9] ; [1 5],[ 5.81818182 10.18181818] ; [2.18181818 3.81818182],0
p2,1,0.239559,1.383185,[9 7] ; [5 1],[10.18181818  5.81818182] ; [3.81818182 2.18181818],0
s3,1,0.239559,1.383185,[9 7] ; [5 1],[10.18181818  5.81818182] ; [3.81818182 2.18181818],0
a4,1,0.262193,1.257143,[ 4 12] ; [3 3],[ 5.09090909 10.90909091] ; [1.90909091 4.09090909],0
a3,1,0.262193,1.257143,[12  4] ; [3 3],[10.90909091  5.09090909] ; [4.09090909 1.90909091],0
r2,1,0.262193,1.257143,[12  4] ; [3 3],[10.90909091  5.09090909] ; [4.09090909 1.90909091],0
n6,1,0.305507,1.05,[9 6] ; [5 1],[10.  5.] ; [4. 2.],0
s2,1,0.338352,0.916667,[7 9] ; [4 2],[8. 8.] ; [3. 3.],0
d2,1,0.338352,0.916667,[7 9] ; [4 2],[8. 8.] ; [3. 3.],0
n4,1,0.350122,0.873016,[10  6] ; [5 1],[10.90909091  5.09090909] ; [4.09090909 1.90909091],0
s7,1,0.357197,0.847724,[ 4 10] ; [3 3],[4.9 9.1] ; [2.1 3.9],0
d1,1,0.484423,0.488889,[8 8] ; [2 4],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
s6,1,0.493563,0.46875,[9 7] ; [3 1],[9.6 6.4] ; [2.4 1.6],0
s4,1,0.493963,0.467882,[ 5 11] ; [1 5],[ 4.36363636 11.63636364] ; [1.63636364 4.36363636],0
s5,1,0.516937,0.42,[ 4 12] ; [2 3],[ 4.57142857 11.42857143] ; [1.42857143 3.57142857],0
r1,1,0.658076,0.195869,[7 9] ; [2 4],[6.54545455 9.45454545] ; [2.45454545 3.54545455],0
u2,1,0.659243,0.194444,[2 2] ; [1 2],[1.71428571 2.28571429] ; [1.28571429 1.71428571],0
p4,1,0.695895,0.152778,[12  4] ; [4 2],[11.63636364  4.36363636] ; [4.36363636 1.63636364],0
s1,1,0.799782,0.064327,[ 2 14] ; [1 5],[ 2.18181818 13.81818182] ; [0.81818182 5.18181818],0
p5,1,0.799782,0.064327,[ 2 14] ; [1 5],[ 2.18181818 13.81818182] ; [0.81818182 5.18181818],0
r4,1,0.856417,0.032738,[ 6 10] ; [2 4],[ 5.81818182 10.18181818] ; [2.18181818 3.81818182],0
a6,1,0.856417,0.032738,[10  6] ; [4 2],[10.18181818  5.81818182] ; [3.81818182 2.18181818],0
b3,1,0.889243,0.019394,[3 7] ; [2 4],[3.125 6.875] ; [1.875 4.125],0
b2,1,0.889243,0.019394,[3 7] ; [2 4],[3.125 6.875] ; [1.875 4.125],0
a5,1,0.910162,0.012731,[13  3] ; [5 1],[13.09090909  2.90909091] ; [4.90909091 1.09090909],0
d5,1,0.925558,0.00873,[11  5] ; [4 2],[10.90909091  5.09090909] ; [4.09090909 1.90909091],0
