Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000192,13.910948,[99 22] ; [19 18],[90.36708861 30.63291139] ; [27.63291139  9.36708861],1
s8,1,0.770631,0.085001,[43 80] ; [15 25],[43.76687117 79.23312883] ; [14.23312883 25.76687117],0
a2,1,0.787296,0.072805,[ 11 113] ; [ 3 37],[ 10.58536585 113.41463415] ; [ 3.41463415 36.58536585],0
p2,1,0.790681,0.070451,[94 28] ; [30 10],[93.38271605 28.61728395] ; [30.61728395  9.38271605],0
r4,1,0.835338,0.043206,[110  14] ; [35  5],[109.63414634  14.36585366] ; [35.36585366  4.63414634],0
s4,1,0.872794,0.025635,[23 99] ; [ 8 32],[23.34567901 98.65432099] ; [ 7.65432099 32.34567901],0
s5,1,0.898906,0.01614,[27 92] ; [ 9 29],[27.2866242 91.7133758] ; [ 8.7133758 29.2866242],0
s6,1,0.931905,0.007301,[71 50] ; [22 16],[70.77358491 50.22641509] ; [22.22641509 15.77358491],0
a5,1,0.936254,0.006397,[66 58] ; [21 19],[65.7804878 58.2195122] ; [21.2195122 18.7804878],0
p7,1,0.937482,0.006152,[73 47] ; [24 15],[73.20754717 46.79245283] ; [23.79245283 15.20754717],0
p6,1,0.958413,0.002719,[37 85] ; [12 27],[37.13043478 84.86956522] ; [11.86956522 27.13043478],0
s1,1,0.974616,0.001012,[  6 114] ; [ 2 37],[  6.03773585 113.96226415] ; [ 1.96226415 37.03773585],0
