Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,67.719995,[ 3 33] ; [66  8],[22.58181818 13.41818182] ; [46.41818182 27.58181818],1
s7,1,0.003429,8.563878,[14 20] ; [51 21],[20.8490566 13.1509434] ; [44.1509434 27.8490566],0
s8,1,0.011301,6.417377,[10 26] ; [40 35],[16.21621622 19.78378378] ; [33.78378378 41.21621622],0
s6,1,0.013871,6.054436,[26  9] ; [67  6],[30.13888889  4.86111111] ; [62.86111111 10.13888889],0
v1,1,0.024337,5.070476,[12 23] ; [43 32],[17.5 17.5] ; [37.5 37.5],0
p9,1,0.03513,4.438859,[27  9] ; [65  7],[30.66666667  5.33333333] ; [61.33333333 10.66666667],0
r2,1,0.053886,3.716216,[30  6] ; [70  4],[32.72727273  3.27272727] ; [67.27272727  6.72727273],0
d2,1,0.075121,3.167411,[10 27] ; [10 65],[ 6.60714286 30.39285714] ; [13.39285714 61.60714286],0
b5,1,0.159637,1.977658,[15 22] ; [41 34],[18.5 18.5] ; [37.5 37.5],0
v4,1,0.189232,1.723584,[33  3] ; [71  2],[34.34862385  1.65137615] ; [69.65137615  3.34862385],0
b2,1,0.223608,1.481066,[ 5 15] ; [16 23],[ 7.11864407 12.88135593] ; [13.88135593 25.11864407],0
b3,1,0.223608,1.481066,[ 5 15] ; [16 23],[ 7.11864407 12.88135593] ; [13.88135593 25.11864407],0
a4,1,0.236644,1.400473,[ 7 30] ; [22 53],[ 9.58035714 27.41964286] ; [19.41964286 55.58035714],0
n6,1,0.250398,1.321083,[30  7] ; [65  8],[31.95454545  5.04545455] ; [63.04545455  9.95454545],0
a5,1,0.252263,1.310728,[19 18] ; [47 28],[21.80357143 15.19642857] ; [44.19642857 30.80357143],0
r1,1,0.260729,1.264884,[31  6] ; [55 19],[28.66666667  8.33333333] ; [57.33333333 16.66666667],0
u1,1,0.276018,1.186595,[ 1 36] ; [ 6 69],[ 2.3125 34.6875] ; [ 4.6875 70.3125],0
s4,1,0.279364,1.170181,[ 7 30] ; [21 53],[ 9.33333333 27.66666667] ; [18.66666667 55.33333333],0
r3,1,0.299219,1.07767,[33  4] ; [70  4],[34.33333333  2.66666667] ; [68.66666667  5.33333333],0
p5,1,0.346343,0.886809,[10 27] ; [14 59],[ 8.07272727 28.92727273] ; [15.92727273 57.07272727],0
p8,1,0.346747,0.885327,[17 19] ; [42 32],[19.30909091 16.69090909] ; [39.69090909 34.30909091],0
d3,1,0.362298,0.829911,[12 25] ; [31 44],[14.20535714 22.79464286] ; [28.79464286 46.20535714],0
n4,1,0.364531,0.822222,[25 12] ; [56 18],[27. 10.] ; [54. 20.],0
s1,1,0.365563,0.81869,[ 1 36] ; [ 5 68],[ 2.01818182 34.98181818] ; [ 3.98181818 69.01818182],0
d5,1,0.381877,0.764651,[20 17] ; [47 28],[22.13392857 14.86607143] ; [44.86607143 30.13392857],0
p10,1,0.398274,0.713531,[27  9] ; [59 13],[28.66666667  7.33333333] ; [57.33333333 14.66666667],0
p6,1,0.475307,0.509612,[13 23] ; [32 42],[14.72727273 21.27272727] ; [30.27272727 43.72727273],0
n5,1,0.480511,0.497704,[25 12] ; [54 19],[26.57272727 10.42727273] ; [52.42727273 20.57272727],0
r4,1,0.501115,0.452574,[32  5] ; [68  7],[33.03571429  3.96428571] ; [66.96428571  8.03571429],0
p12,1,0.51671,0.420455,[ 5 32] ; [ 7 67],[ 4. 33.] ; [ 8. 66.],0
a2,1,0.526048,0.402019,[ 1 36] ; [ 4 71],[ 1.65178571 35.34821429] ; [ 3.34821429 71.65178571],0
u2,1,0.535825,0.383333,[7 9] ; [16 14],[8. 8.] ; [15. 15.],0
d4,1,0.539387,0.376678,[23 14] ; [51 24],[24.44642857 12.55357143] ; [49.55357143 25.44642857],0
a1,1,0.568277,0.325574,[ 3 34] ; [ 4 71],[ 2.3125 34.6875] ; [ 4.6875 70.3125],0
u3,1,0.598226,0.277679,[8 8] ; [18 13],[8.85106383 7.14893617] ; [17.14893617 13.85106383],0
a7,1,0.640609,0.217946,[22 15] ; [48 27],[23.125 13.875] ; [46.875 28.125],0
p11,1,0.665785,0.186572,[29  8] ; [56 19],[28.08035714  8.91964286] ; [56.91964286 18.08035714],0
p4,1,0.678573,0.171737,[20 16] ; [38 36],[18.98181818 17.01818182] ; [39.01818182 34.98181818],0
p1,1,0.694965,0.153763,[ 5 32] ; [ 8 65],[ 4.37272727 32.62727273] ; [ 8.62727273 64.37272727],0
p7,1,0.725288,0.123482,[25 12] ; [51 21],[25.79816514 11.20183486] ; [50.20183486 21.79816514],0
v3,1,0.780919,0.077352,[13 24] ; [28 46],[13.66666667 23.33333333] ; [27.33333333 46.66666667],0
n3,1,0.794459,0.067873,[9 4] ; [11  6],[8.66666667 4.33333333] ; [11.33333333  5.66666667],0
a8,1,0.808676,0.058629,[ 6 30] ; [13 57],[ 6.45283019 29.54716981] ; [12.54716981 57.45283019],0
a6,1,0.843362,0.039044,[19 18] ; [40 35],[19.49107143 17.50892857] ; [39.50892857 35.49107143],0
p3,1,0.893008,0.01809,[17 20] ; [35 39],[17.33333333 19.66666667] ; [34.66666667 39.33333333],0
v2,1,0.893112,0.018055,[19 18] ; [39 35],[19.33333333 17.66666667] ; [38.66666667 35.33333333],0
b1,1,0.936067,0.006434,[15 22] ; [31 44],[15.19642857 21.80357143] ; [30.80357143 44.19642857],0
b4,1,0.956233,0.003012,[22 15] ; [45 30],[22.13392857 14.86607143] ; [44.86607143 30.13392857],0
a3,1,0.973378,0.001114,[21 15] ; [44 31],[21.08108108 14.91891892] ; [43.91891892 31.08108108],0
p2,1,0.973933,0.001068,[30  7] ; [59 14],[29.93636364  7.06363636] ; [59.06363636 13.93636364],0
n1,1,0.97894,0.000697,[5 7] ; [ 7 10],[4.96551724 7.03448276] ; [7.03448276 9.96551724],0
