Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.1e-05,18.081257,[69  7] ; [34 23],[58.85714286 17.14285714] ; [44.14285714 12.85714286],1
r4,1,0.000257,13.359896,[57 19] ; [25 32],[46.85714286 29.14285714] ; [35.14285714 21.85714286],1
p7,1,0.002263,9.322566,[41 33] ; [16 40],[32.44615385 41.55384615] ; [24.55384615 31.44615385],0
b5,1,0.003662,8.444444,[56 20] ; [28 29],[48. 28.] ; [36. 21.],0
s6,1,0.004699,7.991647,[38 37] ; [15 42],[30.11363636 44.88636364] ; [22.88636364 34.11363636],0
r3,1,0.005222,7.80077,[62 14] ; [34 23],[54.85714286 21.14285714] ; [41.14285714 15.85714286],0
n5,1,0.010303,6.581678,[49 27] ; [24 33],[41.71428571 34.28571429] ; [31.28571429 25.71428571],0
a1,1,0.013585,6.091328,[ 2 74] ; [ 8 49],[ 5.71428571 70.28571429] ; [ 4.28571429 52.71428571],0
n2,1,0.014525,5.973165,[19  6] ; [11 15],[14.70588235 10.29411765] ; [15.29411765 10.70588235],0
s1,1,0.018569,5.541667,[ 1 75] ; [ 6 51],[ 4. 72.] ; [ 3. 54.],0
p1,1,0.018569,5.541667,[ 1 75] ; [ 6 51],[ 4. 72.] ; [ 3. 54.],0
n4,1,0.026873,4.898935,[48 28] ; [25 32],[41.71428571 34.28571429] ; [31.28571429 25.71428571],0
p10,1,0.029731,4.724788,[37 37] ; [17 38],[30.97674419 43.02325581] ; [23.02325581 31.97674419],0
p2,1,0.046092,3.978239,[46 29] ; [25 32],[40.34090909 34.65909091] ; [30.65909091 26.34090909],0
s8,1,0.051793,3.782456,[10 65] ; [ 2 55],[ 6.81818182 68.18181818] ; [ 5.18181818 51.81818182],0
n3,1,0.052489,3.760105,[18  6] ; [12 13],[14.69387755  9.30612245] ; [15.30612245  9.69387755],0
p9,1,0.055249,3.674553,[39 34] ; [20 35],[33.6484375 39.3515625] ; [25.3515625 29.6484375],0
b4,1,0.063973,3.431272,[33 43] ; [34 23],[38.28571429 37.71428571] ; [28.71428571 28.28571429],0
u2,1,0.074667,3.177331,[ 8 26] ; [11 13],[11.13793103 22.86206897] ; [ 7.86206897 16.13793103],0
r2,1,0.096611,2.760618,[66  8] ; [44 12],[62.61538462 11.38461538] ; [47.38461538  8.61538462],0
s4,1,0.105908,2.614251,[16 60] ; [ 6 51],[12.57142857 63.42857143] ; [ 9.42857143 47.57142857],0
v1,1,0.11864,2.435181,[28 47] ; [14 43],[23.86363636 51.13636364] ; [18.13636364 38.86363636],0
n1,1,0.128558,2.309833,[10 13] ; [ 6 20],[ 7.51020408 15.48979592] ; [ 8.48979592 17.51020408],0
a6,1,0.130655,2.2847,[38 38] ; [36 21],[42.28571429 33.71428571] ; [31.71428571 25.28571429],0
v2,1,0.135296,2.230664,[30 44] ; [15 39],[26.015625 47.984375] ; [18.984375 35.015625],0
s5,1,0.167007,1.909605,[15 59] ; [ 6 48],[12.140625 61.859375] ; [ 8.859375 45.140625],0
p6,1,0.16941,1.888157,[13 61] ; [ 5 50],[10.3255814 63.6744186] ; [ 7.6744186 47.3255814],0
p5,1,0.193027,1.694363,[ 5 70] ; [ 1 54],[ 3.46153846 71.53846154] ; [ 2.53846154 52.46153846],0
s2,1,0.230993,1.434736,[20 56] ; [10 47],[17.14285714 58.85714286] ; [12.85714286 44.14285714],0
a4,1,0.270474,1.214343,[23 51] ; [23 34],[25.98473282 48.01526718] ; [20.01526718 36.98473282],0
b1,1,0.292445,1.108333,[33 43] ; [30 27],[36. 40.] ; [27. 30.],0
u1,1,0.292445,1.108333,[ 6 70] ; [ 2 55],[ 4.57142857 71.42857143] ; [ 3.42857143 53.57142857],0
