Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8.6e-05,15.428672,[23 66] ; [41 32],[35.16049383 53.83950617] ; [28.83950617 44.16049383],1
r1,1,0.000169,14.150484,[43 47] ; [56 17],[54.66257669 35.33742331] ; [44.33742331 28.66257669],1
v2,1,0.000303,13.053089,[22 63] ; [38 32],[32.90322581 52.09677419] ; [27.09677419 42.90322581],1
p10,1,0.000379,12.632514,[46 43] ; [56 15],[56.7375 32.2625] ; [45.2625 25.7375],1
s7,1,0.000422,12.431566,[24 62] ; [40 32],[34.83544304 51.16455696] ; [29.16455696 42.83544304],1
s8,1,0.00142,10.179711,[21 69] ; [34 38],[30.55555556 59.44444444] ; [24.44444444 47.55555556],0
d4,1,0.002189,9.383868,[35 55] ; [46 27],[44.72392638 45.27607362] ; [36.27607362 36.72392638],0
s3,1,0.002331,9.268728,[35 52] ; [47 26],[44.5875 42.4125] ; [37.4125 35.5875],0
a3,1,0.002768,8.954721,[38 52] ; [48 25],[47.48466258 42.51533742] ; [38.51533742 34.48466258],0
s6,1,0.006046,7.53651,[38 50] ; [45 24],[46.52229299 41.47770701] ; [36.47770701 32.52229299],0
p7,1,0.007328,7.190872,[40 49] ; [47 24],[48.39375 40.60625] ; [38.60625 32.39375],0
u3,1,0.008666,6.890303,[15 37] ; [15 10],[20.25974026 31.74025974] ; [ 9.74025974 15.25974026],0
r3,1,0.012052,6.303189,[66 24] ; [65  8],[72.33128834 17.66871166] ; [58.66871166 14.33128834],0
n2,1,0.015453,5.864101,[26 13] ; [19  1],[29.74576271  9.25423729] ; [15.25423729  4.74576271],0
p9,1,0.017785,5.617172,[53 35] ; [56 16],[59.95 28.05] ; [49.05 22.95],0
v3,1,0.017917,5.604268,[19 66] ; [29 44],[25.82278481 59.17721519] ; [22.17721519 50.82278481],0
n1,1,0.02157,5.280105,[11 27] ; [12  8],[15.06896552 22.93103448] ; [ 7.93103448 12.06896552],0
s5,1,0.025689,4.976845,[16 70] ; [24 46],[22.05128205 63.94871795] ; [17.94871795 52.05128205],0
p2,1,0.031351,4.633617,[54 36] ; [54 17],[60.37267081 29.62732919] ; [47.62732919 23.37267081],0
d5,1,0.042757,4.104978,[35 55] ; [40 33],[41.41104294 48.58895706] ; [33.58895706 39.41104294],0
b3,1,0.045539,3.998554,[15 34] ; [27 27],[19.98058252 29.01941748] ; [22.01941748 31.98058252],0
b2,1,0.045539,3.998554,[15 34] ; [27 27],[19.98058252 29.01941748] ; [22.01941748 31.98058252],0
b5,1,0.048026,3.909081,[39 51] ; [43 30],[45.27607362 44.72392638] ; [36.72392638 36.27607362],0
a2,1,0.05302,3.743295,[ 1 89] ; [ 5 68],[ 3.31288344 86.68711656] ; [ 2.68711656 70.31288344],0
r2,1,0.054806,3.687983,[68 22] ; [63  9],[72.77777778 17.22222222] ; [58.22222222 13.77777778],0
p11,1,0.057493,3.608271,[58 32] ; [57 16],[63.49693252 26.50306748] ; [51.50306748 21.49693252],0
