Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.1e-05,16.802249,[142  35] ; [47 37],[128.17241379  48.82758621] ; [60.82758621 23.17241379],1
p10,1,0.000157,14.29052,[134  44] ; [43 40],[120.71264368  57.28735632] ; [56.28735632 26.71264368],1
p11,1,0.000358,12.741362,[133  47] ; [44 41],[120.22641509  59.77358491] ; [56.77358491 28.22641509],1
p8,1,0.001374,10.240251,[ 56 123] ; [11 74],[ 45.4280303 133.5719697] ; [21.5719697 63.4280303],0
r3,1,0.002389,9.223454,[171   8] ; [72 13],[164.76136364  14.23863636] ; [78.23863636  6.76136364],0
a1,1,0.002803,8.931512,[  2 178] ; [ 7 78],[  6.11320755 173.88679245] ; [ 2.88679245 82.11320755],0
p4,1,0.003439,8.558415,[88 92] ; [25 59],[ 77.04545455 102.95454545] ; [35.95454545 48.04545455],0
v1,1,0.004603,8.029258,[92 83] ; [28 55],[81.39534884 93.60465116] ; [38.60465116 44.39534884],0
v4,1,0.005638,7.66239,[171   8] ; [73 12],[165.43939394  13.56060606] ; [78.56060606  6.43939394],0
a7,1,0.015597,5.847755,[139  40] ; [54 31],[130.85984848  48.14015152] ; [62.14015152 22.85984848],0
s4,1,0.020504,5.368439,[ 21 157] ; [19 64],[ 27.27969349 150.72030651] ; [12.72030651 70.27969349],0
n6,1,0.026786,4.904559,[146  33] ; [59 26],[138.99621212  40.00378788] ; [66.00378788 18.99621212],0
b1,1,0.031187,4.642651,[ 58 122] ; [39 46],[ 65.88679245 114.11320755] ; [31.11320755 53.88679245],0
d5,1,0.031442,4.62867,[148  32] ; [60 25],[141.28301887  38.71698113] ; [66.71698113 18.28301887],0
n5,1,0.040699,4.18851,[126  53] ; [49 36],[118.65530303  60.34469697] ; [56.34469697 28.65530303],0
n4,1,0.050656,3.819625,[139  41] ; [56 29],[132.45283019  47.54716981] ; [62.54716981 22.45283019],0
s1,1,0.069052,3.305418,[  7 171] ; [ 8 76],[ 10.19083969 167.80916031] ; [ 4.80916031 79.19083969],0
r4,1,0.073056,3.212981,[167  13] ; [73 12],[163.01886792  16.98113208] ; [76.98113208  8.01886792],0
s3,1,0.083628,2.992937,[96 81] ; [35 47],[89.52509653 87.47490347] ; [41.47490347 40.52509653],0
d3,1,0.087642,2.91716,[127  53] ; [51 34],[120.90566038  59.09433962] ; [57.09433962 27.90566038],0
b5,1,0.089242,2.887986,[117  63] ; [46 39],[110.71698113  69.28301887] ; [52.28301887 32.71698113],0
a6,1,0.104747,2.631743,[130  50] ; [53 32],[124.30188679  55.69811321] ; [58.69811321 26.30188679],0
n1,1,0.127342,2.324612,[18 30] ; [21 18],[21.51724138 26.48275862] ; [17.48275862 21.51724138],0
p1,1,0.141696,2.159448,[ 18 161] ; [ 4 81],[ 14.91666667 164.08333333] ; [ 7.08333333 77.91666667],0
u4,1,0.149859,2.073684,[  3 177] ; [ 4 81],[  4.75471698 175.24528302] ; [ 2.24528302 82.75471698],0
p3,1,0.153608,2.036051,[ 62 117] ; [22 63],[ 56.95454545 122.04545455] ; [27.04545455 57.95454545],0
a2,1,0.165677,1.921632,[ 37 143] ; [24 61],[ 41.43396226 138.56603774] ; [19.56603774 65.43396226],0
v2,1,0.214027,1.543978,[94 78] ; [37 43],[89.41269841 82.58730159] ; [41.58730159 38.41269841],0
a4,1,0.232717,1.424176,[ 78 102] ; [43 41],[82.5 97.5] ; [38.5 45.5],0
p6,1,0.240226,1.379264,[ 26 152] ; [ 8 77],[ 23.01140684 154.98859316] ; [10.98859316 74.01140684],0
s2,1,0.247348,1.33822,[83 92] ; [33 50],[78.68217054 96.31782946] ; [37.31782946 45.68217054],0
d4,1,0.329339,0.951493,[148  31] ; [66 19],[145.09848485  33.90151515] ; [68.90151515 16.09848485],0
d1,1,0.361345,0.833212,[106  74] ; [45 40],[102.56603774  77.43396226] ; [48.43396226 36.56603774],0
b4,1,0.377299,0.779486,[116  64] ; [50 35],[112.75471698  67.24528302] ; [53.24528302 31.75471698],0
s5,1,0.4189,0.6534,[ 39 134] ; [21 56],[ 41.52 131.48] ; [18.48 58.52],0
s6,1,0.490482,0.47547,[113  65] ; [49 34],[110.48275862  67.51724138] ; [51.51724138 31.48275862],0
n3,1,0.507668,0.438871,[30 18] ; [25 11],[31.42857143 16.57142857] ; [23.57142857 12.42857143],0
u1,1,0.583062,0.301311,[ 29 151] ; [16 69],[ 30.56603774 149.43396226] ; [14.43396226 70.56603774],0
v3,1,0.608217,0.26278,[ 59 113] ; [29 48],[ 60.78714859 111.21285141] ; [27.21285141 49.78714859],0
a8,1,0.637699,0.221764,[ 15 146] ; [ 6 74],[ 14.02904564 146.97095436] ; [ 6.97095436 73.02904564],0
p12,1,0.641948,0.216204,[ 14 165] ; [ 8 76],[ 14.97338403 164.02661597] ; [ 7.02661597 76.97338403],0
u2,1,0.644243,0.213235,[33 25] ; [18 11],[34. 24.] ; [17. 12.],0
d2,1,0.666997,0.185135,[85 93] ; [43 42],[86.63117871 91.36882129] ; [41.36882129 43.63117871],0
s7,1,0.688636,0.160566,[70 99] ; [31 49],[ 68.5502008 100.4497992] ; [32.4497992 47.5502008],0
b2,1,0.723327,0.125327,[34 67] ; [19 33],[34.9869281 66.0130719] ; [18.0130719 33.9869281],0
b3,1,0.723327,0.125327,[34 67] ; [19 33],[34.9869281 66.0130719] ; [18.0130719 33.9869281],0
r2,1,0.75563,0.096861,[173   7] ; [81  4],[172.52830189   7.47169811] ; [81.47169811  3.52830189],0
n2,1,0.760956,0.092553,[32 15] ; [26 14],[31.33333333 15.66666667] ; [26.66666667 13.33333333],0
