Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,59.689254,[ 63 112] ; [269 112],[104.49640288  70.50359712] ; [227.50359712 153.49640288],1
p6,1,0.0,43.971739,[ 46 124] ; [219 161],[81.90909091 88.09090909] ; [183.09090909 196.90909091],1
p8,1,0.0,35.101258,[85 88] ; [284  96],[115.43761302  57.56238698] ; [253.56238698 126.43761302],1
p5,1,0.0,26.06134,[  5 170] ; [ 72 307],[ 24.32310469 150.67689531] ; [ 52.67689531 326.32310469],1
p2,1,1.4e-05,18.825322,[143  32] ; [355  24],[157.31046931  17.68953069] ; [340.68953069  38.31046931],1
p10,1,5.1e-05,16.393119,[132  41] ; [339  40],[147.61413043  25.38586957] ; [323.38586957  55.61413043],1
a5,1,0.000134,14.583721,[111  64] ; [300  81],[129.36151079  45.63848921] ; [281.63848921  99.36151079],1
s7,1,0.000213,13.710222,[72 99] ; [215 148],[91.90449438 79.09550562] ; [195.09550562 167.90449438],1
p9,1,0.000309,13.017231,[136  36] ; [344  37],[149.29475588  22.70524412] ; [330.70524412  50.29475588],1
n5,1,0.00038,12.62625,[117  57] ; [307  72],[133.41048825  40.58951175] ; [290.58951175  88.41048825],1
d1,1,0.000567,11.880329,[85 90] ; [244 137],[103.55215827  71.44784173] ; [225.44784173 155.55215827],1
p11,1,0.001191,10.504491,[131  44] ; [328  53],[144.46942446  30.53057554] ; [314.53057554  66.46942446],0
s6,1,0.001229,10.445947,[105  67] ; [277  94],[121.00184162  50.99815838] ; [260.99815838 110.00184162],0
v1,1,0.001314,10.322509,[80 90] ; [231 143],[97.1875 72.8125] ; [213.8125 160.1875],0
d3,1,0.002068,9.488298,[105  67] ; [282  99],[120.36889693  51.63110307] ; [266.63110307 114.36889693],0
s8,1,0.003945,8.308835,[ 70 104] ; [203 177],[85.74368231 88.25631769] ; [187.25631769 192.74368231],0
a4,1,0.006823,7.318949,[ 63 112] ; [183 196],[77.70758123 97.29241877] ; [168.29241877 210.70758123],0
s5,1,0.007198,7.222798,[ 51 120] ; [155 215],[ 65.11275416 105.88724584] ; [140.88724584 229.11275416],0
a2,1,0.008569,6.91059,[ 31 144] ; [107 274],[ 43.4352518 131.5647482] ; [ 94.5647482 286.4352518],0
u1,1,0.008794,6.864185,[ 21 154] ; [ 81 300],[ 32.10431655 142.89568345] ; [ 69.89568345 311.10431655],0
n4,1,0.009572,6.712935,[125  49] ; [310  70],[136.62454874  37.37545126] ; [298.37545126  81.62454874],0
p1,1,0.016835,5.713489,[  8 166] ; [ 41 338],[ 15.41772152 158.58227848] ; [ 33.58227848 345.41772152],0
d2,1,0.019955,5.415802,[ 71 103] ; [196 185],[83.70810811 90.29189189] ; [183.29189189 197.70810811],0
d5,1,0.020594,5.360816,[132  41] ; [321  59],[141.71609403  31.28390597] ; [311.28390597  68.71609403],0
u3,1,0.026289,4.936932,[24 32] ; [59 37],[30.57894737 25.42105263] ; [52.42105263 43.57894737],0
s2,1,0.039664,4.232204,[81 94] ; [211 168],[92.23826715 82.76173285] ; [199.76173285 179.23826715],0
a7,1,0.041763,4.144788,[115  59] ; [283  97],[125.00361011  48.99638989] ; [272.99638989 107.00361011],0
p12,1,0.042242,4.12549,[  8 165] ; [ 37 344],[ 14.05234657 158.94765343] ; [ 30.94765343 350.05234657],0
v3,1,0.048793,3.882446,[ 62 111] ; [164 202],[ 72.5380334 100.4619666] ; [153.4619666 212.5380334],0
a6,1,0.08529,2.961096,[108  65] ; [266 115],[116.79061372  56.20938628] ; [257.20938628 123.79061372],0
u4,1,0.106398,2.606931,[  1 174] ; [ 10 371],[  3.46223022 171.53776978] ; [  7.53776978 373.46223022],0
d4,1,0.108533,2.575458,[136  37] ; [320  60],[142.65461121  30.34538879] ; [313.34538879  66.65461121],0
r1,1,0.110403,2.548442,[137  36] ; [321  58],[143.53985507  29.46014493] ; [314.46014493  64.53985507],0
r4,1,0.134165,2.243641,[160  15] ; [361  20],[163.98381295  11.01618705] ; [357.01618705  23.98381295],0
a1,1,0.134831,2.235979,[  6 169] ; [ 25 356],[  9.75719424 165.24280576] ; [ 21.24280576 359.75719424],0
u2,1,0.150321,2.068987,[26 29] ; [57 39],[30.23178808 24.76821192] ; [52.76821192 43.23178808],0
s1,1,0.159273,1.981115,[  8 165] ; [  9 368],[  5.34727273 167.65272727] ; [ 11.65272727 365.34727273],0
a3,1,0.163959,1.937329,[119  54] ; [283  97],[125.76130199  47.23869801] ; [276.23869801 103.76130199],0
b5,1,0.174533,1.843575,[109  66] ; [214 167],[101.66366906  73.33633094] ; [221.33633094 159.66366906],0
a8,1,0.17621,1.829302,[ 32 129] ; [ 52 293],[ 26.72727273 134.27272727] ; [ 57.27272727 287.72727273],0
s3,1,0.203556,1.616673,[96 78] ; [229 147],[102.81818182  71.18181818] ; [222.18181818 153.81818182],0
n6,1,0.245797,1.347037,[145  29] ; [329  49],[149.41304348  24.58695652] ; [324.58695652  53.41304348],0
s4,1,0.291057,1.114724,[ 26 148] ; [ 70 306],[ 30.37090909 143.62909091] ; [ 65.62909091 310.37090909],0
b4,1,0.363894,0.824409,[92 83] ; [216 165],[96.94244604 78.05755396] ; [211.05755396 169.94244604],0
v4,1,0.482735,0.492677,[166   7] ; [368  11],[167.35869565   5.64130435] ; [366.64130435  12.35869565],0
b3,1,0.546265,0.364051,[35 65] ; [ 95 152],[37.46397695 62.53602305] ; [ 92.53602305 154.46397695],0
b2,1,0.546265,0.364051,[35 65] ; [ 95 152],[37.46397695 62.53602305] ; [ 92.53602305 154.46397695],0
n3,1,0.610841,0.258951,[39  9] ; [44 13],[37.94285714 10.05714286] ; [45.05714286 11.94285714],0
n1,1,0.617619,0.249228,[14 32] ; [20 37],[15.18446602 30.81553398] ; [18.81553398 38.18446602],0
r2,1,0.85627,0.032806,[163   8] ; [358  19],[162.57481752   8.42518248] ; [358.42518248  18.57481752],0
n2,1,0.888585,0.019627,[37 10] ; [45 13],[36.7047619 10.2952381] ; [45.2952381 12.7047619],0
b1,1,0.926363,0.008542,[ 71 104] ; [153 228],[ 70.50359712 104.49640288] ; [153.49640288 227.50359712],0
v2,1,0.935769,0.006495,[100  68] ; [221 148],[100.42458101  67.57541899] ; [220.57541899 148.42458101],0
