Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,59.985873,[ 3 59] ; [98 58],[28.72477064 33.27522936] ; [72.27522936 83.72477064],1
d4,1,0.0,54.991581,[21 40] ; [133  23],[43.29032258 17.70967742] ; [110.70967742  45.29032258],1
a5,1,0.0,41.449601,[21 41] ; [124  32],[41.23853211 20.76146789] ; [103.76146789  52.23853211],1
a3,1,0.0,35.482026,[25 37] ; [127  29],[43.2293578 18.7706422] ; [108.7706422  47.2293578],1
a4,1,0.0,26.872146,[ 8 53] ; [80 75],[24.85185185 36.14814815] ; [63.14814815 91.85185185],1
d3,1,1.8e-05,18.424221,[11 51] ; [77 79],[25.02752294 36.97247706] ; [62.97247706 93.02752294],1
v4,1,4.2e-05,16.792974,[44 16] ; [146  10],[52.77777778  7.22222222] ; [137.22222222  18.77777778],1
p2,1,0.000107,15.01323,[37 25] ; [128  24],[47.80373832 14.19626168] ; [117.19626168  34.80373832],1
r2,1,0.000153,14.340424,[45 16] ; [142  11],[53.30373832  7.69626168] ; [133.69626168  19.30373832],1
r1,1,0.000155,14.308088,[30 32] ; [117  39],[41.80733945 20.19266055] ; [105.19266055  50.80733945],1
v3,1,0.000196,13.870968,[12 48] ; [74 81],[24. 36.] ; [62. 93.],1
r4,1,0.000322,12.938356,[37 25] ; [129  27],[47.21100917 14.78899083] ; [118.78899083  37.21100917],1
p11,1,0.000479,12.196503,[38 24] ; [130  26],[47.77981651 14.22018349] ; [120.22018349  35.77981651],1
p4,1,0.000656,11.610823,[22 40] ; [94 60],[33.2962963 28.7037037] ; [82.7037037 71.2962963],1
v2,1,0.000778,11.29278,[15 41] ; [81 72],[25.72248804 30.27751196] ; [70.27751196 82.72248804],1
p7,1,0.0008,11.24184,[27 35] ; [103  48],[37.84037559 24.15962441] ; [92.15962441 58.84037559],1
r3,1,0.000805,11.229065,[45 17] ; [141  15],[52.89908257  9.10091743] ; [133.10091743  22.89908257],1
p10,1,0.001182,10.517959,[38 22] ; [129  25],[46.82242991 13.17757009] ; [120.17757009  33.82242991],0
d2,1,0.00127,10.386226,[20 42] ; [87 67],[30.71296296 31.28703704] ; [76.28703704 77.71296296],0
s2,1,0.001908,9.63617,[18 43] ; [82 73],[28.24074074 32.75925926] ; [71.75925926 83.24074074],0
p3,1,0.002211,9.365434,[18 44] ; [80 74],[28.12962963 33.87037037] ; [69.87037037 84.12962963],0
s6,1,0.003634,8.458151,[29 32] ; [104  47],[38.26886792 22.73113208] ; [94.73113208 56.26886792],0
n6,1,0.004066,8.254146,[46 15] ; [141  15],[52.56682028  8.43317972] ; [134.43317972  21.56682028],0
p9,1,0.005348,7.757874,[42 18] ; [133  21],[49.06542056 10.93457944] ; [125.93457944  28.06542056],0
v1,1,0.006485,7.4103,[23 39] ; [87 64],[32.01877934 29.98122066] ; [77.98122066 73.01877934],0
s8,1,0.006714,7.34793,[20 42] ; [82 74],[29.00917431 32.99082569] ; [72.99082569 83.00917431],0
s7,1,0.007662,7.110838,[23 37] ; [88 62],[31.71428571 28.28571429] ; [79.28571429 70.71428571],0
s5,1,0.007933,7.048515,[13 47] ; [62 89],[21.32701422 38.67298578] ; [53.67298578 97.32701422],0
p6,1,0.008309,6.96556,[13 48] ; [61 90],[21.29245283 39.70754717] ; [52.70754717 98.29245283],0
p1,1,0.020515,5.367559,[ 9 53] ; [  8 147],[ 4.85714286 57.14285714] ; [ 12.14285714 142.85714286],0
n4,1,0.02587,4.964709,[48 14] ; [139  17],[53.18348624  8.81651376] ; [133.81651376  22.18348624],0
s3,1,0.026628,4.914751,[25 36] ; [90 66],[32.32718894 28.67281106] ; [82.67281106 73.32718894],0
s1,1,0.058866,3.569056,[ 5 55] ; [  4 151],[ 2.51162791 57.48837209] ; [  6.48837209 148.51162791],0
a2,1,0.088852,2.895046,[ 2 60] ; [ 16 140],[ 5.11926606 56.88073394] ; [ 12.88073394 143.11926606],0
n3,1,0.090552,2.864524,[11 11] ; [32 13],[14.11940299  7.88059701] ; [28.88059701 16.11940299],0
n2,1,0.107993,2.583354,[13 10] ; [34 11],[15.89705882  7.10294118] ; [31.10294118 13.89705882],0
u1,1,0.224901,1.472819,[ 2 60] ; [ 12 144],[ 3.98165138 58.01834862] ; [ 10.01834862 145.98165138],0
b3,1,0.230243,1.439358,[15 27] ; [48 55],[18.24827586 23.75172414] ; [44.75172414 58.24827586],0
b2,1,0.230243,1.439358,[15 27] ; [48 55],[18.24827586 23.75172414] ; [44.75172414 58.24827586],0
a6,1,0.411609,0.674149,[28 34] ; [61 95],[25.31192661 36.68807339] ; [63.68807339 92.31192661],0
p12,1,0.434349,0.611166,[ 6 56] ; [ 10 142],[ 4.63551402 57.36448598] ; [ 11.36448598 140.63551402],0
b1,1,0.440443,0.595127,[33 29] ; [74 82],[30.43119266 31.56880734] ; [76.56880734 79.43119266],0
p5,1,0.449392,0.572186,[ 7 54] ; [ 24 131],[ 8.75462963 52.24537037] ; [ 22.24537037 132.75462963],0
u2,1,0.486445,0.48438,[14 23] ; [13 15],[15.36923077 21.63076923] ; [11.63076923 16.36923077],0
p8,1,0.494792,0.46609,[27 35] ; [74 78],[29.26168224 32.73831776] ; [71.73831776 80.26168224],0
s4,1,0.651372,0.204175,[12 50] ; [ 26 129],[10.85714286 51.14285714] ; [ 27.14285714 127.85714286],0
a1,1,0.658458,0.195403,[ 3 59] ; [ 10 146],[ 3.69724771 58.30275229] ; [  9.30275229 146.69724771],0
a8,1,0.726115,0.122709,[ 6 52] ; [ 18 131],[ 6.72463768 51.27536232] ; [ 17.27536232 131.72463768],0
u3,1,0.814714,0.054919,[13 24] ; [11 18],[13.45454545 23.54545455] ; [10.54545455 18.45454545],0
n1,1,0.887924,0.019862,[ 9 14] ; [18 26],[ 9.26865672 13.73134328] ; [17.73134328 26.26865672],0
b4,1,0.929651,0.007794,[33 29] ; [82 74],[32.70642202 29.29357798] ; [82.29357798 73.70642202],0
b5,1,0.962491,0.002212,[28 34] ; [71 85],[28.1559633 33.8440367] ; [70.8440367 85.1559633],0
