Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.2e-05,19.178595,[2 6] ; [90 14],[6.57142857 1.42857143] ; [85.42857143 18.57142857],1
p2,1,0.001646,9.908088,[2 6] ; [78 24],[5.81818182 2.18181818] ; [74.18181818 27.81818182],0
r1,1,0.008985,6.825777,[3 5] ; [81 22],[6.05405405 1.94594595] ; [77.94594595 25.05405405],0
p9,1,0.01416,6.018107,[3 5] ; [77 23],[5.92592593 2.07407407] ; [74.07407407 25.92592593],0
s7,1,0.030254,4.694815,[5 2] ; [30 66],[2.37864078 4.62135922] ; [32.62135922 63.37864078],0
a6,1,0.03342,4.524151,[3 5] ; [76 28],[5.64285714 2.35714286] ; [73.35714286 30.64285714],0
p7,1,0.035984,4.397885,[1 7] ; [51 49],[3.85185185 4.14814815] ; [48.14814815 51.85185185],0
p10,1,0.039316,4.247176,[3 5] ; [73 28],[5.57798165 2.42201835] ; [70.42201835 30.57798165],0
v1,1,0.058806,3.57075,[1 7] ; [47 53],[3.55555556 4.44444444] ; [44.44444444 55.55555556],0
b5,1,0.065954,3.380956,[3 5] ; [72 32],[5.35714286 2.64285714] ; [69.64285714 34.35714286],0
r2,1,0.066998,3.355074,[6 2] ; [97  7],[7.35714286 0.64285714] ; [95.64285714  8.35714286],0
d3,1,0.066998,3.355074,[6 2] ; [97  7],[7.35714286 0.64285714] ; [95.64285714  8.35714286],0
d2,1,0.088259,2.905848,[7 1] ; [59 45],[4.71428571 3.28571429] ; [61.28571429 42.71428571],0
n6,1,0.10556,2.619468,[3 5] ; [68 35],[5.11711712 2.88288288] ; [65.88288288 37.11711712],0
b4,1,0.129588,2.297436,[7 1] ; [63 41],[5. 3.] ; [65. 39.],0
n1,1,0.148854,2.083956,[2 1] ; [12 32],[0.89361702 2.10638298] ; [13.10638298 30.89361702],0
a7,1,0.158533,1.988166,[5 3] ; [86 18],[6.5 1.5] ; [84.5 19.5],0
s2,1,0.164754,1.930037,[2 6] ; [52 51],[3.89189189 4.10810811] ; [50.10810811 52.89189189],0
p4,1,0.198618,1.652509,[2 6] ; [50 53],[3.74774775 4.25225225] ; [48.25225225 54.74774775],0
a3,1,0.274725,1.193001,[7 1] ; [72 32],[5.64285714 2.35714286] ; [73.35714286 30.64285714],0
b1,1,0.289751,1.120776,[4 4] ; [33 71],[2.64285714 5.35714286] ; [34.35714286 69.64285714],0
a4,1,0.291721,1.111663,[5 3] ; [45 59],[3.57142857 4.42857143] ; [46.42857143 57.57142857],0
r3,1,0.351799,0.866957,[7 1] ; [99  5],[7.57142857 0.42857143] ; [98.42857143  5.57142857],0
n5,1,0.369501,0.805343,[1 7] ; [28 76],[2.07142857 5.92857143] ; [26.92857143 77.07142857],0
s6,1,0.393102,0.729324,[4 4] ; [67 36],[5.11711712 2.88288288] ; [65.88288288 37.11711712],0
p3,1,0.396323,0.719453,[2 6] ; [41 61],[3.12727273 4.87272727] ; [39.87272727 62.12727273],0
n2,1,0.402043,0.702206,[1 2] ; [25 18],[1.69565217 1.30434783] ; [24.30434783 18.69565217],0
v3,1,0.406097,0.6902,[1 6] ; [28 69],[1.95192308 5.04807692] ; [27.04807692 69.95192308],0
s5,1,0.430087,0.622588,[4 4] ; [36 64],[2.96296296 5.03703704] ; [37.03703704 62.96296296],0
p6,1,0.43378,0.612681,[1 7] ; [25 76],[1.90825688 6.09174312] ; [24.09174312 76.90825688],0
p1,1,0.460286,0.545199,[1 7] ; [ 6 96],[0.50909091 7.49090909] ; [ 6.49090909 95.50909091],0
a5,1,0.519363,0.415158,[5 3] ; [76 28],[5.78571429 2.21428571] ; [75.21428571 28.78571429],0
b2,1,0.573649,0.316615,[3 3] ; [21 34],[2.36065574 3.63934426] ; [21.63934426 33.36065574],0
b3,1,0.573649,0.316615,[3 3] ; [21 34],[2.36065574 3.63934426] ; [21.63934426 33.36065574],0
v2,1,0.731746,0.117514,[5 3] ; [54 42],[4.53846154 3.46153846] ; [54.46153846 41.53846154],0
n3,1,0.798438,0.065214,[1 1] ; [26 18],[1.17391304 0.82608696] ; [25.82608696 18.17391304],0
u1,1,0.82656,0.048011,[1 7] ; [16 88],[1.21428571 6.78571429] ; [15.78571429 88.21428571],0
s3,1,0.936725,0.006302,[4 4] ; [53 50],[4.10810811 3.89189189] ; [52.89189189 50.10810811],0
a2,1,0.951144,0.003754,[2 6] ; [25 79],[1.92857143 6.07142857] ; [25.07142857 78.92857143],0
s4,1,1.0,0.0,[2 6] ; [26 78],[2. 6.] ; [26. 78.],0
p11,1,1.0,0.0,[5 3] ; [65 39],[5. 3.] ; [65. 39.],0
