Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,54.572416,[55 14] ; [10 54],[33.72180451 35.27819549] ; [31.27819549 32.72180451],1
d5,1,0.0,32.705524,[67  1] ; [37 27],[53.57575758 14.42424242] ; [50.42424242 13.57575758],1
d3,1,0.0,30.105484,[49 20] ; [15 49],[33.20300752 35.79699248] ; [30.79699248 33.20300752],1
d4,1,0.0,29.455909,[67  1] ; [39 25],[54.60606061 13.39393939] ; [51.39393939 12.60606061],1
a4,1,4e-06,21.420081,[46 23] ; [17 47],[32.68421053 36.31578947] ; [30.31578947 33.68421053],1
a5,1,0.001698,9.850502,[57 12] ; [37 27],[48.76691729 20.23308271] ; [45.23308271 18.76691729],0
r4,1,0.013895,6.05147,[62  7] ; [47 17],[56.54887218 12.45112782] ; [52.45112782 11.54887218],0
n4,1,0.020845,5.339735,[59  9] ; [45 19],[53.57575758 14.42424242] ; [50.42424242 13.57575758],0
a3,1,0.020873,5.337373,[59 10] ; [44 20],[53.43609023 15.56390977] ; [49.56390977 14.43609023],0
b1,1,0.045599,3.99633,[40 29] ; [26 38],[34.2406015 34.7593985] ; [31.7593985 32.2406015],0
p6,1,0.049961,3.842759,[33 34] ; [20 42],[27.52713178 39.47286822] ; [25.47286822 36.52713178],0
n2,1,0.054364,3.701478,[13  8] ; [16  2],[15.61538462  5.38461538] ; [13.38461538  4.61538462],0
n5,1,0.057053,3.621036,[57 11] ; [44 19],[52.42748092 15.57251908] ; [48.57251908 14.42748092],0
a2,1,0.057099,3.61971,[10 59] ; [ 3 61],[ 6.7443609 62.2556391] ; [ 6.2556391 57.7443609],0
r2,1,0.060401,3.526326,[65  4] ; [53 10],[61.68181818  7.31818182] ; [56.31818182  6.68181818],0
r3,1,0.065154,3.401066,[67  2] ; [57  7],[64.33082707  4.66917293] ; [59.66917293  4.33082707],0
s8,1,0.072133,3.233805,[53 16] ; [40 24],[48.2481203 20.7518797] ; [44.7518797 19.2481203],0
v4,1,0.082946,3.006211,[66  3] ; [55  8],[63.25  5.75] ; [57.75  5.25],0
p4,1,0.094451,2.79682,[46 23] ; [33 30],[41.29545455 27.70454545] ; [37.70454545 25.29545455],0
r1,1,0.104198,2.640086,[54 15] ; [42 22],[49.80451128 19.19548872] ; [46.19548872 17.80451128],0
u3,1,0.113846,2.5,[8 2] ; [10 10],[6. 4.] ; [12.  8.],0
p7,1,0.115432,2.478233,[41 26] ; [46 16],[45.18604651 21.81395349] ; [41.81395349 20.18604651],0
p9,1,0.125317,2.349579,[58 10] ; [47 16],[54.50381679 13.49618321] ; [50.49618321 12.50381679],0
p5,1,0.159676,1.977289,[11 57] ; [ 5 57],[ 8.36923077 59.63076923] ; [ 7.63076923 54.36923077],0
n6,1,0.170395,1.879461,[58 10] ; [47 15],[54.92307692 13.07692308] ; [50.07692308 11.92307692],0
s5,1,0.182353,1.77834,[35 29] ; [27 36],[31.24409449 32.75590551] ; [30.75590551 32.24409449],0
b5,1,0.207418,1.589356,[27 42] ; [32 32],[30.60902256 38.39097744] ; [28.39097744 35.60902256],0
s6,1,0.217609,1.52007,[60  7] ; [50 11],[57.578125  9.421875] ; [52.421875  8.578125],0
s4,1,0.227586,1.455882,[20 48] ; [13 51],[17. 51.] ; [16. 48.],0
p3,1,0.239134,1.385691,[41 28] ; [31 32],[37.63636364 31.36363636] ; [34.36363636 28.63636364],0
p2,1,0.244922,1.352037,[55 14] ; [44 18],[52.14503817 16.85496183] ; [46.85496183 15.14503817],0
s7,1,0.325854,0.965304,[50 13] ; [46 18],[47.62204724 15.37795276] ; [48.37795276 15.62204724],0
u1,1,0.357833,0.845483,[ 6 63] ; [ 3 61],[ 4.66917293 64.33082707] ; [ 4.33082707 59.66917293],0
p1,1,0.370466,0.802101,[ 6 63] ; [ 3 60],[ 4.70454545 64.29545455] ; [ 4.29545455 58.70454545],0
a6,1,0.386868,0.748764,[22 47] ; [25 39],[24.38345865 44.61654135] ; [22.61654135 41.38345865],0
s1,1,0.413147,0.669725,[ 3 65] ; [ 5 59],[ 4.12121212 63.87878788] ; [ 3.87878788 60.12121212],0
s3,1,0.570854,0.321256,[58 11] ; [56  8],[59.14285714  9.85714286] ; [54.85714286  9.14285714],0
p8,1,0.592675,0.286187,[35 33] ; [29 33],[33.47692308 34.52307692] ; [30.52307692 31.47692308],0
n3,1,0.603761,0.26936,[14  8] ; [10  8],[13.2  8.8] ; [10.8  7.2],0
b4,1,0.792099,0.069478,[35 34] ; [31 33],[34.2406015 34.7593985] ; [31.7593985 32.2406015],0
u2,1,0.794459,0.067873,[6 4] ; [11  9],[5.66666667 4.33333333] ; [11.33333333  8.66666667],0
v1,1,0.818639,0.052577,[41 25] ; [41 23],[41.63076923 24.36923077] ; [40.36923077 23.63076923],0
b3,1,0.837745,0.041934,[21 28] ; [20 29],[20.5 28.5] ; [20.5 28.5],0
b2,1,0.837745,0.041934,[21 28] ; [20 29],[20.5 28.5] ; [20.5 28.5],0
a8,1,0.866128,0.028419,[ 8 58] ; [ 8 53],[ 8.31496063 57.68503937] ; [ 7.68503937 53.31496063],0
p12,1,0.879129,0.023126,[ 5 63] ; [ 5 57],[ 5.23076923 62.76923077] ; [ 4.76923077 57.23076923],0
a1,1,0.881244,0.022318,[ 7 62] ; [ 6 58],[ 6.7443609 62.2556391] ; [ 6.2556391 57.7443609],0
v2,1,0.898338,0.016323,[37 30] ; [33 28],[36.640625 30.359375] ; [33.359375 27.640625],0
n1,1,0.972566,0.001183,[11 10] ; [9 8],[11.05263158  9.94736842] ; [8.94736842 8.05263158],0
p11,1,0.972918,0.001153,[53 16] ; [49 15],[52.91729323 16.08270677] ; [49.08270677 14.91729323],0
p10,1,0.982044,0.000507,[53 15] ; [49 14],[52.94656489 15.05343511] ; [49.05343511 13.94656489],0
v3,1,0.987024,0.000264,[30 36] ; [29 35],[29.95384615 36.04615385] ; [29.04615385 34.95384615],0
