Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,30.663148,[11 28] ; [48  9],[23.96875 15.03125] ; [35.03125 21.96875],1
r1,1,7.8e-05,15.610158,[18 21] ; [48  9],[26.8125 12.1875] ; [39.1875 17.8125],1
a3,1,0.001448,10.143449,[12 26] ; [37 20],[19.6 18.4] ; [29.4 27.6],0
r4,1,0.002461,9.169591,[26 13] ; [52  5],[31.6875  7.3125] ; [46.3125 10.6875],0
d3,1,0.00268,9.013336,[ 8 31] ; [29 28],[15.03125 23.96875] ; [21.96875 35.03125],0
b2,1,0.005748,7.627655,[ 3 17] ; [18 16],[ 7.77777778 12.22222222] ; [13.22222222 20.77777778],0
b3,1,0.005748,7.627655,[ 3 17] ; [18 16],[ 7.77777778 12.22222222] ; [13.22222222 20.77777778],0
a7,1,0.012557,6.230456,[19 20] ; [42 15],[24.78125 14.21875] ; [36.21875 20.78125],0
p4,1,0.015627,5.844319,[18 20] ; [41 16],[23.6 14.4] ; [35.4 21.6],0
v2,1,0.015741,5.83162,[13 24] ; [34 22],[18.69892473 18.30107527] ; [28.30107527 27.69892473],0
v3,1,0.017123,5.683761,[10 28] ; [29 28],[15.6 22.4] ; [23.4 33.6],0
p3,1,0.020807,5.342893,[16 23] ; [37 20],[21.53125 17.46875] ; [31.46875 25.53125],0
v1,1,0.034199,4.48475,[13 26] ; [31 25],[18.06315789 20.93684211] ; [25.93684211 30.06315789],0
u3,1,0.037334,4.335089,[ 8 19] ; [12  8],[11.4893617 15.5106383] ; [ 8.5106383 11.4893617],0
a4,1,0.037876,4.310583,[ 3 35] ; [14 43],[ 6.8 31.2] ; [10.2 46.8],0
s7,1,0.043065,4.092838,[15 23] ; [34 22],[19.80851064 18.19148936] ; [29.19148936 26.80851064],0
p10,1,0.043948,4.058544,[28 10] ; [51  6],[31.6  6.4] ; [47.4  9.6],0
p11,1,0.087005,2.928927,[28 11] ; [49  8],[31.28125  7.71875] ; [45.71875 11.28125],0
s5,1,0.105683,2.617623,[ 8 29] ; [21 35],[11.53763441 25.46236559] ; [17.46236559 38.53763441],0
p9,1,0.145676,2.116957,[29  9] ; [50  7],[31.6  6.4] ; [47.4  9.6],0
d4,1,0.14718,2.101241,[14 25] ; [29 28],[17.46875 21.53125] ; [25.53125 31.46875],0
s1,1,0.168344,1.897628,[ 4 34] ; [ 2 55],[ 2.4 35.6] ; [ 3.6 53.4],0
p12,1,0.169724,1.885383,[ 3 35] ; [10 46],[ 5.25531915 32.74468085] ; [ 7.74468085 48.25531915],0
n4,1,0.176491,1.826923,[23 15] ; [42 15],[26. 12.] ; [39. 18.],0
n3,1,0.182422,1.777778,[5 5] ; [5 1],[6.25 3.75] ; [3.75 2.25],0
b1,1,0.199528,1.645824,[14 25] ; [28 29],[17.0625 21.9375] ; [24.9375 32.0625],0
s6,1,0.203646,1.616034,[21 16] ; [39 17],[23.87096774 13.12903226] ; [36.12903226 19.87096774],0
r3,1,0.317781,0.998056,[33  6] ; [52  5],[34.53125  4.46875] ; [50.46875  6.53125],0
d2,1,0.338078,0.917705,[ 7 32] ; [15 42],[ 8.9375 30.0625] ; [13.0625 43.9375],0
s2,1,0.338444,0.916315,[17 22] ; [30 26],[19.29473684 19.70526316] ; [27.70526316 28.29473684],0
p5,1,0.40292,0.699595,[ 5 34] ; [11 46],[ 6.5 32.5] ; [ 9.5 47.5],0
n1,1,0.423711,0.64,[3 7] ; [3 3],[3.75 6.25] ; [2.25 3.75],0
r2,1,0.449351,0.572289,[32  6] ; [51  6],[33.2  4.8] ; [49.8  7.2],0
p2,1,0.503964,0.446578,[30  9] ; [47 10],[31.28125  7.71875] ; [45.71875 11.28125],0
v4,1,0.546302,0.363985,[34  4] ; [53  4],[34.8  3.2] ; [52.2  4.8],0
n2,1,0.550985,0.355556,[7 3] ; [5 1],[7.5 2.5] ; [4.5 1.5],0
s4,1,0.565741,0.329861,[ 7 31] ; [ 8 49],[ 6. 32.] ; [ 9. 48.],0
n6,1,0.603986,0.269026,[32  7] ; [49  8],[32.90625  6.09375] ; [48.09375  8.90625],0
p6,1,0.613632,0.254919,[16 22] ; [27 30],[17.2 20.8] ; [25.8 31.2],0
b5,1,0.679138,0.171098,[23 16] ; [36 21],[23.96875 15.03125] ; [35.03125 21.96875],0
p1,1,0.707749,0.140535,[ 7 32] ; [12 45],[ 7.71875 31.28125] ; [11.28125 45.71875],0
p7,1,0.71772,0.130687,[26 11] ; [42 15],[26.76595745 10.23404255] ; [41.23404255 15.76595745],0
b4,1,0.751899,0.099942,[22 17] ; [34 23],[22.75 16.25] ; [33.25 23.75],0
s8,1,0.78278,0.076009,[16 23] ; [25 32],[16.65625 22.34375] ; [24.34375 32.65625],0
a1,1,0.793887,0.06826,[ 1 38] ; [ 2 55],[ 1.21875 37.78125] ; [ 1.78125 55.21875],0
a8,1,0.796741,0.066341,[ 4 32] ; [ 5 48],[ 3.64044944 32.35955056] ; [ 5.35955056 47.64044944],0
u2,1,0.83066,0.045734,[14 13] ; [11  9],[14.36170213 12.63829787] ; [10.63829787  9.36170213],0
n5,1,0.847125,0.037167,[28 10] ; [43 14],[28.4  9.6] ; [42.6 14.4],0
s3,1,0.880853,0.022466,[20 16] ; [32 24],[20.34782609 15.65217391] ; [31.65217391 24.34782609],0
