Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.361611,[12 77] ; [41 33],[28.93865031 60.06134969] ; [24.06134969 49.93865031],1
s3,1,1e-06,23.668831,[20 70] ; [43 29],[35. 55.] ; [28. 44.],1
s5,1,3e-06,22.014019,[ 7 82] ; [28 45],[19.22839506 69.77160494] ; [15.77160494 57.22839506],1
s8,1,0.000201,13.817662,[ 4 86] ; [18 56],[12.07317073 77.92682927] ; [ 9.92682927 64.07317073],1
p3,1,0.000757,11.342807,[15 74] ; [30 44],[24.57055215 64.42944785] ; [20.42944785 53.57055215],1
a5,1,0.000827,11.179235,[36 54] ; [49 25],[46.64634146 43.35365854] ; [38.35365854 35.64634146],1
s4,1,0.002127,9.436404,[ 8 82] ; [20 54],[15.36585366 74.63414634] ; [12.63414634 61.36585366],0
a6,1,0.00429,8.156661,[46 44] ; [54 20],[54.87804878 35.12195122] ; [45.12195122 28.87804878],0
d3,1,0.004512,8.065366,[45 43] ; [54 20],[53.77777778 34.22222222] ; [45.22222222 28.77777778],0
r4,1,0.008265,6.975144,[59 31] ; [62 12],[66.40243902 23.59756098] ; [54.59756098 19.40243902],0
v2,1,0.012848,6.189908,[32 57] ; [39 31],[39.74213836 49.25786164] ; [31.25786164 38.74213836],0
r3,1,0.016193,5.781771,[76 14] ; [71  3],[80.67073171  9.32926829] ; [66.32926829  7.67073171],0
d4,1,0.018494,5.548749,[61 29] ; [62 12],[67.5 22.5] ; [55.5 18.5],0
p4,1,0.028429,4.80184,[25 64] ; [33 41],[31.66871166 57.33128834] ; [26.33128834 47.66871166],0
s1,1,0.034934,4.44839,[ 8 82] ; [ 1 73],[ 4.93902439 85.06097561] ; [ 4.06097561 69.93902439],0
d1,1,0.044207,4.048638,[31 59] ; [37 37],[37.31707317 52.68292683] ; [30.68292683 43.31707317],0
r1,1,0.04931,3.864763,[52 38] ; [53 20],[57.97546012 32.02453988] ; [47.02453988 25.97546012],0
r2,1,0.051677,3.78619,[73 17] ; [67  6],[77.3006135 12.6993865] ; [62.6993865 10.3006135],0
p8,1,0.053024,3.743177,[30 59] ; [36 38],[36.03680982 52.96319018] ; [29.96319018 44.03680982],0
p10,1,0.061576,3.494432,[48 40] ; [51 23],[53.77777778 34.22222222] ; [45.22222222 28.77777778],0
d5,1,0.065263,3.398326,[54 35] ; [55 19],[59.51533742 29.48466258] ; [49.48466258 24.51533742],0
v3,1,0.079837,3.068213,[14 72] ; [20 52],[18.50632911 67.49367089] ; [15.49367089 56.50632911],0
a4,1,0.102936,2.659459,[18 72] ; [23 51],[22.5 67.5] ; [18.5 55.5],0
p9,1,0.108891,2.570248,[57 32] ; [56 18],[61.6993865 27.3006135] ; [51.3006135 22.6993865],0
p12,1,0.111447,2.53358,[ 1 89] ; [ 4 70],[ 2.74390244 87.25609756] ; [ 2.25609756 71.74390244],0
a2,1,0.131887,2.270156,[ 5 85] ; [ 9 65],[ 7.68292683 82.31707317] ; [ 6.31707317 67.68292683],0
b1,1,0.14489,2.125246,[34 56] ; [20 54],[29.63414634 60.36585366] ; [24.36585366 49.63414634],0
p7,1,0.149573,2.076605,[37 51] ; [38 33],[41.50943396 46.49056604] ; [33.49056604 37.50943396],0
n2,1,0.153223,2.039869,[21 15] ; [19  6],[23.60655738 12.39344262] ; [16.39344262  8.60655738],0
n6,1,0.159788,1.97623,[52 38] ; [50 23],[56.3190184 33.6809816] ; [45.6809816 27.3190184],0
p6,1,0.167174,1.908106,[13 75] ; [17 56],[16.39751553 71.60248447] ; [13.60248447 59.39751553],0
a7,1,0.240006,1.380559,[56 33] ; [53 21],[59.51533742 29.48466258] ; [49.48466258 24.51533742],0
u1,1,0.329215,0.951982,[ 4 86] ; [ 6 68],[ 5.48780488 84.51219512] ; [ 4.51219512 69.48780488],0
p2,1,0.363158,0.826942,[60 29] ; [54 19],[62.62962963 26.37037037] ; [51.37037037 21.62962963],0
v1,1,0.38486,0.75512,[28 61] ; [27 44],[30.59375 58.40625] ; [24.40625 46.59375],0
b4,1,0.450993,0.568156,[47 43] ; [43 31],[49.3902439 40.6097561] ; [40.6097561 33.3902439],0
a1,1,0.513609,0.426707,[ 3 87] ; [ 4 70],[ 3.84146341 86.15853659] ; [ 3.15853659 70.84146341],0
v4,1,0.521942,0.410054,[79 10] ; [67  6],[80.20987654  8.79012346] ; [65.79012346  7.20987654],0
u2,1,0.538926,0.377534,[22 21] ; [15 19],[20.66233766 22.33766234] ; [16.33766234 17.66233766],0
p1,1,0.556268,0.346207,[ 4 85] ; [ 2 71],[ 3.2962963 85.7037037] ; [ 2.7037037 70.2962963],0
p11,1,0.595883,0.281249,[56 34] ; [49 25],[57.62195122 32.37804878] ; [47.37804878 26.62195122],0
n1,1,0.629722,0.232438,[ 7 30] ; [ 6 19],[ 7.75806452 29.24193548] ; [ 5.24193548 19.75806452],0
n3,1,0.637442,0.222103,[23 14] ; [17  8],[23.87096774 13.12903226] ; [16.12903226  8.87096774],0
b2,1,0.655388,0.199175,[11 37] ; [ 5 22],[10.24 37.76] ; [ 5.76 21.24],0
b3,1,0.655388,0.199175,[11 37] ; [ 5 22],[10.24 37.76] ; [ 5.76 21.24],0
d2,1,0.703604,0.14475,[28 62] ; [21 53],[26.8902439 63.1097561] ; [22.1097561 51.8902439],0
u3,1,0.722436,0.126171,[23 20] ; [19 14],[23.76315789 19.23684211] ; [18.23684211 14.76315789],0
a8,1,0.872262,0.025852,[ 3 84] ; [ 2 65],[ 2.82467532 84.17532468] ; [ 2.17532468 64.82467532],0
p5,1,0.878219,0.023479,[ 4 84] ; [ 3 71],[ 3.80246914 84.19753086] ; [ 3.19753086 70.80246914],0
b5,1,0.890473,0.018963,[55 35] ; [46 28],[55.42682927 34.57317073] ; [45.57317073 28.42682927],0
n5,1,0.894569,0.017563,[28 61] ; [24 50],[28.39263804 60.60736196] ; [23.60736196 50.39263804],0
a3,1,0.989203,0.000183,[47 42] ; [39 35],[46.95705521 42.04294479] ; [39.04294479 34.95705521],0
