Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,196.092826,[268  71] ; [ 99 274],[174.73735955 164.26264045] ; [192.26264045 180.73735955],1
s2,1,0.0,105.73769,[256  95] ; [135 250],[186.46875 164.53125] ; [204.53125 180.46875],1
s3,1,0.0,82.30503,[261  89] ; [158 224],[200.34153005 149.65846995] ; [218.65846995 163.34153005],1
s6,1,0.0,75.829541,[299  52] ; [210 168],[245.07407407 105.92592593] ; [263.92592593 114.07407407],1
s5,1,0.0,33.056683,[156 179] ; [ 97 278],[119.37323944 215.62676056] ; [133.62676056 241.37323944],1
d2,1,0.0,26.421303,[203 150] ; [149 237],[168.14073072 184.85926928] ; [183.85926928 202.14073072],1
p6,1,4e-06,21.353542,[167 182] ; [119 263],[136.54445964 212.45554036] ; [149.45554036 232.54445964],1
a3,1,6e-06,20.637253,[283  69] ; [252 133],[255.52238806  96.47761194] ; [279.47761194 105.52238806],1
d1,1,7e-06,20.310118,[242 111] ; [203 185],[211.99055331 141.00944669] ; [233.00944669 154.99055331],1
a5,1,2.4e-05,17.848115,[288  65] ; [264 124],[262.96356275  90.03643725] ; [289.03643725  98.96356275],1
p3,1,3.3e-05,17.218227,[213 140] ; [174 212],[184.85926928 168.14073072] ; [202.14073072 183.85926928],1
v1,1,0.000104,15.068326,[218 122] ; [188 190],[192.25626741 147.74373259] ; [213.74373259 164.25626741],1
u1,1,0.00011,14.955504,[ 83 270] ; [ 49 339],[ 62.88259109 290.11740891] ; [ 69.11740891 318.88259109],1
v3,1,0.000134,14.58129,[160 177] ; [125 249],[135.08438819 201.91561181] ; [149.91561181 224.08438819],1
p4,1,0.000311,13.000782,[242 110] ; [215 170],[218.26865672 133.73134328] ; [238.73134328 146.26865672],1
u4,1,0.000389,12.584679,[ 16 337] ; [  2 386],[  8.57489879 344.42510121] ; [  9.42510121 378.57489879],1
r1,1,0.000585,11.824227,[301  50] ; [293  94],[282.51219512  68.48780488] ; [311.48780488  75.51219512],1
n4,1,0.00088,11.06358,[291  60] ; [282 106],[272.1556157  78.8443843] ; [300.8443843  87.1556157],1
b2,1,0.001026,10.779615,[110 131] ; [ 60 138],[ 93.32574032 147.67425968] ; [ 76.67425968 121.32574032],0
b3,1,0.001026,10.779615,[110 131] ; [ 60 138],[ 93.32574032 147.67425968] ; [ 76.67425968 121.32574032],0
p7,1,0.001677,9.873504,[245  97] ; [230 150],[225. 117.] ; [250. 130.],0
p5,1,0.003957,8.303403,[ 57 291] ; [ 36 351],[ 44.03265306 303.96734694] ; [ 48.96734694 338.03265306],0
p12,1,0.004614,8.024986,[ 43 309] ; [ 24 362],[ 31.95663957 320.04336043] ; [ 35.04336043 350.95663957],0
d5,1,0.005087,7.848233,[301  51] ; [299  87],[286.17886179  65.82113821] ; [313.82113821  72.17886179],0
a8,1,0.006229,7.482713,[ 57 265] ; [ 37 318],[ 44.70901034 277.29098966] ; [ 49.29098966 305.70901034],0
r4,1,0.009829,6.665596,[336  17] ; [350  38],[326.79892038  26.20107962] ; [359.20107962  28.79892038],0
d4,1,0.013749,6.070029,[305  47] ; [309  78],[292.46008119  59.53991881] ; [321.53991881  65.46008119],0
a2,1,0.014514,5.974537,[100 253] ; [ 80 308],[ 85.74898785 267.25101215] ; [ 94.25101215 293.74898785],0
n5,1,0.021062,5.321657,[284  67] ; [284 101],[270.88043478  80.11956522] ; [297.11956522  87.88043478],0
p8,1,0.024101,5.087344,[207 141] ; [196 187],[191.85225718 156.14774282] ; [211.14774282 171.85225718],0
u3,1,0.028666,4.787549,[48 22] ; [70 63],[40.68965517 29.31034483] ; [77.31034483 55.68965517],0
p1,1,0.047669,3.921632,[ 38 313] ; [ 26 361],[ 30.43902439 320.56097561] ; [ 33.56097561 353.43902439],0
n1,1,0.049748,3.84994,[34 42] ; [27 63],[27.92771084 48.07228916] ; [33.07228916 56.92771084],0
r2,1,0.051157,3.803118,[339   9] ; [365  21],[333.77656676  14.22343324] ; [370.22343324  15.77656676],0
n6,1,0.055912,3.654663,[311  40] ; [324  63],[302.01219512  48.98780488] ; [332.98780488  54.01219512],0
v2,1,0.059545,3.550005,[206 132] ; [199 170],[193.62093352 144.37906648] ; [211.37906648 157.62093352],0
a4,1,0.068589,3.316461,[175 178] ; [166 221],[162.66621622 190.33378378] ; [178.33378378 208.66621622],0
b1,1,0.086758,2.933517,[134 219] ; [124 264],[122.90688259 230.09311741] ; [135.09311741 252.90688259],0
s4,1,0.114244,2.494506,[ 70 282] ; [ 59 323],[ 61.86376022 290.13623978] ; [ 67.13623978 314.86376022],0
n3,1,0.173572,1.851823,[52 24] ; [70 20],[55.85542169 20.14457831] ; [66.14457831 23.85542169],0
u2,1,0.220508,1.501063,[44 25] ; [74 61],[39.91176471 29.08823529] ; [78.08823529 56.91176471],0
p10,1,0.263733,1.249053,[323  28] ; [346  40],[318.614654  32.385346] ; [350.385346  35.614654],0
a7,1,0.302295,1.064041,[251 101] ; [289  98],[257.21244926  94.78755074] ; [282.78755074 104.21244926],0
a6,1,0.307521,1.041295,[237 115] ; [274 113],[243.39918809 108.60081191] ; [267.60081191 119.39918809],0
s1,1,0.374586,0.788395,[ 12 336] ; [  9 374],[  9.99726402 338.00273598] ; [ 11.00273598 371.99726402],0
n2,1,0.397922,0.714596,[55 21] ; [71 20],[57.34131737 18.65868263] ; [68.65868263 22.34131737],0
a1,1,0.52674,0.400678,[ 19 334] ; [ 17 371],[ 17.14979757 335.85020243] ; [ 18.85020243 369.14979757],0
b5,1,0.570545,0.321772,[213 140] ; [242 146],[216.75438596 136.24561404] ; [238.24561404 149.75438596],0
d3,1,0.596956,0.279611,[252 101] ; [268 117],[248.72628726 104.27371274] ; [271.27371274 113.72628726],0
b4,1,0.606539,0.265246,[199 154] ; [226 162],[202.46288799 150.53711201] ; [222.53711201 165.46288799],0
r3,1,0.624725,0.239282,[340  13] ; [370  17],[338.68918919  14.31081081] ; [371.31081081  15.68918919],0
p2,1,0.705673,0.142638,[302  50] ; [334  51],[303.76119403  48.23880597] ; [332.23880597  52.76119403],0
p11,1,0.996438,2e-05,[292  61] ; [321  67],[292.02294197  60.97705803] ; [320.97705803  67.02294197],0
