Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000497,12.125825,[26  6] ; [ 9 16],[19.64912281 12.35087719] ; [15.35087719  9.64912281],1
n6,1,0.019915,5.419355,[22  9] ; [10 15],[17.71428571 13.28571429] ; [14.28571429 10.71428571],0
v2,1,0.048045,3.908411,[14 17] ; [ 5 20],[10.51785714 20.48214286] ; [ 8.48214286 16.51785714],0
d3,1,0.060381,3.526875,[10 22] ; [14 11],[13.47368421 18.52631579] ; [10.52631579 14.47368421],0
n1,1,0.079741,3.070175,[6 6] ; [ 3 13],[3.85714286 8.14285714] ; [ 5.14285714 10.85714286],0
b4,1,0.102542,2.665552,[21 11] ; [11 14],[17.96491228 14.03508772] ; [14.03508772 10.96491228],0
s6,1,0.121054,2.403628,[14 18] ; [ 6 19],[11.22807018 20.77192982] ; [ 8.77192982 16.22807018],0
b1,1,0.146355,2.109833,[17 15] ; [18  7],[19.64912281 12.35087719] ; [15.35087719  9.64912281],0
n2,1,0.180101,1.796791,[9 3] ; [8 8],[7.28571429 4.71428571] ; [9.71428571 6.28571429],0
p9,1,0.180311,1.795055,[18 12] ; [10 14],[15.55555556 14.44444444] ; [12.44444444 11.55555556],0
s4,1,0.217165,1.523004,[ 8 24] ; [ 3 22],[ 6.1754386 25.8245614] ; [ 4.8245614 20.1754386],0
v4,1,0.248664,1.330792,[13 19] ; [14 11],[15.15789474 16.84210526] ; [11.84210526 13.15789474],0
p11,1,0.248664,1.330792,[19 13] ; [11 14],[16.84210526 15.15789474] ; [13.15789474 11.84210526],0
d1,1,0.248833,1.329842,[ 6 26] ; [ 8 17],[ 7.85964912 24.14035088] ; [ 6.14035088 18.85964912],0
a1,1,0.260301,1.267154,[ 4 28] ; [ 1 24],[ 2.80701754 29.19298246] ; [ 2.19298246 22.80701754],0
s2,1,0.30313,1.060372,[10 21] ; [ 5 20],[ 8.30357143 22.69642857] ; [ 6.69642857 18.30357143],0
d4,1,0.321659,0.982191,[19 13] ; [18  7],[20.77192982 11.22807018] ; [16.22807018  8.77192982],0
v1,1,0.345308,0.890625,[ 9 23] ; [10 15],[10.66666667 21.33333333] ; [ 8.33333333 16.66666667],0
d5,1,0.358621,0.842716,[18 14] ; [11 14],[16.28070175 15.71929825] ; [12.71929825 12.28070175],0
n3,1,0.377822,0.777778,[8 4] ; [8 8],[6.85714286 5.14285714] ; [9.14285714 6.85714286],0
p3,1,0.383702,0.758808,[10 22] ; [ 5 19],[ 8.57142857 23.42857143] ; [ 6.42857143 17.57142857],0
a7,1,0.392224,0.732036,[13 19] ; [13 12],[14.59649123 17.40350877] ; [11.40350877 13.59649123],0
s8,1,0.408213,0.684,[ 8 24] ; [ 4 21],[ 6.73684211 25.26315789] ; [ 5.26315789 19.73684211],0
a3,1,0.419997,0.650323,[14 17] ; [14 11],[15.5 15.5] ; [12.5 12.5],0
p12,1,0.43052,0.621421,[ 3 29] ; [ 1 24],[ 2.24561404 29.75438596] ; [ 1.75438596 23.24561404],0
a2,1,0.446365,0.579865,[ 2 30] ; [ 3 22],[ 2.80701754 29.19298246] ; [ 2.19298246 22.80701754],0
s3,1,0.447942,0.575855,[10 20] ; [ 6 19],[ 8.72727273 21.27272727] ; [ 7.27272727 17.72727273],0
p10,1,0.458318,0.55,[15 15] ; [10 15],[13.63636364 16.36363636] ; [11.36363636 13.63636364],0
r3,1,0.484936,0.487742,[19 12] ; [13 12],[17.71428571 13.28571429] ; [14.28571429 10.71428571],0
a5,1,0.494093,0.4676,[17 15] ; [11 14],[15.71929825 16.28070175] ; [12.28070175 12.71929825],0
r1,1,0.545537,0.365373,[10 22] ; [ 6 19],[ 8.98245614 23.01754386] ; [ 7.01754386 17.98245614],0
s7,1,0.559128,0.341217,[ 9 21] ; [ 5 17],[ 8.07692308 21.92307692] ; [ 5.92307692 16.07692308],0
a4,1,0.559477,0.34061,[ 8 24] ; [ 8 17],[ 8.98245614 23.01754386] ; [ 7.01754386 17.98245614],0
a6,1,0.577664,0.310027,[13 19] ; [12 13],[14.03508772 17.96491228] ; [10.96491228 14.03508772],0
p2,1,0.619644,0.246368,[20 12] ; [14 11],[19.0877193 12.9122807] ; [14.9122807 10.0877193],0
p6,1,0.694609,0.154141,[ 4 27] ; [ 4 20],[ 4.50909091 26.49090909] ; [ 3.49090909 20.50909091],0
u1,1,0.705808,0.1425,[ 2 30] ; [ 1 24],[ 1.68421053 30.31578947] ; [ 1.31578947 23.68421053],0
