Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,70.75828,[130  32] ; [22 64],[99.29032258 62.70967742] ; [52.70967742 33.29032258],1
s6,1,7.3e-05,15.736257,[107  53] ; [34 50],[92.45901639 67.54098361] ; [48.54098361 35.45901639],1
p4,1,0.000145,14.430641,[86 76] ; [24 62],[71.85483871 90.14516129] ; [38.14516129 47.85483871],1
p10,1,0.000253,13.39318,[125  36] ; [45 37],[112.63374486  48.36625514] ; [57.36625514 24.63374486],1
n6,1,0.000406,12.502227,[135  26] ; [55 31],[123.84615385  37.15384615] ; [66.15384615 19.84615385],1
p3,1,0.00101,10.808327,[72 90] ; [20 66],[ 60.09677419 101.90322581] ; [31.90322581 54.09677419],0
p5,1,0.001846,9.696307,[ 21 139] ; [ 1 84],[ 14.36734694 145.63265306] ; [ 7.63265306 77.36734694],0
v1,1,0.002436,9.18782,[81 78] ; [25 57],[69.93360996 89.06639004] ; [36.06639004 45.93360996],0
p6,1,0.006227,7.483272,[60 99] ; [17 66],[ 50.59090909 108.40909091] ; [26.40909091 56.59090909],0
s2,1,0.006526,7.39898,[81 79] ; [28 58],[70.89430894 89.10569106] ; [38.10569106 47.89430894],0
s7,1,0.008819,6.859023,[65 88] ; [21 62],[55.75423729 97.24576271] ; [30.24576271 52.75423729],0
s3,1,0.008947,6.833388,[97 62] ; [37 48],[87.31967213 71.68032787] ; [46.68032787 38.31967213],0
p7,1,0.010897,6.482111,[99 57] ; [39 45],[89.7 66.3] ; [48.3 35.7],0
v3,1,0.014896,5.928725,[60 97] ; [18 62],[ 51.67088608 105.32911392] ; [26.32911392 53.67088608],0
p2,1,0.021667,5.272321,[130  32] ; [57 28],[122.64777328  39.35222672] ; [64.35222672 20.64777328],0
p9,1,0.035936,4.400135,[127  33] ; [55 27],[120.33057851  39.66942149] ; [61.66942149 20.33057851],0
s8,1,0.042837,4.101829,[ 58 104] ; [20 66],[ 50.9516129 111.0483871] ; [27.0483871 58.9516129],0
p8,1,0.066427,3.369168,[76 84] ; [30 55],[69.2244898 90.7755102] ; [36.7755102 48.2244898],0
p12,1,0.070529,3.270659,[ 10 152] ; [ 1 84],[  7.2145749 154.7854251] ; [ 3.7854251 81.2145749],0
r1,1,0.093219,2.81789,[116  45] ; [53 33],[110.15789474  50.84210526] ; [58.84210526 27.15789474],0
b1,1,0.124007,2.365962,[63 99] ; [25 61],[ 57.48387097 104.51612903] ; [30.51612903 55.48387097],0
a6,1,0.125704,2.344773,[90 72] ; [39 47],[84.26612903 77.73387097] ; [44.73387097 41.26612903],0
u1,1,0.130239,2.289651,[  8 154] ; [ 1 85],[  5.87903226 156.12096774] ; [ 3.12096774 82.87903226],0
u2,1,0.140889,2.16822,[44 43] ; [30 17],[48.04477612 38.95522388] ; [25.95522388 21.04477612],0
d3,1,0.178775,1.807776,[86 75] ; [53 32],[90.97154472 70.02845528] ; [48.02845528 36.97154472],0
d4,1,0.186033,1.748758,[104  56] ; [63 23],[108.61788618  51.38211382] ; [58.38211382 27.61788618],0
a8,1,0.20904,1.578063,[ 19 131] ; [ 6 76],[ 16.1637931 133.8362069] ; [ 8.8362069 73.1637931],0
r4,1,0.235283,1.408637,[141  21] ; [70 16],[137.83064516  24.16935484] ; [73.16935484 12.83064516],0
p11,1,0.235933,1.404731,[119  43] ; [57 29],[114.96774194  47.03225806] ; [61.03225806 24.96774194],0
u3,1,0.251005,1.317703,[46 42] ; [30 18],[49.17647059 38.82352941] ; [26.82352941 21.17647059],0
n3,1,0.272583,1.203704,[25 14] ; [20  6],[27. 12.] ; [18.  8.],0
b5,1,0.27694,1.182047,[94 68] ; [56 30],[97.98387097 64.01612903] ; [52.01612903 33.98387097],0
a7,1,0.282479,1.155125,[104  56] ; [61 24],[107.75510204  52.24489796] ; [57.24489796 27.75510204],0
p1,1,0.300222,1.073209,[ 18 143] ; [ 6 79],[ 15.70731707 145.29268293] ; [ 8.29268293 76.70731707],0
n1,1,0.355068,0.855263,[18 21] ; [ 9 17],[16.2 22.8] ; [10.8 15.2],0
n2,1,0.376176,0.783163,[29 10] ; [16  9],[27.421875 11.578125] ; [17.578125  7.421875],0
a4,1,0.421098,0.647248,[ 33 128] ; [14 72],[ 30.63562753 130.36437247] ; [16.36437247 69.63562753],0
d2,1,0.424805,0.636983,[ 34 127] ; [22 64],[ 36.50202429 124.49797571] ; [19.49797571 66.50202429],0
b3,1,0.483228,0.491568,[27 64] ; [10 32],[25.31578947 65.68421053] ; [11.68421053 30.31578947],0
b2,1,0.483228,0.491568,[27 64] ; [10 32],[25.31578947 65.68421053] ; [11.68421053 30.31578947],0
r3,1,0.505462,0.443449,[148  11] ; [78  8],[146.66938776  12.33061224] ; [79.33061224  6.66938776],0
s1,1,0.633032,0.227972,[  7 151] ; [ 5 81],[  7.7704918 150.2295082] ; [ 4.2295082 81.7704918],0
a1,1,0.644609,0.212765,[  4 158] ; [ 3 83],[  4.57258065 157.42741935] ; [ 2.42741935 83.57258065],0
u4,1,0.64757,0.208978,[  1 161] ; [ 1 85],[  1.30645161 160.69354839] ; [ 0.69354839 85.30645161],0
d1,1,0.657259,0.19687,[ 52 110] ; [30 56],[ 53.56451613 108.43548387] ; [28.43548387 57.56451613],0
s4,1,0.660922,0.192405,[ 28 132] ; [17 69],[ 29.26829268 130.73170732] ; [15.73170732 70.26829268],0
a3,1,0.683865,0.165807,[74 86] ; [37 48],[72.48979592 87.51020408] ; [38.51020408 46.48979592],0
d5,1,0.692875,0.15599,[107  55] ; [54 31],[105.5951417  56.4048583] ; [55.4048583 29.5951417],0
v2,1,0.757642,0.095221,[67 85] ; [34 47],[65.88841202 86.11158798] ; [35.11158798 45.88841202],0
v4,1,0.827084,0.047718,[149  12] ; [78  7],[148.56504065  12.43495935] ; [78.43495935  6.56504065],0
b4,1,0.853821,0.033947,[96 66] ; [52 34],[96.67741935 65.32258065] ; [51.32258065 34.67741935],0
s5,1,0.877503,0.023758,[ 38 118] ; [19 62],[ 37.51898734 118.48101266] ; [19.48101266 61.51898734],0
