Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,63.51635,[106 191] ; [104  31],[144.375 152.625] ; [65.625 69.375],1
v1,1,0.000288,13.15009,[117 185] ; [78 58],[134.45205479 167.54794521] ; [60.54794521 75.45205479],1
s7,1,0.00068,11.542861,[ 55 239] ; [44 86],[ 68.64622642 225.35377358] ; [30.35377358 99.64622642],1
s8,1,0.002128,9.436073,[ 54 252] ; [42 95],[ 66.31151242 239.68848758] ; [ 29.68848758 107.31151242],0
d3,1,0.007068,7.255548,[181 125] ; [100  38],[193.66216216 112.33783784] ; [87.33783784 50.66216216],0
r4,1,0.008104,7.010241,[236  71] ; [121  17],[246.28988764  60.71011236] ; [110.71011236  27.28988764],0
d1,1,0.009184,6.786714,[137 170] ; [80 58],[149.70561798 157.29438202] ; [67.29438202 70.70561798],0
r2,1,0.009543,6.718248,[261  41] ; [128   7],[268.82837529  33.17162471] ; [120.17162471  14.82837529],0
n4,1,0.015867,5.817535,[205 102] ; [107  30],[215.72972973  91.27027027] ; [96.27027027 40.72972973],0
v4,1,0.017024,5.693898,[263  41] ; [130   8],[270.29864253  33.70135747] ; [122.70135747  15.29864253],0
p3,1,0.022623,5.197234,[108 198] ; [64 73],[118.80812641 187.19187359] ; [53.19187359 83.80812641],0
p6,1,0.028088,4.822657,[ 69 233] ; [44 90],[ 78.2706422 223.7293578] ; [34.7293578 99.2706422],0
p10,1,0.028656,4.78815,[197 106] ; [102  33],[206.84246575  96.15753425] ; [92.15753425 42.84246575],0
n6,1,0.029798,4.720925,[227  80] ; [115  23],[235.94157303  71.05842697] ; [106.05842697  31.94157303],0
p7,1,0.031714,4.613895,[155 148] ; [84 51],[165.33561644 137.66438356] ; [73.66438356 61.33561644],0
a3,1,0.037794,4.314254,[184 120] ; [97 40],[193.70521542 110.29478458] ; [87.29478458 49.70521542],0
p9,1,0.042352,4.121062,[211  90] ; [108  28],[219.72311213  81.27688787] ; [99.27688787 36.72311213],0
n5,1,0.047554,3.925661,[195 109] ; [101  36],[204.04535147  99.95464853] ; [91.95464853 45.04535147],0
p11,1,0.057852,3.59793,[216  91] ; [109  29],[224.21348315  82.78651685] ; [100.78651685  37.21348315],0
