Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.033149,4.538056,[23  7] ; [1 3],[21.17647059  8.82352941] ; [2.82352941 1.17647059],0
d4,1,0.063925,3.432518,[27  4] ; [2 2],[25.68571429  5.31428571] ; [3.31428571 0.68571429],0
p2,1,0.07077,3.265079,[26  4] ; [2 2],[24.70588235  5.29411765] ; [3.29411765 0.70588235],0
a7,1,0.095911,2.772248,[21 10] ; [1 3],[19.48571429 11.51428571] ; [2.51428571 1.48571429],0
n4,1,0.110972,2.540323,[26  5] ; [2 2],[24.8  6.2] ; [3.2 0.8],0
v3,1,0.143391,2.14119,[11 19] ; [3 1],[12.35294118 17.64705882] ; [1.64705882 2.35294118],0
p9,1,0.212346,1.55536,[29  2] ; [3 1],[28.34285714  2.65714286] ; [3.65714286 0.34285714],0
p6,1,0.233304,1.420602,[17 13] ; [1 3],[15.88235294 14.11764706] ; [2.11764706 1.88235294],0
r1,1,0.237663,1.394403,[24  7] ; [2 2],[23.02857143  7.97142857] ; [2.97142857 1.02857143],0
s3,1,0.261125,1.262782,[17 14] ; [1 3],[15.94285714 15.05714286] ; [2.05714286 1.94285714],0
a3,1,0.313439,1.016129,[23  8] ; [2 2],[22.14285714  8.85714286] ; [2.85714286 1.14285714],0
d5,1,0.313439,1.016129,[23  8] ; [2 2],[22.14285714  8.85714286] ; [2.85714286 1.14285714],0
b4,1,0.316222,1.004507,[16 15] ; [1 3],[15.05714286 15.94285714] ; [1.94285714 2.05714286],0
a8,1,0.356957,0.848571,[ 4 26] ; [1 2],[ 4.54545455 25.45454545] ; [0.45454545 2.54545455],0
p3,1,0.395243,0.722752,[22  9] ; [2 2],[21.25714286  9.74285714] ; [2.74285714 1.25714286],0
p8,1,0.395243,0.722752,[22  9] ; [2 2],[21.25714286  9.74285714] ; [2.74285714 1.25714286],0
a5,1,0.481717,0.494974,[21 10] ; [2 2],[20.37142857 10.62857143] ; [2.62857143 1.37142857],0
a6,1,0.515252,0.423387,[18 13] ; [3 1],[18.6 12.4] ; [2.4 1.6],0
p10,1,0.515252,0.423387,[27  4] ; [3 1],[26.57142857  4.42857143] ; [3.42857143 0.57142857],0
r3,1,0.515252,0.423387,[27  4] ; [3 1],[26.57142857  4.42857143] ; [3.42857143 0.57142857],0
d3,1,0.571751,0.319761,[20 11] ; [2 2],[19.48571429 11.51428571] ; [2.51428571 1.48571429],0
b2,1,0.58438,0.299206,[13 13] ; [1 2],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
b3,1,0.58438,0.299206,[13 13] ; [1 2],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
a4,1,0.593301,0.285219,[12 19] ; [1 3],[11.51428571 19.48571429] ; [1.48571429 2.51428571],0
a2,1,0.657738,0.196283,[ 5 26] ; [1 3],[ 5.31428571 25.68571429] ; [0.68571429 3.31428571],0
p4,1,0.657738,0.196283,[26  5] ; [3 1],[25.68571429  5.31428571] ; [3.31428571 0.68571429],0
b5,1,0.664442,0.188172,[19 12] ; [2 2],[18.6 12.4] ; [2.4 1.6],0
s2,1,0.677607,0.172832,[11 20] ; [1 3],[10.62857143 20.37142857] ; [1.37142857 2.62857143],0
v1,1,0.743645,0.106948,[17 12] ; [2 2],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
u2,1,0.746886,0.104167,[3 5] ; [1 1],[3.2 4.8] ; [0.8 1.2],0
r4,1,0.790517,0.070565,[25  6] ; [3 1],[24.8  6.2] ; [3.2 0.8],0
u1,1,0.790517,0.070565,[ 6 25] ; [1 3],[ 6.2 24.8] ; [0.8 3.2],0
v2,1,0.800854,0.063626,[13 17] ; [2 2],[13.23529412 16.76470588] ; [1.76470588 2.23529412],0
d1,1,0.854935,0.033425,[17 14] ; [2 2],[16.82857143 14.17142857] ; [2.17142857 1.82857143],0
s6,1,0.866579,0.028226,[22  9] ; [3 1],[22.14285714  8.85714286] ; [2.85714286 1.14285714],0
p11,1,0.913641,0.011761,[24  7] ; [3 1],[23.91428571  7.08571429] ; [3.08571429 0.91428571],0
p12,1,0.941157,0.005449,[ 7 23] ; [1 3],[ 7.05882353 22.94117647] ; [0.94117647 3.05882353],0
p7,1,0.94342,0.005037,[22  8] ; [3 1],[22.05882353  7.94117647] ; [2.94117647 1.05882353],0
d2,1,0.951564,0.00369,[15 16] ; [2 2],[15.05714286 15.94285714] ; [1.94285714 2.05714286],0
n2,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
u3,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
