Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.757022,[18 71] ; [21  7],[29.66666667 59.33333333] ; [ 9.33333333 18.66666667],1
p4,1,8.5e-05,15.447203,[28 62] ; [21  8],[37.05882353 52.94117647] ; [11.94117647 17.05882353],1
p10,1,0.000222,13.635531,[46 44] ; [26  3],[54.45378151 35.54621849] ; [17.54621849 11.45378151],1
p9,1,0.000992,10.843237,[55 36] ; [27  2],[62.18333333 28.81666667] ; [19.81666667  9.18333333],1
s6,1,0.002376,9.233804,[36 54] ; [21  8],[43.1092437 46.8907563] ; [13.8907563 15.1092437],0
s2,1,0.002537,9.114071,[28 63] ; [18 11],[34.88333333 56.11666667] ; [11.11666667 17.88333333],0
p11,1,0.010801,6.497848,[52 40] ; [24  5],[57.78512397 34.21487603] ; [18.21487603 10.78512397],0
p3,1,0.021535,5.282963,[21 71] ; [13 16],[25.85123967 66.14876033] ; [ 8.14876033 20.85123967],0
p8,1,0.0357,4.41139,[30 60] ; [16 13],[34.78991597 55.21008403] ; [11.21008403 17.78991597],0
a5,1,0.039387,4.244114,[34 58] ; [17 12],[38.7768595 53.2231405] ; [12.2231405 16.7768595],0
v4,1,0.045087,4.015395,[70 22] ; [27  2],[73.75206612 18.24793388] ; [23.24793388  5.75206612],0
r3,1,0.045866,3.986508,[65 26] ; [26  3],[69.00833333 21.99166667] ; [21.99166667  7.00833333],0
p7,1,0.046093,3.978181,[38 51] ; [18 10],[42.5982906 46.4017094] ; [13.4017094 14.5982906],0
d1,1,0.053891,3.716076,[ 2 90] ; [ 3 26],[ 3.80165289 88.19834711] ; [ 1.19834711 27.80165289],0
p12,1,0.055883,3.655535,[ 2 89] ; [ 3 26],[ 3.79166667 87.20833333] ; [ 1.20833333 27.79166667],0
p2,1,0.068915,3.308669,[56 36] ; [23  6],[60.0661157 31.9338843] ; [18.9338843 10.0661157],0
r4,1,0.068915,3.308669,[56 36] ; [23  6],[60.0661157 31.9338843] ; [18.9338843 10.0661157],0
n6,1,0.097191,2.751042,[57 34] ; [23  6],[60.66666667 30.33333333] ; [19.33333333  9.66666667],0
s3,1,0.109142,2.566607,[40 49] ; [18 11],[43.74576271 45.25423729] ; [14.25423729 14.74576271],0
a3,1,0.109523,2.561095,[37 52] ; [17 12],[40.72881356 48.27118644] ; [13.27118644 15.72881356],0
p6,1,0.117009,2.456909,[18 71] ; [10 19],[21.11864407 67.88135593] ; [ 6.88135593 22.11864407],0
r1,1,0.118292,2.439788,[45 47] ; [19 10],[48.66115702 43.33884298] ; [15.33884298 13.66115702],0
a2,1,0.134705,2.237426,[ 5 87] ; [ 4 25],[ 6.84297521 85.15702479] ; [ 2.15702479 26.84297521],0
u2,1,0.174712,1.842039,[20 34] ; [7 5],[22.09090909 31.90909091] ; [4.90909091 7.09090909],0
a8,1,0.183043,1.772741,[ 8 79] ; [ 5 22],[ 9.92105263 77.07894737] ; [ 3.07894737 23.92105263],0
d3,1,0.189361,1.722582,[29 63] ; [13 16],[31.9338843 60.0661157] ; [10.0661157 18.9338843],0
s1,1,0.220386,1.501858,[10 81] ; [ 1 28],[ 8.34166667 82.65833333] ; [ 2.65833333 26.34166667],0
a4,1,0.227365,1.457269,[22 68] ; [ 4 25],[19.66386555 70.33613445] ; [ 6.33613445 22.66386555],0
b3,1,0.278378,1.174993,[20 37] ; [8 8],[21.8630137 35.1369863] ; [6.1369863 9.8630137],0
b2,1,0.278378,1.174993,[20 37] ; [8 8],[21.8630137 35.1369863] ; [6.1369863 9.8630137],0
v3,1,0.294175,1.100417,[17 74] ; [ 3 26],[15.16666667 75.83333333] ; [ 4.83333333 24.16666667],0
s5,1,0.354154,0.858519,[18 71] ; [ 8 20],[19.77777778 69.22222222] ; [ 6.22222222 21.77777778],0
p1,1,0.363918,0.824328,[10 82] ; [ 5 24],[11.40495868 80.59504132] ; [ 3.59504132 25.40495868],0
a7,1,0.428217,0.627655,[43 49] ; [16 13],[44.85950413 47.14049587] ; [14.14049587 14.85950413],0
n2,1,0.486335,0.484625,[24 10] ; [4 3],[23.2195122 10.7804878] ; [4.7804878 2.2195122],0
n1,1,0.631342,0.230246,[11 22] ; [3 4],[11.55 21.45] ; [2.45 4.55],0
n5,1,0.699933,0.148541,[56 35] ; [19 10],[56.875 34.125] ; [18.125 10.875],0
