Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,34.853386,[183  56] ; [44 57],[159.56764706  79.43235294] ; [67.43235294 33.56764706],1
d2,1,0.0,31.181135,[132 106] ; [23 79],[108.5 129.5] ; [46.5 55.5],1
d1,1,0.0,30.378441,[157  82] ; [34 68],[133.86803519 105.13196481] ; [57.13196481 44.86803519],1
a4,1,0.0,30.095851,[118 119] ; [18 83],[ 95.36094675 141.63905325] ; [40.63905325 60.36094675],1
u1,1,1e-06,23.937943,[ 57 182] ; [  2 100],[ 41.35190616 197.64809384] ; [17.64809384 84.35190616],1
a6,1,1.1e-05,19.39395,[183  55] ; [54 48],[165.9  72.1] ; [71.1 30.9],1
d5,1,6.6e-05,15.921424,[207  31] ; [70 32],[193.9  44.1] ; [83.1 18.9],1
r1,1,0.003446,8.555087,[203  36] ; [72 29],[193.30882353  45.69117647] ; [81.69117647 19.30882353],0
p9,1,0.00364,8.454991,[207  31] ; [74 26],[197.86390533  40.13609467] ; [83.13609467 16.86390533],0
s7,1,0.004856,7.932216,[132 101] ; [38 58],[120.39513678 112.60486322] ; [49.60486322 46.39513678],0
d4,1,0.005909,7.577759,[201  37] ; [73 29],[191.8  46.2] ; [82.2 19.8],0
n4,1,0.006306,7.46073,[196  43] ; [70 32],[186.4340176  52.5659824] ; [79.5659824 22.4340176],0
p4,1,0.00653,7.397828,[157  82] ; [51 51],[145.7829912  93.2170088] ; [62.2170088 39.7829912],0
p10,1,0.027471,4.860959,[195  41] ; [72 28],[187.53571429  48.46428571] ; [79.46428571 20.53571429],0
p11,1,0.038854,4.267225,[195  44] ; [73 29],[187.83577713  51.16422287] ; [80.16422287 21.83577713],0
p2,1,0.041158,4.169492,[202  34] ; [78 24],[195.50295858  40.49704142] ; [84.49704142 17.50295858],0
d3,1,0.044094,4.052977,[171  67] ; [62 40],[163.1  74.9] ; [69.9 32.1],0
p3,1,0.04915,3.870231,[121 117] ; [40 62],[112.7 125.3] ; [48.3 53.7],0
b2,1,0.057788,3.599753,[54 97] ; [12 43],[ 48.37864078 102.62135922] ; [17.62135922 37.37864078],0
b3,1,0.057788,3.599753,[54 97] ; [12 43],[ 48.37864078 102.62135922] ; [17.62135922 37.37864078],0
s3,1,0.079503,3.075037,[147  90] ; [72 28],[154.0148368  82.9851632] ; [64.9851632 35.0148368],0
p8,1,0.088844,2.895189,[121 113] ; [42 59],[113.85671642 120.14328358] ; [49.14328358 51.85671642],0
r2,1,0.142941,2.146013,[223  13] ; [91 10],[219.89317507  16.10682493] ; [94.10682493  6.89317507],0
a1,1,0.151506,2.057023,[ 13 226] ; [  2 100],[ 10.51319648 228.48680352] ; [ 4.48680352 97.51319648],0
s8,1,0.155566,2.016807,[125 113] ; [45 57],[119. 119.] ; [51. 51.],0
v4,1,0.159689,1.977171,[229  10] ; [93  8],[226.34705882  12.65294118] ; [95.65294118  5.34705882],0
r4,1,0.16883,1.893302,[218  21] ; [88 14],[214.46920821  24.53079179] ; [91.53079179 10.46920821],0
r3,1,0.185725,1.751206,[232   7] ; [95  6],[229.86176471   9.13823529] ; [97.13823529  3.86176471],0
n2,1,0.197229,1.662775,[40 14] ; [13  9],[37.65789474 16.34210526] ; [15.34210526  6.65789474],0
n1,1,0.269648,1.218535,[22 32] ; [ 6 16],[19.89473684 34.10526316] ; [ 8.10526316 13.89473684],0
p5,1,0.270941,1.211979,[ 15 220] ; [10 92],[ 17.43323442 217.56676558] ; [ 7.56676558 94.43323442],0
v1,1,0.273759,1.197813,[129 101] ; [48 49],[124.49541284 105.50458716] ; [52.50458716 44.49541284],0
n6,1,0.329751,0.949876,[202  37] ; [81 20],[198.93235294  40.06764706] ; [84.06764706 16.93235294],0
s4,1,0.35297,0.862751,[ 35 202] ; [19 82],[ 37.86390533 199.13609467] ; [16.13609467 84.86390533],0
v2,1,0.353509,0.860823,[131  98] ; [49 46],[127.22222222 101.77777778] ; [52.77777778 42.22222222],0
