Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.7e-05,18.482948,[20  4] ; [36 67],[10.58267717 13.41732283] ; [45.41732283 57.58267717],1
p8,1,0.000892,11.038767,[14 10] ; [25 80],[ 7.25581395 16.74418605] ; [31.74418605 73.25581395],1
p1,1,0.017622,5.633295,[ 5 19] ; [ 6 98],[ 2.0625 21.9375] ; [ 8.9375 95.0625],0
p2,1,0.031077,4.648681,[19  5] ; [58 47],[14.3255814  9.6744186] ; [62.6744186 42.3255814],0
b3,1,0.032398,4.577327,[8 8] ; [15 50],[ 4.54320988 11.45679012] ; [18.45679012 46.54320988],0
b2,1,0.032398,4.577327,[8 8] ; [15 50],[ 4.54320988 11.45679012] ; [18.45679012 46.54320988],0
s2,1,0.033123,4.539428,[13 11] ; [32 71],[ 8.50393701 15.49606299] ; [36.49606299 66.50393701],0
p4,1,0.034736,4.458104,[14 10] ; [36 67],[ 9.4488189 14.5511811] ; [40.5511811 62.4488189],0
d3,1,0.063478,3.444095,[18  6] ; [57 48],[13.95348837 10.04651163] ; [61.04651163 43.95348837],0
d5,1,0.075891,3.150782,[14 10] ; [80 25],[17.48837209  6.51162791] ; [76.51162791 28.48837209],0
a6,1,0.084782,2.970758,[10 14] ; [64 41],[13.76744186 10.23255814] ; [60.23255814 44.76744186],0
s3,1,0.106252,2.609098,[15  9] ; [46 58],[11.4375 12.5625] ; [49.5625 54.4375],0
a3,1,0.111828,2.528191,[11 13] ; [66 38],[14.4375  9.5625] ; [62.5625 41.4375],0
v3,1,0.140732,2.169939,[ 5 19] ; [37 64],[ 8.064 15.936] ; [33.936 67.064],0
a5,1,0.150746,2.064683,[12 12] ; [69 36],[15.06976744  8.93023256] ; [65.93023256 39.06976744],0
n3,1,0.155318,2.019231,[6 1] ; [20 15],[4.33333333 2.66666667] ; [21.66666667 13.33333333],0
s6,1,0.161257,1.962399,[14  9] ; [47 58],[10.9609375 12.0390625] ; [50.0390625 54.9609375],0
b4,1,0.179283,1.803561,[13 11] ; [72 33],[15.81395349  8.18604651] ; [69.18604651 35.81395349],0
p3,1,0.186085,1.748347,[10 14] ; [29 75],[ 7.3125 16.6875] ; [31.6875 72.3125],0
u3,1,0.187986,1.733333,[6 7] ; [26 13],[8. 5.] ; [24. 15.],0
p5,1,0.209863,1.572373,[ 2 22] ; [  3 102],[ 0.93023256 23.06976744] ; [  4.06976744 100.93023256],0
b1,1,0.269566,1.218954,[16  8] ; [57 48],[13.58139535 10.41860465] ; [59.41860465 45.58139535],0
v1,1,0.288894,1.124769,[11 13] ; [36 69],[ 8.74418605 15.25581395] ; [38.25581395 66.74418605],0
n6,1,0.296811,1.088468,[18  6] ; [67 38],[15.81395349  8.18604651] ; [69.18604651 35.81395349],0
s7,1,0.302431,1.063444,[ 9 13] ; [29 69],[ 6.96666667 15.03333333] ; [31.03333333 66.96666667],0
n1,1,0.340778,0.907501,[4 3] ; [14 23],[2.86363636 4.13636364] ; [15.13636364 21.86363636],0
v2,1,0.352988,0.862685,[12 12] ; [40 61],[ 9.984 14.016] ; [42.016 58.984],0
s4,1,0.385417,0.753352,[ 4 18] ; [12 93],[ 2.77165354 19.22834646] ; [13.22834646 91.77165354],0
a2,1,0.394305,0.725625,[ 3 21] ; [21 84],[ 4.46511628 19.53488372] ; [19.53488372 85.46511628],0
a4,1,0.439665,0.597157,[ 7 16] ; [41 64],[ 8.625 14.375] ; [39.375 65.625],0
d2,1,0.461524,0.542196,[10 14] ; [52 52],[11.625 12.375] ; [50.375 53.625],0
u2,1,0.471855,0.517628,[8 5] ; [19 19],[6.88235294 6.11764706] ; [20.11764706 17.88235294],0
v4,1,0.484429,0.488876,[22  2] ; [89 14],[20.97637795  3.02362205] ; [90.02362205 12.97637795],0
p10,1,0.490001,0.476524,[ 5 18] ; [30 74],[ 6.33858268 16.66141732] ; [28.66141732 75.33858268],0
s1,1,0.494224,0.467317,[ 1 22] ; [ 9 96],[ 1.796875 21.203125] ; [ 8.203125 96.796875],0
b5,1,0.51726,0.419354,[15  9] ; [58 47],[13.58139535 10.41860465] ; [59.41860465 45.58139535],0
d1,1,0.541029,0.373636,[10 14] ; [51 54],[11.34883721 12.65116279] ; [49.65116279 55.34883721],0
d4,1,0.618891,0.24743,[17  7] ; [78 25],[17.95275591  6.04724409] ; [77.04724409 25.95275591],0
r3,1,0.650205,0.205642,[22  2] ; [92 12],[21.375  2.625] ; [92.625 11.375],0
r4,1,0.652234,0.203095,[21  3] ; [88 17],[20.27906977  3.72093023] ; [88.72093023 16.27906977],0
a8,1,0.700883,0.147555,[ 3 19] ; [10 83],[ 2.48695652 19.51304348] ; [10.51304348 82.48695652],0
a7,1,0.720649,0.127872,[15  9] ; [69 35],[15.75  8.25] ; [68.25 35.75],0
s8,1,0.740507,0.109682,[ 6 17] ; [24 81],[ 5.390625 17.609375] ; [24.609375 80.390625],0
