Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.394668,[23 43] ; [33  6],[35.2 30.8] ; [20.8 18.2],1
p4,1,0.007871,7.062661,[23 43] ; [24 15],[29.54285714 36.45714286] ; [17.45714286 21.54285714],0
p2,1,0.012193,6.282561,[45 21] ; [35  4],[50.28571429 15.71428571] ; [29.71428571  9.28571429],0
b3,1,0.017372,5.65838,[19 24] ; [ 5 24],[14.33333333 28.66666667] ; [ 9.66666667 19.33333333],0
b2,1,0.017372,5.65838,[19 24] ; [ 5 24],[14.33333333 28.66666667] ; [ 9.66666667 19.33333333],0
p3,1,0.045448,4.001938,[24 42] ; [22 17],[28.91428571 37.08571429] ; [17.08571429 21.91428571],0
p10,1,0.053378,3.732057,[36 30] ; [28 10],[40.61538462 25.38461538] ; [23.38461538 14.61538462],0
p9,1,0.056918,3.624982,[40 25] ; [31  8],[44.375 20.625] ; [26.625 12.375],0
v4,1,0.058835,3.569929,[56  9] ; [38  1],[58.75  6.25] ; [35.25  3.75],0
v3,1,0.085887,2.94983,[14 48] ; [15 24],[17.8019802 44.1980198] ; [11.1980198 27.8019802],0
p1,1,0.128452,2.311111,[ 3 62] ; [ 5 34],[ 5. 60.] ; [ 3. 36.],0
d4,1,0.140869,2.16844,[58  8] ; [30  9],[55.31428571 10.68571429] ; [32.68571429  6.31428571],0
p11,1,0.161648,1.958739,[46 20] ; [32  7],[49.02857143 16.97142857] ; [28.97142857 10.02857143],0
r1,1,0.214332,1.541919,[49 17] ; [33  6],[51.54285714 14.45714286] ; [30.45714286  8.54285714],0
n2,1,0.231101,1.434074,[8 7] ; [7 2],[9.375 5.625] ; [5.625 3.375],0
n6,1,0.246191,1.344792,[40 26] ; [28 11],[42.74285714 23.25714286] ; [25.25714286 13.74285714],0
p6,1,0.266296,1.235727,[18 48] ; [14 23],[20.50485437 45.49514563] ; [11.49514563 25.50485437],0
u3,1,0.280226,1.165992,[11  8] ; [5 8],[9.5 9.5] ; [6.5 6.5],0
s6,1,0.283182,1.151757,[31 35] ; [22 16],[33.63461538 32.36538462] ; [19.36538462 18.63461538],0
r3,1,0.28506,1.142809,[61  5] ; [38  1],[62.22857143  3.77142857] ; [36.77142857  2.22857143],0
s7,1,0.298233,1.08208,[24 37] ; [19 19],[26.49494949 34.50505051] ; [16.50505051 21.49494949],0
