Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,61.898252,[77 14] ; [ 2 29],[58.92622951 32.07377049] ; [20.07377049 10.92622951],1
v4,1,1e-06,23.898216,[80 11] ; [14 17],[70.1147541 20.8852459] ; [23.8852459  7.1147541],1
r2,1,1e-06,23.697365,[83  8] ; [16 15],[73.8442623 17.1557377] ; [25.1557377  5.8442623],1
p2,1,5.1e-05,16.409285,[64 27] ; [ 9 22],[54.45081967 36.54918033] ; [18.54918033 12.45081967],1
s6,1,7.4e-05,15.701341,[54 35] ; [ 6 25],[44.5 44.5] ; [15.5 15.5],1
s2,1,0.000337,12.851539,[45 46] ; [ 4 27],[36.54918033 54.45081967] ; [12.45081967 18.54918033],1
n6,1,0.000672,11.563896,[63 27] ; [11 20],[55.04132231 34.95867769] ; [18.95867769 12.04132231],1
r1,1,0.00082,11.195807,[60 30] ; [10 21],[52.0661157 37.9338843] ; [17.9338843 13.0661157],1
v2,1,0.001667,9.884483,[36 51] ; [ 3 27],[29. 58.] ; [10. 20.],0
s5,1,0.002413,9.205634,[26 61] ; [ 1 30],[19.90677966 67.09322034] ; [ 7.09322034 23.90677966],0
a1,1,0.003136,8.726341,[ 3 88] ; [ 6 25],[ 6.71311475 84.28688525] ; [ 2.28688525 28.71311475],0
s3,1,0.004716,7.985131,[46 45] ; [ 6 23],[39.43333333 51.56666667] ; [12.56666667 16.43333333],0
b5,1,0.005466,7.718473,[61 30] ; [12 19],[54.45081967 36.54918033] ; [18.54918033 12.45081967],0
p7,1,0.005871,7.589618,[49 41] ; [ 8 23],[42.39669421 47.60330579] ; [14.60330579 16.39669421],0
a7,1,0.006242,7.47897,[60 30] ; [12 19],[53.55371901 36.44628099] ; [18.44628099 12.55371901],0
p9,1,0.006301,7.462139,[53 35] ; [ 9 20],[46.63247863 41.36752137] ; [15.36752137 13.63247863],0
p4,1,0.007345,7.186659,[42 48] ; [ 6 25],[35.70247934 54.29752066] ; [12.29752066 18.70247934],0
d5,1,0.014222,6.010318,[52 38] ; [10 21],[46.11570248 43.88429752] ; [15.88429752 15.11570248],0
p10,1,0.023058,5.164138,[44 43] ; [ 8 22],[38.66666667 48.33333333] ; [13.33333333 16.66666667],0
s7,1,0.029179,4.757033,[33 53] ; [ 5 25],[28.17241379 57.82758621] ; [ 9.82758621 20.17241379],0
p3,1,0.031408,4.630501,[30 61] ; [ 4 27],[25.36065574 65.63934426] ; [ 8.63934426 22.36065574],0
d4,1,0.037149,4.343568,[52 39] ; [11 20],[46.99180328 44.00819672] ; [16.00819672 14.99180328],0
