Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,25.379394,[26  7] ; [ 3 22],[16.5 16.5] ; [12.5 12.5],1
p11,1,0.000971,10.882472,[26  7] ; [ 9 16],[19.9137931 13.0862069] ; [15.0862069  9.9137931],1
r3,1,0.003371,8.59476,[27  5] ; [12 13],[21.89473684 10.10526316] ; [17.10526316  7.89473684],0
a5,1,0.005502,7.706632,[20 13] ; [ 6 19],[14.79310345 18.20689655] ; [11.20689655 13.79310345],0
r4,1,0.006313,7.458744,[11 22] ; [ 1 24],[ 6.82758621 26.17241379] ; [ 5.17241379 19.82758621],0
p4,1,0.019332,5.47123,[18 15] ; [ 6 19],[13.65517241 19.34482759] ; [10.34482759 14.65517241],0
p8,1,0.022824,5.181818,[15 18] ; [ 4 20],[11. 22.] ; [ 8. 16.],0
p2,1,0.029386,4.744866,[25  8] ; [12 13],[21.05172414 11.94827586] ; [15.94827586  9.05172414],0
s8,1,0.034983,4.445989,[ 8 25] ; [ 1 24],[ 5.12068966 27.87931034] ; [ 3.87931034 21.12068966],0
n5,1,0.049093,3.872181,[23 10] ; [11 14],[19.34482759 13.65517241] ; [14.65517241 10.34482759],0
n6,1,0.060381,3.526875,[22 10] ; [11 14],[18.52631579 13.47368421] ; [14.47368421 10.52631579],0
p7,1,0.087308,2.923322,[18 15] ; [ 8 17],[14.79310345 18.20689655] ; [11.20689655 13.79310345],0
d3,1,0.137218,2.208879,[17 16] ; [ 8 17],[14.22413793 18.77586207] ; [10.77586207 14.22413793],0
b5,1,0.152881,2.043268,[22 11] ; [12 13],[19.34482759 13.65517241] ; [14.65517241 10.34482759],0
p3,1,0.158291,1.990476,[11 22] ; [ 4 20],[ 8.68421053 24.31578947] ; [ 6.31578947 17.68421053],0
p1,1,0.181866,1.782312,[ 1 32] ; [ 3 22],[ 2.27586207 30.72413793] ; [ 1.72413793 23.27586207],0
v4,1,0.23372,1.418076,[21 12] ; [12 13],[18.77586207 14.22413793] ; [14.22413793 10.77586207],0
a8,1,0.250234,1.321994,[ 6 25] ; [ 2 22],[ 4.50909091 26.49090909] ; [ 3.49090909 20.50909091],0
s6,1,0.25766,1.281289,[14 19] ; [ 7 18],[11.94827586 21.05172414] ; [ 9.05172414 15.94827586],0
v1,1,0.260542,1.265873,[11 22] ; [ 5 20],[ 9.10344828 23.89655172] ; [ 6.89655172 18.10344828],0
b4,1,0.299588,1.076029,[18 15] ; [17  8],[19.9137931 13.0862069] ; [15.0862069  9.9137931],0
s7,1,0.372316,0.79592,[ 7 24] ; [ 3 20],[ 5.74074074 25.25925926] ; [ 4.25925926 18.74074074],0
u2,1,0.376017,0.783683,[10  6] ; [7 8],[8.77419355 7.22580645] ; [8.22580645 6.77419355],0
d1,1,0.394622,0.724652,[ 5 28] ; [ 6 19],[ 6.25862069 26.74137931] ; [ 4.74137931 20.25862069],0
s1,1,0.424809,0.636972,[ 2 31] ; [ 3 22],[ 2.84482759 30.15517241] ; [ 2.15517241 22.84482759],0
n2,1,0.431333,0.619231,[6 3] ; [7 7],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
a3,1,0.462196,0.540572,[17 16] ; [10 14],[15.63157895 17.36842105] ; [11.36842105 12.63157895],0
n4,1,0.469053,0.524207,[19 14] ; [12 13],[17.63793103 15.36206897] ; [13.36206897 11.63793103],0
s5,1,0.519622,0.414644,[ 6 27] ; [ 3 22],[ 5.12068966 27.87931034] ; [ 3.87931034 21.12068966],0
d4,1,0.55603,0.346625,[21 12] ; [14 11],[19.9137931 13.0862069] ; [15.0862069  9.9137931],0
a1,1,0.609789,0.260482,[ 4 29] ; [ 2 23],[ 3.4137931 29.5862069] ; [ 2.5862069 22.4137931],0
a7,1,0.621295,0.244052,[18 15] ; [12 13],[17.06896552 15.93103448] ; [12.93103448 12.06896552],0
p12,1,0.725657,0.123137,[ 2 31] ; [ 1 24],[ 1.70689655 31.29310345] ; [ 1.29310345 23.70689655],0
n1,1,0.735039,0.114535,[2 7] ; [ 4 10],[2.34782609 6.65217391] ; [ 3.65217391 10.34782609],0
u3,1,0.739332,0.110714,[ 4 12] ; [ 3 12],[ 3.61290323 12.38709677] ; [ 3.38709677 11.61290323],0
d2,1,0.746207,0.104746,[ 8 25] ; [ 7 18],[ 8.53448276 24.46551724] ; [ 6.46551724 18.53448276],0
a4,1,0.778032,0.079459,[ 9 24] ; [ 6 19],[ 8.53448276 24.46551724] ; [ 6.46551724 18.53448276],0
s3,1,0.875155,0.024685,[ 9 24] ; [ 7 17],[ 9.26315789 23.73684211] ; [ 6.73684211 17.26315789],0
r1,1,0.889971,0.019138,[10 23] ; [ 8 17],[10.24137931 22.75862069] ; [ 7.75862069 17.24137931],0
v2,1,0.889971,0.019138,[10 23] ; [ 8 17],[10.24137931 22.75862069] ; [ 7.75862069 17.24137931],0
n3,1,0.906855,0.01369,[6 3] ; [9 5],[5.86956522 3.13043478] ; [9.13043478 4.86956522],0
s4,1,0.910146,0.012736,[ 7 26] ; [ 5 20],[ 6.82758621 26.17241379] ; [ 5.17241379 19.82758621],0
a6,1,0.912165,0.012168,[15 18] ; [11 14],[14.79310345 18.20689655] ; [11.20689655 13.79310345],0
