Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,134.712538,[437  50] ; [63 77],[388.35725678  98.64274322] ; [111.64274322  28.35725678],1
n6,1,0.0,59.033256,[450  36] ; [95 45],[423.11501597  62.88498403] ; [121.88498403  18.11501597],1
p4,1,0.0,26.866208,[341 145] ; [65 75],[315.20127796 170.79872204] ; [90.79872204 49.20127796],1
p10,1,1e-06,25.113799,[442  42] ; [105  34],[424.95666132  59.04333868] ; [122.04333868  16.95666132],1
v1,1,3e-06,21.679742,[290 182] ; [53 83],[266.27631579 205.72368421] ; [76.72368421 59.27631579],1
s6,1,2.5e-05,17.742724,[340 135] ; [73 66],[319.50325733 155.49674267] ; [93.49674267 45.50325733],1
s7,1,6.8e-05,15.874176,[251 214] ; [47 89],[230.56572379 234.43427621] ; [67.43427621 68.56572379],1
p9,1,0.000118,14.831701,[445  36] ; [114  26],[432.97745572  48.02254428] ; [126.02254428  13.97745572],1
s2,1,0.000133,14.602359,[259 220] ; [50 90],[239.11308562 239.88691438] ; [69.88691438 70.11308562],1
v3,1,0.000412,12.477441,[208 264] ; [37 99],[190.19736842 281.80263158] ; [54.80263158 81.19736842],1
p3,1,0.001326,10.305748,[276 210] ; [58 82],[259.30351438 226.69648562] ; [74.69648562 65.30351438],0
a2,1,0.001514,10.061652,[129 358] ; [ 19 121],[114.95374801 372.04625199] ; [ 33.04625199 106.95374801],0
p8,1,0.001738,9.807269,[307 170] ; [69 70],[291.15584416 185.84415584] ; [84.84415584 54.15584416],0
d2,1,0.003275,8.64754,[245 240] ; [51 89],[229.696 255.304] ; [66.304 73.696],0
a4,1,0.004182,8.202884,[229 256] ; [47 93],[214.176 270.824] ; [61.824 78.176],0
p6,1,0.00629,7.46526,[206 277] ; [40 95],[192.26213592 290.73786408] ; [53.73786408 81.26213592],0
u1,1,0.007747,7.09097,[ 96 391] ; [ 14 126],[ 85.43859649 401.56140351] ; [ 24.56140351 115.43859649],0
d1,1,0.009452,6.735316,[303 184] ; [70 70],[289.71451356 197.28548644] ; [83.28548644 56.71451356],0
s8,1,0.011217,6.430552,[231 252] ; [50 90],[217.85393258 265.14606742] ; [63.14606742 76.85393258],0
s3,1,0.013672,6.079995,[285 193] ; [66 72],[272.36688312 205.63311688] ; [78.63311688 59.36688312],0
d5,1,0.01493,5.924653,[411  75] ; [106  34],[401.37699681  84.62300319] ; [115.62300319  24.37699681],0
r4,1,0.015265,5.885597,[450  37] ; [120  20],[442.72727273  44.27272727] ; [127.27272727  12.72727273],0
a5,1,0.018048,5.591455,[378 109] ; [95 45],[367.38596491 119.61403509] ; [105.61403509  34.38596491],0
p5,1,0.020387,5.378435,[ 71 415] ; [ 10 130],[ 62.88498403 423.11501597] ; [ 18.11501597 121.88498403],0
s5,1,0.022147,5.234195,[172 299] ; [ 35 100],[160.88613861 310.11386139] ; [46.11386139 88.88613861],0
s1,1,0.067092,3.352763,[  8 471] ; [  6 134],[ 10.83360258 468.16639742] ; [  3.16639742 136.83360258],0
a3,1,0.06809,3.328471,[364 122] ; [94 46],[355.57188498 130.42811502] ; [102.42811502  37.57188498],0
v2,1,0.071525,3.24768,[282 187] ; [70 66],[272.87272727 196.12727273] ; [79.12727273 56.87272727],0
a8,1,0.081609,3.03256,[ 72 367] ; [ 13 115],[ 65.81128748 373.18871252] ; [ 19.18871252 108.81128748],0
p12,1,0.084247,2.981008,[ 47 437] ; [  7 132],[ 41.95184591 442.04815409] ; [ 12.04815409 126.95184591],0
n2,1,0.086913,2.930641,[66 17] ; [24 13],[62.25 20.75] ; [27.75  9.25],0
r1,1,0.098999,2.721595,[400  85] ; [106  33],[393.28525641  91.71474359] ; [112.71474359  26.28525641],0
a7,1,0.108234,2.579825,[348 137] ; [110  30],[355.408 129.592] ; [102.592  37.408],0
r2,1,0.119608,2.422447,[457  25] ; [125  12],[453.18901454  28.81098546] ; [128.81098546   8.18901454],0
n1,1,0.126909,2.32991,[31 51] ; [ 9 29],[27.33333333 54.66666667] ; [12.66666667 25.33333333],0
p7,1,0.179475,1.801969,[345 132] ; [91 46],[338.71661238 138.28338762] ; [97.28338762 39.71661238],0
a6,1,0.190495,1.713784,[344 142] ; [91 49],[337.71565495 148.28434505] ; [97.28434505 42.71565495],0
s4,1,0.211033,1.564325,[ 79 400] ; [ 17 123],[ 74.28756058 404.71243942] ; [ 21.71243942 118.28756058],0
b2,1,0.227209,1.458251,[125 183] ; [28 56],[120.21428571 187.78571429] ; [32.78571429 51.21428571],0
b3,1,0.227209,1.458251,[125 183] ; [28 56],[120.21428571 187.78571429] ; [32.78571429 51.21428571],0
v4,1,0.268279,1.225527,[469  15] ; [131   7],[466.88102894  17.11897106] ; [133.11897106   4.88102894],0
u3,1,0.31669,1.002566,[67 56] ; [29 17],[69.86982249 53.13017751] ; [26.13017751 19.86982249],0
d3,1,0.365041,0.820476,[339 148] ; [103  37],[343.30781499 143.69218501] ; [98.69218501 41.30781499],0
b4,1,0.381511,0.765827,[279 208] ; [86 54],[283.50079745 203.49920255] ; [81.49920255 58.50079745],0
b1,1,0.444191,0.585432,[170 317] ; [44 96],[166.2169059 320.7830941] ; [47.7830941 92.2169059],0
