Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.488641,[3 5] ; [74  4],[7.1627907 0.8372093] ; [69.8372093  8.1627907],1
r3,1,0.014891,5.929345,[6 2] ; [75  3],[7.53488372 0.46511628] ; [73.46511628  4.53488372],0
v4,1,0.014891,5.929345,[6 2] ; [75  3],[7.53488372 0.46511628] ; [73.46511628  4.53488372],0
p7,1,0.036486,4.374241,[2 6] ; [48 28],[4.76190476 3.23809524] ; [45.23809524 30.76190476],0
s2,1,0.049778,3.848921,[3 5] ; [55 22],[5.45882353 2.54117647] ; [52.54117647 24.45882353],0
s3,1,0.081368,3.037357,[4 4] ; [60 17],[6.02352941 1.97647059] ; [57.97647059 19.02352941],0
r1,1,0.081368,3.037357,[4 4] ; [60 17],[6.02352941 1.97647059] ; [57.97647059 19.02352941],0
s7,1,0.087283,2.923776,[3 4] ; [53 19],[4.96202532 2.03797468] ; [51.03797468 20.96202532],0
s6,1,0.121719,2.39506,[5 3] ; [65 12],[6.58823529 1.41176471] ; [63.41176471 13.58823529],0
n5,1,0.143509,2.139923,[4 4] ; [58 20],[5.76744186 2.23255814] ; [56.23255814 21.76744186],0
v1,1,0.146506,2.108258,[2 6] ; [39 36],[3.95180723 4.04819277] ; [37.04819277 37.95180723],0
a6,1,0.156693,2.005855,[2 6] ; [40 38],[3.90697674 4.09302326] ; [38.09302326 39.90697674],0
d5,1,0.171018,1.873997,[4 4] ; [57 21],[5.6744186 2.3255814] ; [55.3255814 22.6744186],0
p3,1,0.251212,1.316549,[2 6] ; [36 42],[3.53488372 4.46511628] ; [34.46511628 43.53488372],0
p4,1,0.310092,1.030285,[6 2] ; [44 34],[4.65116279 3.34883721] ; [45.34883721 32.65116279],0
d3,1,0.377286,0.779528,[6 2] ; [46 32],[4.8372093 3.1627907] ; [47.1627907 30.8372093],0
p6,1,0.384412,0.756544,[2 6] ; [31 45],[3.14285714 4.85714286] ; [29.85714286 46.14285714],0
s1,1,0.396121,0.72007,[1 7] ; [ 4 74],[0.46511628 7.53488372] ; [ 4.53488372 73.46511628],0
a3,1,0.416923,0.658973,[3 5] ; [41 37],[4.09302326 3.90697674] ; [39.90697674 38.09302326],0
d2,1,0.470481,0.520845,[3 5] ; [20 58],[2.13953488 5.86046512] ; [20.86046512 57.13953488],0
b5,1,0.524976,0.404107,[4 4] ; [48 30],[4.8372093 3.1627907] ; [47.1627907 30.8372093],0
p11,1,0.525309,0.403458,[5 3] ; [57 21],[5.76744186 2.23255814] ; [56.23255814 21.76744186],0
a4,1,0.538256,0.378781,[1 7] ; [17 61],[1.6744186 6.3255814] ; [16.3255814 61.6744186],0
n3,1,0.539222,0.376984,[2 2] ; [10  5],[2.52631579 1.47368421] ; [9.47368421 5.52631579],0
u3,1,0.572474,0.31856,[4 1] ; [25 12],[3.45238095 1.54761905] ; [25.54761905 11.45238095],0
u2,1,0.573541,0.316794,[3 2] ; [26 10],[3.53658537 1.46341463] ; [25.46341463 10.53658537],0
b4,1,0.591553,0.287925,[5 3] ; [41 37],[4.27906977 3.72093023] ; [41.72093023 36.27906977],0
n6,1,0.625486,0.238233,[6 2] ; [64 14],[6.51162791 1.48837209] ; [63.48837209 14.51162791],0
p2,1,0.625486,0.238233,[6 2] ; [64 14],[6.51162791 1.48837209] ; [63.48837209 14.51162791],0
p12,1,0.644783,0.21254,[1 7] ; [ 6 71],[0.65882353 7.34117647] ; [ 6.34117647 70.65882353],0
v3,1,0.682987,0.166783,[4 4] ; [31 42],[3.45679012 4.54320988] ; [31.54320988 41.45679012],0
n4,1,0.696049,0.152615,[5 3] ; [54 24],[5.48837209 2.51162791] ; [53.51162791 24.48837209],0
p9,1,0.724514,0.124209,[6 2] ; [61 15],[6.38095238 1.61904762] ; [60.61904762 15.38095238],0
b1,1,0.728066,0.120895,[4 4] ; [34 44],[3.53488372 4.46511628] ; [34.46511628 43.53488372],0
n2,1,0.750042,0.101496,[3 1] ; [10  5],[2.73684211 1.26315789] ; [10.26315789  4.73684211],0
a7,1,0.773158,0.083086,[5 3] ; [52 25],[5.36470588 2.63529412] ; [51.63529412 25.36470588],0
p8,1,0.781415,0.076993,[4 4] ; [43 35],[4.37209302 3.62790698] ; [42.62790698 35.37209302],0
s5,1,0.787021,0.072998,[2 6] ; [21 50],[2.32911392 5.67088608] ; [20.67088608 50.32911392],0
a8,1,0.823073,0.049994,[1 7] ; [11 60],[1.21518987 6.78481013] ; [10.78481013 60.21518987],0
d1,1,0.846714,0.03737,[3 5] ; [32 46],[3.25581395 4.74418605] ; [31.74418605 46.25581395],0
v2,1,0.88135,0.022278,[4 4] ; [38 34],[4.2 3.8] ; [37.8 34.2],0
n1,1,0.905565,0.014074,[2 2] ; [7 8],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
d4,1,0.906835,0.013696,[6 2] ; [57 21],[5.86046512 2.13953488] ; [57.13953488 20.86046512],0
s4,1,0.968432,0.001566,[2 6] ; [20 58],[2.04651163 5.95348837] ; [19.95348837 58.04651163],0
