Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,41.174726,[96  4] ; [11 13],[86.29032258 13.70967742] ; [20.70967742  3.29032258],1
p11,1,1e-06,23.751796,[86 14] ; [10 15],[76.8 23.2] ; [19.2  5.8],1
v1,1,0.000437,12.367471,[50 48] ; [ 3 22],[42.22764228 55.77235772] ; [10.77235772 14.22764228],1
n5,1,0.000511,12.075134,[76 24] ; [10 15],[68.8 31.2] ; [17.2  7.8],1
s6,1,0.001319,10.315789,[64 31] ; [ 8 17],[57. 38.] ; [15. 10.],0
s2,1,0.004062,8.255934,[52 48] ; [ 5 20],[45.6 54.4] ; [11.4 13.6],0
a5,1,0.006876,7.305195,[62 38] ; [ 8 17],[56. 44.] ; [14. 11.],0
n6,1,0.01098,6.468607,[91  9] ; [18  7],[87.2 12.8] ; [21.8  3.2],0
n4,1,0.016541,5.744485,[73 27] ; [12 13],[68. 32.] ; [17.  8.],0
p2,1,0.018283,5.568851,[82 18] ; [15 10],[77.6 22.4] ; [19.4  5.6],0
d5,1,0.019983,5.41336,[78 21] ; [14 11],[73.4516129 25.5483871] ; [18.5483871  6.4516129],0
p8,1,0.024387,5.066886,[50 49] ; [ 6 18],[45.07317073 53.92682927] ; [10.92682927 13.07317073],0
a7,1,0.053406,3.731159,[68 31] ; [12 13],[63.87096774 35.12903226] ; [16.12903226  8.87096774],0
s8,1,0.062407,3.472222,[40 60] ; [ 5 20],[36. 64.] ; [ 9. 16.],0
d1,1,0.086281,2.942423,[47 53] ; [ 7 18],[43.2 56.8] ; [10.8 14.2],0
p5,1,0.164701,1.930528,[14 85] ; [ 1 24],[11.97580645 87.02419355] ; [ 3.02419355 21.97580645],0
s5,1,0.202276,1.625868,[32 61] ; [ 5 19],[29.41025641 63.58974359] ; [ 7.58974359 16.41025641],0
d4,1,0.223429,1.482213,[76 24] ; [16  9],[73.6 26.4] ; [18.4  6.6],0
p1,1,0.24119,1.373626,[12 88] ; [ 1 24],[10.4 89.6] ; [ 2.6 22.4],0
a2,1,0.24119,1.373626,[12 88] ; [ 1 24],[10.4 89.6] ; [ 2.6 22.4],0
v2,1,0.248625,1.331014,[43 53] ; [ 8 17],[40.46280992 55.53719008] ; [10.53719008 14.46280992],0
b2,1,0.250165,1.322382,[24 35] ; [ 4 12],[22.02666667 36.97333333] ; [ 5.97333333 10.02666667],0
b3,1,0.250165,1.322382,[24 35] ; [ 4 12],[22.02666667 36.97333333] ; [ 5.97333333 10.02666667],0
b1,1,0.2586,1.276234,[32 68] ; [11 14],[34.4 65.6] ; [ 8.6 16.4],0
s7,1,0.285339,1.141484,[39 56] ; [ 7 17],[36.72268908 58.27731092] ; [ 9.27731092 14.72268908],0
s3,1,0.318604,0.994667,[53 47] ; [10 14],[50.80645161 49.19354839] ; [12.19354839 11.80645161],0
b4,1,0.351494,0.868056,[66 34] ; [14 11],[64. 36.] ; [16.  9.],0
v4,1,0.40269,0.70028,[96  4] ; [23  2],[95.2  4.8] ; [23.8  1.2],0
a4,1,0.451368,0.567215,[36 64] ; [ 7 18],[34.4 65.6] ; [ 8.6 16.4],0
a6,1,0.467926,0.52687,[60 40] ; [13 12],[58.4 41.6] ; [14.6 10.4],0
d2,1,0.481919,0.494517,[36 63] ; [11 14],[37.52419355 61.47580645] ; [ 9.47580645 15.52419355],0
a8,1,0.500909,0.45301,[12 81] ; [ 2 23],[11.03389831 81.96610169] ; [ 2.96610169 22.03389831],0
d3,1,0.552002,0.353743,[58 41] ; [13 12],[56.68548387 42.31451613] ; [14.31451613 10.68548387],0
s4,1,0.57615,0.3125,[19 81] ; [ 6 19],[20. 80.] ; [ 5. 20.],0
a1,1,0.583581,0.300481,[ 7 93] ; [ 1 24],[ 6.4 93.6] ; [ 1.6 23.4],0
b5,1,0.703185,0.14518,[68 32] ; [16  9],[67.2 32.8] ; [16.8  8.2],0
a3,1,0.715869,0.132485,[60 40] ; [14 11],[59.2 40.8] ; [14.8 10.2],0
p3,1,0.720094,0.128403,[48 52] ; [11 14],[47.2 52.8] ; [11.8 13.2],0
p4,1,0.724322,0.124389,[54 46] ; [12 12],[53.22580645 46.77419355] ; [12.77419355 11.22580645],0
p6,1,0.748198,0.103051,[38 61] ; [ 8 15],[37.32786885 61.67213115] ; [ 8.67213115 14.32786885],0
n3,1,0.749543,0.101916,[21  8] ; [7 2],[21.36842105  7.63157895] ; [6.63157895 2.36842105],0
s1,1,0.771436,0.084389,[ 3 97] ; [ 1 23],[ 3.22580645 96.77419355] ; [ 0.77419355 23.22580645],0
n1,1,0.786351,0.073469,[12 16] ; [3 5],[11.66666667 16.33333333] ; [3.33333333 4.66666667],0
u2,1,0.789412,0.071329,[20 20] ; [6 5],[20.39215686 19.60784314] ; [5.60784314 5.39215686],0
p7,1,0.796307,0.066631,[56 42] ; [15 10],[56.56910569 41.43089431] ; [14.43089431 10.56910569],0
r2,1,0.872863,0.025607,[92  7] ; [23  2],[91.81451613  7.18548387] ; [23.18548387  1.81451613],0
v3,1,0.874208,0.025064,[34 63] ; [ 8 16],[33.66942149 63.33057851] ; [ 8.33057851 15.66942149],0
u3,1,0.978594,0.00072,[18 22] ; [5 6],[18.03921569 21.96078431] ; [4.96078431 6.03921569],0
