Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.976519,[34 28] ; [303  53],[49.98564593 12.01435407] ; [287.01435407  68.98564593],1
s8,1,0.0,29.310216,[17 45] ; [227 127],[36.36538462 25.63461538] ; [207.63461538 146.36538462],1
s7,1,1e-06,23.471663,[22 34] ; [247  96],[37.75438596 18.24561404] ; [231.24561404 111.75438596],1
s5,1,5e-06,20.743477,[ 9 50] ; [162 183],[24.97277228 34.02722772] ; [146.02722772 198.97277228],1
n6,1,0.000472,12.223708,[43 19] ; [305  46],[52.24213075  9.75786925] ; [295.75786925  55.24213075],1
d5,1,0.000594,11.793415,[41 21] ; [298  55],[50.64578313 11.35421687] ; [288.35421687  64.64578313],1
p9,1,0.000738,11.391237,[44 18] ; [309  44],[52.7373494  9.2626506] ; [300.2626506  52.7373494],1
v4,1,0.000961,10.901627,[54  6] ; [348   7],[58.12048193  1.87951807] ; [343.87951807  11.12048193],1
r4,1,0.001808,9.735382,[55  7] ; [346  10],[59.4784689  2.5215311] ; [341.5215311  14.4784689],0
a2,1,0.00194,9.60549,[ 7 55] ; [108 248],[17.05741627 44.94258373] ; [ 97.94258373 258.05741627],0
r3,1,0.004009,8.27961,[57  5] ; [347   6],[60.35662651  1.64337349] ; [343.64337349   9.35662651],0
p4,1,0.008256,6.977066,[29 32] ; [231 123],[38.21686747 22.78313253] ; [221.78313253 132.21686747],0
u1,1,0.011097,6.449747,[ 6 56] ; [ 86 270],[13.64593301 48.35406699] ; [ 78.35406699 277.64593301],0
p5,1,0.015727,5.833164,[ 2 58] ; [ 52 302],[ 7.82608696 52.17391304] ; [ 46.17391304 307.82608696],0
p1,1,0.022745,5.187895,[ 1 61] ; [ 38 315],[ 5.82650602 56.17349398] ; [ 33.17349398 319.82650602],0
b5,1,0.024859,5.033681,[28 34] ; [215 141],[36.0430622 25.9569378] ; [206.9569378 149.0430622],0
s4,1,0.037517,4.3268,[ 7 55] ; [ 81 271],[13.17874396 48.82125604] ; [ 74.82125604 277.17874396],0
p2,1,0.042899,4.099397,[47 15] ; [305  50],[52.33573141  9.66426859] ; [299.66426859  55.33573141],0
u3,1,0.04317,4.088748,[ 9 10] ; [58 23],[12.73  6.27] ; [54.27 26.73],0
p8,1,0.043341,4.082058,[26 36] ; [197 156],[33.31566265 28.68433735] ; [189.68433735 163.31566265],0
a4,1,0.057886,3.596935,[23 39] ; [178 177],[29.88489209 32.11510791] ; [171.11510791 183.88489209],0
p6,1,0.068232,3.325037,[18 44] ; [145 206],[24.46973366 37.53026634] ; [138.53026634 212.46973366],0
d4,1,0.075177,3.166209,[48 13] ; [308  45],[52.45410628  8.54589372] ; [303.54589372  49.45410628],0
n5,1,0.076388,3.140121,[42 19] ; [280  74],[47.33012048 13.66987952] ; [274.66987952  79.33012048],0
d1,1,0.108465,2.576441,[34 28] ; [233 123],[39.60287081 22.39712919] ; [227.39712919 128.60287081],0
p3,1,0.135721,2.225821,[26 35] ; [188 167],[31.37980769 29.62019231] ; [182.62019231 172.37980769],0
a6,1,0.142426,2.15155,[37 25] ; [244 109],[41.98072289 20.01927711] ; [239.01927711 113.98072289],0
a3,1,0.200635,1.637747,[43 19] ; [273  82],[46.98321343 15.01678657] ; [269.01678657  85.98321343],0
p10,1,0.21475,1.539112,[48 14] ; [296  57],[51.39277108 10.60722892] ; [292.60722892  60.39277108],0
a8,1,0.256702,1.286459,[ 6 52] ; [ 53 275],[ 8.86528497 49.13471503] ; [ 50.13471503 277.86528497],0
p12,1,0.269151,1.221068,[ 4 57] ; [ 40 315],[ 6.45192308 54.54807692] ; [ 37.54807692 317.45192308],0
a7,1,0.276192,1.185732,[42 20] ; [264  91],[45.49640288 16.50359712] ; [260.50359712  94.49640288],0
p7,1,0.300678,1.071186,[38 23] ; [236 106],[41.47394541 19.52605459] ; [232.52605459 109.47394541],0
d2,1,0.315617,1.007024,[29 33] ; [190 164],[32.63942308 29.36057692] ; [186.36057692 167.63942308],0
v1,1,0.316351,1.003972,[30 31] ; [193 151],[33.58765432 27.41234568] ; [189.41234568 154.58765432],0
b4,1,0.350748,0.87075,[33 29] ; [212 144],[36.33971292 25.66028708] ; [208.66028708 147.33971292],0
u4,1,0.364813,0.821255,[ 1 61] ; [ 14 342],[ 2.22488038 59.77511962] ; [ 12.77511962 343.22488038],0
n1,1,0.399404,0.710121,[9 8] ; [30 42],[7.4494382 9.5505618] ; [31.5505618 40.4494382],0
a1,1,0.505195,0.444006,[ 4 58] ; [ 16 340],[ 2.96650718 59.03349282] ; [ 17.03349282 338.96650718],0
b2,1,0.587485,0.29429,[17 22] ; [ 83 130],[15.47619048 23.52380952] ; [ 84.52380952 128.47619048],0
b3,1,0.587485,0.29429,[17 22] ; [ 83 130],[15.47619048 23.52380952] ; [ 84.52380952 128.47619048],0
b1,1,0.590205,0.290024,[23 39] ; [145 211],[24.91866029 37.08133971] ; [143.08133971 212.91866029],0
a5,1,0.616311,0.251087,[45 17] ; [269  87],[46.57416268 15.42583732] ; [267.42583732  88.57416268],0
n4,1,0.643993,0.213558,[51 11] ; [283  72],[49.65947242 12.34052758] ; [284.34052758  70.65947242],0
p11,1,0.651457,0.204069,[50 12] ; [278  78],[48.6507177 13.3492823] ; [279.3492823  76.6507177],0
v2,1,0.675412,0.175337,[32 26] ; [197 142],[33.4559194 24.5440806] ; [195.5440806 143.4559194],0
n3,1,0.692903,0.155961,[11  5] ; [53 19],[11.63636364  4.36363636] ; [52.36363636 19.63636364],0
v3,1,0.705539,0.142774,[23 34] ; [148 196],[24.30673317 32.69326683] ; [146.69326683 197.30673317],0
u2,1,0.787879,0.072396,[11  8] ; [49 31],[11.51515152  7.48484848] ; [48.48484848 31.51515152],0
d3,1,0.794548,0.067813,[46 16] ; [257  97],[45.15865385 16.84134615] ; [257.84134615  96.15865385],0
