Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,4.8e-05,16.534891,[ 91 150] ; [39 19],[104.7826087 136.2173913] ; [25.2173913 32.7826087],1
n4,1,0.00025,13.411079,[217  32] ; [45 21],[207.1047619  41.8952381] ; [54.8952381 11.1047619],1
n6,1,0.000398,12.543377,[228  19] ; [50 15],[220.08333333  26.91666667] ; [57.91666667  7.08333333],1
s2,1,0.003051,8.776579,[138 110] ; [50 16],[148.48407643  99.51592357] ; [39.51592357 26.48407643],0
v3,1,0.009034,6.816019,[111 132] ; [18 47],[101.77597403 141.22402597] ; [27.22402597 37.77597403],0
v2,1,0.013099,6.155632,[153  92] ; [29 35],[144.30420712 100.69579288] ; [37.69579288 26.30420712],0
a8,1,0.014061,6.030438,[ 38 185] ; [ 3 60],[ 31.96853147 191.03146853] ; [ 9.03146853 53.96853147],0
v1,1,0.016562,5.742191,[161  85] ; [32 33],[152.66237942  93.33762058] ; [40.33762058 24.66237942],0
s6,1,0.030535,4.678923,[174  71] ; [54 10],[180.77669903  64.22330097] ; [47.22330097 16.77669903],0
r3,1,0.036318,4.382133,[241   8] ; [59  6],[237.89808917  11.10191083] ; [62.10191083  2.89808917],0
n5,1,0.039355,4.245471,[204  43] ; [47 19],[198.07348243  48.92651757] ; [52.92651757 13.07348243],0
r4,1,0.045708,3.992333,[236  13] ; [58  8],[232.4  16.6] ; [61.6  4.4],0
d3,1,0.047157,3.939774,[175  72] ; [54 11],[181.29166667  65.70833333] ; [47.70833333 17.29166667],0
s3,1,0.048817,3.88165,[139 108] ; [46 20],[145.99041534 101.00958466] ; [39.00958466 26.99041534],0
d1,1,0.089947,2.875318,[153  96] ; [48 18],[158.88571429  90.11428571] ; [42.11428571 23.88571429],0
b2,1,0.097831,2.740548,[80 83] ; [13 25],[75.41791045 87.58208955] ; [17.58208955 20.41791045],0
b3,1,0.097831,2.740548,[80 83] ; [13 25],[75.41791045 87.58208955] ; [17.58208955 20.41791045],0
s7,1,0.101954,2.67471,[144  93] ; [46 18],[149.6013289  87.3986711] ; [40.3986711 23.6013289],0
p4,1,0.125823,2.343303,[193  55] ; [57  9],[197.4522293  50.5477707] ; [52.5477707 13.4522293],0
p8,1,0.129393,2.29977,[167  80] ; [51 15],[172.03194888  74.96805112] ; [45.96805112 20.03194888],0
r2,1,0.131059,2.279913,[240   6] ; [61  4],[238.09003215   7.90996785] ; [62.90996785  2.09003215],0
a1,1,0.13357,2.250518,[ 21 228] ; [ 2 64],[ 18.18095238 230.81904762] ; [ 4.81904762 61.18095238],0
a3,1,0.180003,1.797603,[185  62] ; [44 22],[180.71246006  66.28753994] ; [48.28753994 17.71246006],0
d4,1,0.203843,1.614626,[205  42] ; [59  7],[208.33226837  38.66773163] ; [55.66773163 10.33226837],0
p11,1,0.226732,1.461246,[205  44] ; [50 16],[201.57142857  47.42857143] ; [53.42857143 12.57142857],0
p3,1,0.231526,1.431462,[157  91] ; [47 19],[161.12101911  86.87898089] ; [42.87898089 23.12101911],0
p10,1,0.285647,1.140027,[207  39] ; [59  7],[209.73076923  36.26923077] ; [56.26923077  9.73076923],0
s1,1,0.292093,1.109948,[  8 238] ; [ 4 62],[  9.46153846 236.53846154] ; [ 2.53846154 63.46153846],0
d2,1,0.299987,1.074251,[125 123] ; [38 28],[128.7388535 119.2611465] ; [34.2611465 31.7388535],0
s8,1,0.303974,1.056676,[136 111] ; [41 25],[139.67731629 107.32268371] ; [37.32268371 28.67731629],0
