Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,4.8e-05,16.534891,[ 91 150] ; [39 19],[104.7826087 136.2173913] ; [25.2173913 32.7826087],1
u4,1,0.387108,0.748007,[  9 240] ; [ 1 65],[  7.9047619 241.0952381] ; [ 2.0952381 63.9047619],0
b5,1,0.393843,0.727045,[144 105] ; [42 24],[147.02857143 101.97142857] ; [38.97142857 27.02857143],0
u1,1,0.394666,0.724516,[ 52 197] ; [17 49],[ 54.54285714 194.45714286] ; [14.45714286 51.54285714],0
p5,1,0.401959,0.702459,[ 49 200] ; [10 56],[ 46.63809524 202.36190476] ; [12.36190476 53.63809524],0
a4,1,0.405955,0.690616,[121 127] ; [36 30],[124. 124.] ; [33. 33.],0
a7,1,0.461914,0.541253,[183  65] ; [45 20],[180.65175719  67.34824281] ; [47.34824281 17.65175719],0
p1,1,0.484608,0.488476,[ 33 215] ; [11 55],[ 34.75159236 213.24840764] ; [ 9.24840764 56.75159236],0
n3,1,0.492351,0.471383,[39 14] ; [9 5],[37.97014925 15.02985075] ; [10.02985075  3.97014925],0
u2,1,0.510344,0.433361,[40 24] ; [12 10],[38.69767442 25.30232558] ; [13.30232558  8.69767442],0
n2,1,0.542252,0.371382,[38 16] ; [11  3],[38.91176471 15.08823529] ; [10.08823529  3.91176471],0
r1,1,0.61449,0.253689,[203  46] ; [52 14],[201.57142857  47.42857143] ; [53.42857143 12.57142857],0
p7,1,0.617355,0.249602,[204  40] ; [56  9],[205.30744337  38.69255663] ; [54.69255663 10.30744337],0
a2,1,0.693733,0.155074,[ 62 187] ; [18 48],[ 63.23809524 185.76190476] ; [16.76190476 49.23809524],0
b4,1,0.727713,0.121222,[145 104] ; [40 26],[146.23809524 102.76190476] ; [38.76190476 27.23809524],0
a6,1,0.774723,0.081912,[160  87] ; [44 22],[160.98402556  86.01597444] ; [43.01597444 22.98402556],0
p9,1,0.810674,0.057387,[223  25] ; [60  6],[223.51592357  24.48407643] ; [59.48407643  6.51592357],0
p2,1,0.84232,0.039572,[221  28] ; [58  8],[220.54285714  28.45714286] ; [58.45714286  7.54285714],0
d5,1,0.866841,0.028114,[203  44] ; [54 11],[203.45833333  43.54166667] ; [53.54166667 11.45833333],0
n1,1,0.871032,0.026357,[24 29] ; [6 8],[23.73134328 29.26865672] ; [6.26865672 7.73134328],0
u3,1,0.885248,0.020828,[39 24] ; [14  8],[39.28235294 23.71764706] ; [13.71764706  8.28235294],0
a5,1,0.886317,0.020439,[187  62] ; [49 17],[186.55238095  62.44761905] ; [49.44761905 16.55238095],0
b1,1,0.899941,0.015809,[104 145] ; [27 39],[103.55238095 145.44761905] ; [27.44761905 38.55238095],0
p12,1,0.933915,0.006876,[ 31 217] ; [ 8 58],[ 30.80254777 217.19745223] ; [ 8.19745223 57.80254777],0
