Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,25.174292,[32 81] ; [34 14],[46.32298137 66.67701863] ; [19.67701863 28.32298137],1
v1,1,8.5e-05,15.448723,[38 71] ; [33 15],[49.29299363 59.70700637] ; [21.70700637 26.29299363],1
d1,1,0.000966,10.89221,[36 78] ; [29 20],[45.4601227 68.5398773] ; [19.5398773 29.4601227],1
n4,1,0.002145,9.421022,[70 44] ; [42  7],[78.33128834 35.66871166] ; [33.66871166 15.33128834],0
p6,1,0.003562,8.494559,[30 82] ; [23 22],[37.8089172 74.1910828] ; [15.1910828 29.8089172],0
d5,1,0.008346,6.957674,[71 42] ; [41  8],[78.12345679 34.87654321] ; [33.87654321 15.12345679],0
s8,1,0.014054,6.03139,[31 83] ; [23 26],[37.76687117 76.23312883] ; [16.23312883 32.76687117],0
s7,1,0.019732,5.435475,[35 73] ; [25 23],[41.53846154 66.46153846] ; [18.46153846 29.53846154],0
d2,1,0.021515,5.284591,[32 81] ; [23 26],[38.36419753 74.63580247] ; [16.63580247 32.36419753],0
n2,1,0.027491,4.859713,[29  4] ; [9 6],[26.125  6.875] ; [11.875  3.125],0
n6,1,0.028162,4.818115,[85 29] ; [44  5],[90.2208589 23.7791411] ; [38.7791411 10.2208589],0
b2,1,0.029747,4.723875,[17 45] ; [16 16],[21.76595745 40.23404255] ; [11.23404255 20.76595745],0
b3,1,0.029747,4.723875,[17 45] ; [16 16],[21.76595745 40.23404255] ; [11.23404255 20.76595745],0
a3,1,0.037911,4.309031,[61 52] ; [35 14],[66.96296296 46.03703704] ; [29.03703704 19.96296296],0
d4,1,0.053105,3.740618,[76 38] ; [40  9],[81.12883436 32.87116564] ; [34.87116564 14.12883436],0
p8,1,0.054786,3.688581,[45 68] ; [26 20],[50.4591195 62.5408805] ; [20.5408805 25.4591195],0
p7,1,0.06442,3.419776,[54 57] ; [31 17],[59.33962264 51.66037736] ; [25.66037736 22.33962264],0
p1,1,0.067013,3.354718,[  8 106] ; [ 8 41],[ 11.19018405 102.80981595] ; [ 4.80981595 44.19018405],0
s6,1,0.071884,3.239473,[57 57] ; [29 15],[62.05063291 51.94936709] ; [23.94936709 20.05063291],0
