Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,84.133816,[30 76] ; [213  58],[68.32360743 37.67639257] ; [174.67639257  96.32360743],1
a5,1,4e-06,21.315003,[58 49] ; [213  60],[76.30789474 30.69210526] ; [194.69210526  78.30789474],1
s7,1,6.9e-05,15.82854,[27 73] ; [132 131],[43.80165289 56.19834711] ; [115.19834711 147.80165289],1
n6,1,0.000141,14.489733,[68 39] ; [222  49],[82.08994709 24.91005291] ; [207.91005291  63.08994709],1
p11,1,0.00018,14.030589,[57 50] ; [200  73],[72.36578947 34.63421053] ; [184.63421053  88.36578947],1
s8,1,0.000811,11.216278,[24 82] ; [112 161],[38.03693931 67.96306069] ; [ 97.96306069 175.03693931],1
s4,1,0.001424,10.174717,[28 79] ; [ 34 235],[17.64361702 89.35638298] ; [ 44.35638298 224.64361702],0
p6,1,0.002292,9.299945,[12 93] ; [ 70 200],[22.96 82.04] ; [ 59.04 210.96],0
d2,1,0.002812,8.925627,[44 63] ; [157 113],[57.04774536 49.95225464] ; [143.95225464 126.04774536],0
p3,1,0.004005,8.281703,[24 82] ; [104 168],[35.89417989 70.10582011] ; [ 92.10582011 179.89417989],0
r4,1,0.004629,8.018891,[78 29] ; [233  40],[87.57105263 19.42894737] ; [223.42894737  49.57105263],0
p4,1,0.005199,7.808794,[32 74] ; [125 147],[44.02645503 61.97354497] ; [112.97354497 159.02645503],0
a8,1,0.006119,7.514892,[  4 100] ; [ 34 212],[11.29142857 92.70857143] ; [ 26.70857143 219.29142857],0
u1,1,0.006305,7.461047,[13 94] ; [ 68 205],[22.80789474 84.19210526] ; [ 58.19210526 214.80789474],0
d5,1,0.008258,6.976607,[82 25] ; [239  34],[90.38684211 16.61315789] ; [230.61315789  42.38684211],0
a4,1,0.008732,6.876907,[43 64] ; [150 122],[54.48812665 52.51187335] ; [138.51187335 133.48812665],0
n3,1,0.012158,6.287645,[26 21] ; [57 17],[32.23966942 14.76033058] ; [50.76033058 23.23966942],0
a3,1,0.018041,5.592174,[68 38] ; [208  65],[77.19261214 28.80738786] ; [198.80738786  74.19261214],0
p12,1,0.018412,5.556487,[  1 105] ; [ 19 253],[  5.60846561 100.39153439] ; [ 14.39153439 257.60846561],0
p10,1,0.019067,5.49533,[66 39] ; [204  68],[75.19893899 29.80106101] ; [194.80106101  77.19893899],0
v2,1,0.024676,5.046488,[43 56] ; [149 114],[52.50828729 46.49171271] ; [139.49171271 123.50828729],0
a2,1,0.024791,5.038453,[20 87] ; [ 82 191],[28.72105263 78.27894737] ; [ 73.27894737 199.72105263],0
v3,1,0.027121,4.883063,[25 75] ; [ 97 163],[33.88888889 66.11111111] ; [ 88.11111111 171.88888889],0
r1,1,0.027297,4.871907,[72 34] ; [215  58],[80.26912929 25.73087071] ; [206.73087071  66.26912929],0
s2,1,0.03024,4.695575,[42 64] ; [141 130],[51.4535809 54.5464191] ; [131.5464191 139.4535809],0
r3,1,0.038826,4.26845,[94 13] ; [256  16],[98.81266491  8.18733509] ; [251.18733509  20.81266491],0
d1,1,0.040901,4.180113,[61 46] ; [186  87],[69.55 37.45] ; [177.45  95.55],0
n1,1,0.043307,4.083359,[12 36] ; [31 41],[17.2 30.8] ; [25.8 46.2],0
r2,1,0.044309,4.04473,[92 14] ; [249  18],[96.90616622  9.09383378] ; [244.09383378  22.90616622],0
s3,1,0.067189,3.350394,[48 58] ; [150 119],[55.968 50.032] ; [142.032 126.968],0
b2,1,0.068814,3.311082,[16 38] ; [ 77 100],[21.74025974 32.25974026] ; [ 71.25974026 105.74025974],0
b3,1,0.068814,3.311082,[16 38] ; [ 77 100],[21.74025974 32.25974026] ; [ 71.25974026 105.74025974],0
p2,1,0.089243,2.887973,[67 40] ; [194  77],[73.88095238 33.11904762] ; [187.11904762  83.88095238],0
s6,1,0.096373,2.764571,[57 48] ; [173  99],[64.05835544 40.94164456] ; [165.94164456 106.05835544],0
p9,1,0.097963,2.738397,[73 30] ; [214  57],[79.04010695 23.95989305] ; [207.95989305  63.04010695],0
u3,1,0.192172,1.700891,[26 12] ; [36 29],[22.87378641 15.12621359] ; [39.12621359 25.87378641],0
b5,1,0.208515,1.581705,[64 43] ; [182  91],[69.26842105 37.73157895] ; [176.73157895  96.26842105],0
p7,1,0.245092,1.351064,[37 67] ; [113 155],[41.93548387 62.06451613] ; [108.06451613 159.93548387],0
n2,1,0.292625,1.107506,[28 19] ; [51 23],[30.68595041 16.31404959] ; [48.31404959 25.68595041],0
v1,1,0.328655,0.95419,[43 62] ; [122 140],[47.20708447 57.79291553] ; [117.79291553 144.20708447],0
u4,1,0.41014,0.678396,[  1 106] ; [  6 267],[  1.97105263 105.02894737] ; [  5.02894737 267.97105263],0
p5,1,0.554827,0.348741,[  4 102] ; [ 14 254],[  5.10160428 100.89839572] ; [ 12.89839572 255.10160428],0
v4,1,0.60884,0.261868,[94 12] ; [246  26],[95.34391534 10.65608466] ; [244.65608466  27.34391534],0
a6,1,0.611589,0.257868,[72 35] ; [191  82],[74.05526316 32.94473684] ; [188.94473684  84.05526316],0
a1,1,0.648521,0.20777,[  5 102] ; [ 16 257],[  5.91315789 101.08684211] ; [ 15.08684211 257.91315789],0
b1,1,0.678061,0.172317,[46 61] ; [111 162],[44.20789474 62.79210526] ; [112.79210526 160.20789474],0
a7,1,0.68773,0.161554,[75 32] ; [197  76],[76.58947368 30.41052632] ; [195.41052632  77.58947368],0
s5,1,0.703884,0.144463,[33 70] ; [ 78 182],[31.49586777 71.50413223] ; [ 79.50413223 180.49586777],0
b4,1,0.744413,0.106286,[67 40] ; [166 107],[65.60789474 41.39210526] ; [167.39210526 105.60789474],0
d3,1,0.77029,0.085261,[78 29] ; [203  70],[79.12368421 27.87631579] ; [201.87631579  71.12368421],0
u2,1,0.856863,0.032533,[22 15] ; [38 24],[22.42424242 14.57575758] ; [37.57575758 24.42424242],0
