Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4.8e-05,16.513536,[54 19] ; [13 25],[44.06306306 28.93693694] ; [22.93693694 15.06306306],1
a6,1,0.000539,11.97733,[55 18] ; [16 22],[46.69369369 26.30630631] ; [24.30630631 13.69369369],1
a2,1,0.003121,8.735355,[22 53] ; [ 2 36],[15.92920354 59.07079646] ; [ 8.07079646 29.92920354],0
u1,1,0.005968,7.559789,[17 58] ; [ 1 37],[11.94690265 63.05309735] ; [ 6.05309735 31.94690265],0
d1,1,0.006129,7.511966,[48 27] ; [14 24],[41.15044248 33.84955752] ; [20.84955752 17.15044248],0
a5,1,0.024304,5.072778,[57 18] ; [21 17],[51.7699115 23.2300885] ; [26.2300885 11.7699115],0
b5,1,0.040755,4.186156,[54 21] ; [20 18],[49.11504425 25.88495575] ; [24.88495575 13.11504425],0
p11,1,0.072765,3.219524,[49 26] ; [31  7],[53.09734513 21.90265487] ; [26.90265487 11.09734513],0
b1,1,0.090146,2.871762,[27 48] ; [20 18],[31.19469027 43.80530973] ; [15.80530973 22.19469027],0
d5,1,0.105127,2.625981,[55 18] ; [23 15],[51.2972973 21.7027027] ; [26.7027027 11.2972973],0
n4,1,0.121538,2.397384,[56 19] ; [23 15],[52.43362832 22.56637168] ; [26.56637168 11.43362832],0
d4,1,0.161872,1.956651,[57 16] ; [25 13],[53.92792793 19.07207207] ; [28.07207207  9.92792793],0
v2,1,0.165446,1.923729,[41 29] ; [15 19],[37.69230769 32.30769231] ; [18.30769231 15.69230769],0
p8,1,0.174977,1.839779,[25 50] ; [ 8 30],[21.90265487 53.09734513] ; [11.09734513 26.90265487],0
s8,1,0.179136,1.804778,[31 43] ; [21 17],[34.35714286 39.64285714] ; [17.64285714 20.35714286],0
u3,1,0.190998,1.709901,[13 13] ; [10  4],[14.95 11.05] ; [8.05 5.95],0
b2,1,0.203578,1.616521,[15 33] ; [12 14],[17.51351351 30.48648649] ; [ 9.48648649 16.51351351],0
b3,1,0.203578,1.616521,[15 33] ; [12 14],[17.51351351 30.48648649] ; [ 9.48648649 16.51351351],0
