Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4.8e-05,16.513536,[54 19] ; [13 25],[44.06306306 28.93693694] ; [22.93693694 15.06306306],1
r1,1,0.203684,1.615762,[56 19] ; [24 14],[53.09734513 21.90265487] ; [26.90265487 11.09734513],0
n1,1,0.242403,1.366562,[10 13] ; [10  6],[11.79487179 11.20512821] ; [8.20512821 7.79487179],0
r2,1,0.260675,1.265166,[69  5] ; [33  5],[67.39285714  6.60714286] ; [34.60714286  3.39285714],0
v3,1,0.26933,1.220155,[28 41] ; [10 24],[25.45631068 43.54368932] ; [12.54368932 21.45631068],0
n5,1,0.280139,1.166414,[56 19] ; [24 13],[53.57142857 21.42857143] ; [26.42857143 10.57142857],0
n6,1,0.324911,0.969075,[57 17] ; [26 12],[54.83928571 19.16071429] ; [28.16071429  9.83928571],0
p4,1,0.330341,0.947561,[25 49] ; [16 21],[27.33333333 46.66666667] ; [13.66666667 23.33333333],0
r3,1,0.339338,0.912931,[67  8] ; [36  2],[68.36283186  6.63716814] ; [34.63716814  3.36283186],0
p6,1,0.343221,0.898363,[18 57] ; [12 25],[20.08928571 54.91071429] ; [ 9.91071429 27.08928571],0
p5,1,0.358034,0.844778,[ 8 65] ; [ 2 34],[ 6.69724771 66.30275229] ; [ 3.30275229 32.69724771],0
b4,1,0.375272,0.786131,[46 29] ; [20 18],[43.80530973 31.19469027] ; [22.19469027 15.80530973],0
v4,1,0.382199,0.763617,[69  6] ; [33  5],[67.69911504  7.30088496] ; [34.30088496  3.69911504],0
p10,1,0.391154,0.735351,[64 11] ; [30  8],[62.38938053 12.61061947] ; [31.61061947  6.38938053],0
n3,1,0.41107,0.675703,[16  7] ; [13  3],[17.1025641  5.8974359] ; [11.8974359  4.1025641],0
s4,1,0.412746,0.670877,[16 57] ; [11 27],[17.75675676 55.24324324] ; [ 9.24324324 28.75675676],0
p3,1,0.512782,0.428386,[28 46] ; [12 26],[26.42857143 47.57142857] ; [13.57142857 24.42857143],0
p1,1,0.532998,0.388673,[ 7 68] ; [ 5 33],[ 7.96460177 67.03539823] ; [ 4.03539823 33.96460177],0
s3,1,0.541865,0.372094,[40 33] ; [18 19],[38.49090909 34.50909091] ; [19.50909091 17.49090909],0
s1,1,0.542727,0.370508,[ 4 71] ; [ 3 33],[ 4.72972973 70.27027027] ; [ 2.27027027 33.72972973],0
s2,1,0.687065,0.162281,[39 35] ; [18 19],[38. 36.] ; [19. 18.],0
a3,1,0.747705,0.103469,[49 25] ; [24 14],[48.23214286 25.76785714] ; [24.76785714 13.23214286],0
s5,1,0.807324,0.059477,[21 49] ; [11 23],[21.53846154 48.46153846] ; [10.46153846 23.53846154],0
s6,1,0.808922,0.058475,[45 29] ; [24 14],[45.58928571 28.41071429] ; [23.41071429 14.58928571],0
p7,1,0.819984,0.051786,[28 45] ; [13 23],[27.4587156 45.5412844] ; [13.5412844 22.4587156],0
v1,1,0.836962,0.042346,[34 39] ; [18 19],[34.50909091 38.49090909] ; [17.49090909 19.50909091],0
u2,1,0.841559,0.03996,[14 12] ; [8 6],[14.3 11.7] ; [7.7 6.3],0
a8,1,0.866957,0.028065,[ 8 61] ; [ 4 34],[ 7.73831776 61.26168224] ; [ 4.26168224 33.73831776],0
r4,1,0.874672,0.024878,[64 11] ; [32  6],[63.71681416 11.28318584] ; [32.28318584  5.71681416],0
s7,1,0.92238,0.009494,[32 38] ; [17 21],[31.75925926 38.24074074] ; [17.24074074 20.75925926],0
d2,1,0.950131,0.003912,[34 39] ; [17 20],[33.84545455 39.15454545] ; [17.15454545 19.84545455],0
p12,1,0.981747,0.000523,[ 8 67] ; [ 4 34],[ 7.96460177 67.03539823] ; [ 4.03539823 33.96460177],0
a1,1,0.984422,0.000381,[ 6 69] ; [ 3 35],[ 5.97345133 69.02654867] ; [ 3.02654867 34.97345133],0
u4,1,0.98746,0.000247,[ 4 71] ; [ 2 36],[ 3.98230088 71.01769912] ; [ 2.01769912 35.98230088],0
a4,1,0.994305,5.1e-05,[35 39] ; [18 20],[35.01785714 38.98214286] ; [17.98214286 20.01785714],0
