Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7.1e-05,15.772772,[ 18 105] ; [42 71],[31.27118644 91.72881356] ; [28.72881356 84.27118644],1
u3,1,0.189515,1.72138,[18 23] ; [19 13],[20.78082192 20.21917808] ; [16.21917808 15.78082192],0
b1,1,0.208467,1.582043,[50 73] ; [37 76],[45.34322034 77.65677966] ; [41.65677966 71.34322034],0
r4,1,0.208507,1.581765,[107  16] ; [104   9],[109.97033898  13.02966102] ; [101.02966102  11.97033898],0
d5,1,0.214424,1.541301,[96 26] ; [96 17],[99.67659574 22.32340426] ; [92.32340426 20.67659574],0
b4,1,0.236426,1.401777,[58 65] ; [62 51],[62.54237288 60.45762712] ; [57.45762712 55.54237288],0
r3,1,0.243798,1.358499,[113  10] ; [108   5],[115.18220339   7.81779661] ; [105.81779661   7.18220339],0
n4,1,0.339719,0.911491,[88 35] ; [87 26],[91.20762712 31.79237288] ; [83.79237288 29.20762712],0
p8,1,0.383953,0.758006,[80 42] ; [78 32],[83.0862069 38.9137931] ; [74.9137931 35.0862069],0
v3,1,0.400561,0.706642,[49 72] ; [39 72],[45.89655172 75.10344828] ; [42.10344828 68.89655172],0
p5,1,0.401341,0.704306,[ 13 110] ; [16 97],[ 15.11440678 107.88559322] ; [13.88559322 99.11440678],0
p1,1,0.426831,0.631431,[ 11 112] ; [  7 106],[  9.38135593 113.61864407] ; [  8.61864407 104.38135593],0
a3,1,0.457848,0.551151,[82 40] ; [81 32],[84.6212766 37.3787234] ; [78.3787234 34.6212766],0
a2,1,0.511382,0.431239,[24 99] ; [26 87],[26.05932203 96.94067797] ; [23.94067797 89.05932203],0
p2,1,0.51729,0.419293,[106  15] ; [102  11],[107.55555556  13.44444444] ; [100.44444444  12.55555556],0
v2,1,0.519261,0.415361,[74 46] ; [65 48],[71.58798283 48.41201717] ; [67.41201717 45.58798283],0
a6,1,0.548352,0.360277,[84 39] ; [73 40],[81.82627119 41.17372881] ; [75.17372881 37.82627119],0
n2,1,0.551764,0.354167,[17 10] ; [17  7],[18.  9.] ; [16.  8.],0
d2,1,0.558881,0.341646,[58 65] ; [49 64],[55.76694915 67.23305085] ; [51.23305085 61.76694915],0
p3,1,0.565857,0.329664,[70 52] ; [69 44],[72.16170213 49.83829787] ; [66.83829787 46.16170213],0
b5,1,0.592922,0.285804,[72 51] ; [70 43],[74.00847458 48.99152542] ; [67.99152542 45.00847458],0
a7,1,0.602764,0.270848,[87 35] ; [84 29],[88.77446809 33.22553191] ; [82.22553191 30.77446809],0
n6,1,0.651851,0.203574,[101  21] ; [96 17],[102.27234043  19.72765957] ; [94.72765957 18.27234043],0
a8,1,0.713038,0.135261,[14 93] ; [15 86],[14.91826923 92.08173077] ; [14.08173077 86.91826923],0
b2,1,0.77226,0.083764,[26 46] ; [24 47],[25.17482517 46.82517483] ; [24.82517483 46.17482517],0
b3,1,0.77226,0.083764,[26 46] ; [24 47],[25.17482517 46.82517483] ; [24.82517483 46.17482517],0
a4,1,0.831106,0.04549,[50 73] ; [44 68],[49.2 73.8] ; [44.8 67.2],0
n1,1,0.859882,0.031161,[ 7 19] ; [ 7 17],[ 7.28 18.72] ; [ 6.72 17.28],0
d1,1,0.866186,0.028394,[71 52] ; [64 49],[70.36016949 52.63983051] ; [64.63983051 48.36016949],0
v4,1,0.868934,0.027229,[117   6] ; [108   5],[117.26694915   5.73305085] ; [107.73305085   5.26694915],0
r1,1,0.87221,0.025873,[95 27] ; [87 26],[94.48510638 27.51489362] ; [87.51489362 25.48510638],0
s1,1,0.931237,0.007446,[  2 120] ; [  2 110],[  2.08547009 119.91452991] ; [  1.91452991 110.08547009],0
r2,1,0.981267,0.000551,[111  11] ; [102  10],[111.05128205  10.94871795] ; [101.94871795  10.05128205],0
