Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,115.435603,[ 37 125] ; [116  20],[83.17449664 78.82550336] ; [69.82550336 66.17449664],1
s6,1,0.0,35.201259,[80 81] ; [111  23],[104.24067797  56.75932203] ; [86.75932203 47.24067797],1
s7,1,0.0,28.924665,[ 49 105] ; [84 48],[71.61538462 82.38461538] ; [61.38461538 70.61538462],1
s5,1,0.0,26.311703,[ 27 134] ; [59 75],[ 46.93559322 114.06440678] ; [39.06440678 94.93559322],1
s8,1,0.0,25.426464,[ 42 122] ; [74 63],[ 63.20265781 100.79734219] ; [52.79734219 84.20265781],1
s4,1,0.01341,6.114195,[ 19 145] ; [ 30 105],[ 26.87625418 137.12374582] ; [ 22.12374582 112.87625418],0
n2,1,0.014654,5.957541,[29 13] ; [27  2],[33.12676056  8.87323944] ; [22.87323944  6.12676056],0
p7,1,0.016581,5.740238,[92 69] ; [94 39],[101.85714286  59.14285714] ; [84.14285714 48.85714286],0
a8,1,0.024261,5.075861,[ 13 144] ; [ 22 107],[ 19.21328671 137.78671329] ; [ 15.78671329 113.21328671],0
p6,1,0.033837,4.502932,[ 43 118] ; [52 84],[ 51.4983165 109.5016835] ; [43.5016835 92.4983165],0
r4,1,0.056165,3.647146,[133  31] ; [122  15],[138.93687708  25.06312292] ; [116.06312292  20.93687708],0
r2,1,0.075826,3.15218,[142  21] ; [126   9],[146.59060403  16.40939597] ; [121.40939597  13.59060403],0
d4,1,0.075927,3.149989,[90 74] ; [89 48],[97.5282392 66.4717608] ; [81.4717608 55.5282392],0
n4,1,0.098796,2.724866,[109  55] ; [103  34],[115.50830565  48.49169435] ; [96.49169435 40.50830565],0
v3,1,0.099545,2.712824,[ 47 114] ; [52 84],[ 53.66666667 107.33333333] ; [45.33333333 90.66666667],0
p11,1,0.102557,2.665321,[141  23] ; [108  29],[135.66777409  28.33222591] ; [113.33222591  23.66777409],0
s1,1,0.12633,2.337034,[  4 160] ; [  8 127],[  6.5819398 157.4180602] ; [  5.4180602 129.5819398],0
a1,1,0.1332,2.254809,[  4 160] ; [  8 129],[  6.53820598 157.46179402] ; [  5.46179402 131.53820598],0
r3,1,0.149958,2.072681,[149  14] ; [130   6],[152.09698997  10.90301003] ; [126.90301003   9.09698997],0
n6,1,0.162382,1.951906,[132  32] ; [116  18],[136.48322148  27.51677852] ; [111.51677852  22.48322148],0
b1,1,0.172339,1.862476,[ 58 106] ; [59 78],[ 63.74750831 100.25249169] ; [53.25249169 83.74750831],0
a3,1,0.192469,1.698619,[92 72] ; [87 50],[97.5282392 66.4717608] ; [81.4717608 55.5282392],0
v4,1,0.209298,1.576278,[149  13] ; [129   6],[151.63636364  10.36363636] ; [126.36363636   8.63636364],0
a6,1,0.244793,1.352778,[103  61] ; [77 60],[98.0730897 65.9269103] ; [81.9269103 55.0730897],0
b5,1,0.290536,1.117137,[87 77] ; [81 56],[91.53488372 72.46511628] ; [76.46511628 60.53488372],0
n1,1,0.308512,1.037037,[13 29] ; [12 16],[15. 27.] ; [10. 18.],0
a2,1,0.377996,0.777209,[  9 155] ; [ 11 126],[ 10.89700997 153.10299003] ; [  9.10299003 127.89700997],0
n5,1,0.387366,0.747195,[121  42] ; [106  29],[124.16442953  38.83557047] ; [102.83557047  32.16442953],0
u3,1,0.409071,0.681498,[38 34] ; [29 19],[40.2 31.8] ; [26.8 21.2],0
u2,1,0.449692,0.571429,[44 28] ; [26 22],[42. 30.] ; [28. 20.],0
v1,1,0.469063,0.524182,[77 81] ; [71 63],[80.08219178 77.91780822] ; [67.91780822 66.08219178],0
b4,1,0.486204,0.484915,[88 76] ; [79 58],[90.99003322 73.00996678] ; [76.00996678 60.99003322],0
p1,1,0.499611,0.455763,[ 17 147] ; [ 11 125],[ 15.30666667 148.69333333] ; [ 12.69333333 123.30666667],0
p5,1,0.500074,0.454779,[ 21 143] ; [ 14 122],[ 19.13333333 144.86666667] ; [ 15.86666667 120.13333333],0
p12,1,0.517981,0.417912,[  9 154] ; [ 10 126],[ 10.35785953 152.64214047] ; [  8.64214047 127.35785953],0
u1,1,0.537454,0.380278,[  6 158] ; [  7 130],[  7.08305648 156.91694352] ; [  5.91694352 131.08305648],0
a7,1,0.54176,0.372287,[110  54] ; [86 49],[107.50501672  56.49498328] ; [88.49498328 46.50501672],0
b3,1,0.639338,0.219609,[29 58] ; [28 48],[30.42331288 56.57668712] ; [26.57668712 49.42331288],0
b2,1,0.639338,0.219609,[29 58] ; [28 48],[30.42331288 56.57668712] ; [26.57668712 49.42331288],0
r1,1,0.640302,0.218348,[115  48] ; [100  37],[116.81666667  46.18333333] ; [98.18333333 38.81666667],0
v2,1,0.642092,0.216017,[80 75] ; [64 67],[78.04195804 76.95804196] ; [65.95804196 65.04195804],0
p3,1,0.643031,0.2148,[75 89] ; [59 78],[73.00996678 90.99003322] ; [60.99003322 76.00996678],0
d2,1,0.68171,0.168207,[ 20 143] ; [ 19 118],[ 21.19 141.81] ; [ 17.81 119.19],0
p2,1,0.703457,0.144901,[136  28] ; [115  21],[137.21333333  26.78666667] ; [113.78666667  22.21333333],0
p4,1,0.731423,0.117809,[86 77] ; [75 62],[87.47666667 75.52333333] ; [73.52333333 63.47666667],0
p9,1,0.788684,0.071835,[151  12] ; [128   9],[151.59  11.41] ; [127.41   9.59],0
d3,1,0.806209,0.060181,[67 96] ; [54 82],[65.9632107 97.0367893] ; [55.0367893 80.9632107],0
p8,1,0.879468,0.022996,[86 76] ; [71 65],[85.34899329 76.65100671] ; [71.65100671 64.34899329],0
a5,1,0.88386,0.021339,[98 66] ; [83 54],[98.6179402 65.3820598] ; [82.3820598 54.6179402],0
a4,1,0.895268,0.017329,[ 42 122] ; [ 36 101],[ 42.49833887 121.50166113] ; [ 35.50166113 101.49833887],0
n3,1,0.896108,0.017051,[31 11] ; [21  8],[30.76056338 11.23943662] ; [21.23943662  7.76056338],0
d5,1,0.977505,0.000795,[95 69] ; [79 57],[95.12 68.88] ; [78.88 57.12],0
