Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.203661,[33 16] ; [ 5 30],[22.16666667 26.83333333] ; [15.83333333 19.16666667],1
s3,1,7e-06,20.244113,[33 14] ; [ 7 28],[22.92682927 24.07317073] ; [17.07317073 17.92682927],1
s7,1,0.000663,11.590154,[28 20] ; [ 7 27],[20.48780488 27.51219512] ; [14.51219512 19.48780488],1
s8,1,0.002301,9.292668,[25 23] ; [ 7 29],[18.28571429 29.71428571] ; [13.71428571 22.28571429],0
s5,1,0.008309,6.965674,[13 33] ; [ 2 34],[ 8.41463415 37.58536585] ; [ 6.58536585 29.41463415],0
u2,1,0.047527,3.926617,[14  5] ; [6 9],[11.17647059  7.82352941] ; [8.82352941 6.17647059],0
r1,1,0.067781,3.33595,[41  8] ; [24 12],[37.47058824 11.52941176] ; [27.52941176  8.47058824],0
p5,1,0.082065,3.02352,[ 9 40] ; [ 2 34],[ 6.34117647 42.65882353] ; [ 4.65882353 31.34117647],0
p4,1,0.084622,2.973823,[31 18] ; [16 20],[27.09411765 21.90588235] ; [19.90588235 16.09411765],0
n4,1,0.100246,2.701625,[38 11] ; [22 14],[34.58823529 14.41176471] ; [25.41176471 10.58823529],0
r2,1,0.104117,2.641313,[47  2] ; [31  5],[44.96470588  4.03529412] ; [33.03529412  2.96470588],0
p6,1,0.108383,2.57764,[14 35] ; [ 5 31],[10.95294118 38.04705882] ; [ 8.04705882 27.95294118],0
p9,1,0.11287,2.513574,[45  4] ; [28  7],[42.58333333  6.41666667] ; [30.41666667  4.58333333],0
s4,1,0.116684,2.461278,[ 6 43] ; [ 1 35],[ 4.03529412 44.96470588] ; [ 2.96470588 33.03529412],0
n6,1,0.127453,2.323251,[43  6] ; [27  9],[40.35294118  8.64705882] ; [29.64705882  6.35294118],0
v1,1,0.143665,2.138262,[27 21] ; [14 21],[23.71084337 24.28915663] ; [17.28915663 17.71084337],0
n1,1,0.17753,1.818182,[7 4] ; [3 6],[5.5 5.5] ; [4.5 4.5],0
a8,1,0.305185,1.051399,[ 6 37] ; [ 2 29],[ 4.64864865 38.35135135] ; [ 3.35135135 27.64864865],0
p3,1,0.328614,0.954353,[22 27] ; [12 23],[19.83333333 29.16666667] ; [14.16666667 20.83333333],0
p2,1,0.342924,0.899471,[42  7] ; [28  8],[40.35294118  8.64705882] ; [29.64705882  6.35294118],0
a2,1,0.342924,0.899471,[ 7 42] ; [ 8 28],[ 8.64705882 40.35294118] ; [ 6.35294118 29.64705882],0
b4,1,0.373333,0.792541,[28 21] ; [24 12],[29.97647059 19.02352941] ; [22.02352941 13.97647059],0
d3,1,0.433284,0.614006,[30 19] ; [25 11],[31.70588235 17.29411765] ; [23.29411765 12.70588235],0
p12,1,0.462941,0.538776,[ 5 44] ; [ 2 33],[ 4.08333333 44.91666667] ; [ 2.91666667 32.08333333],0
n2,1,0.492353,0.47138,[7 4] ; [7 2],[7.7 3.3] ; [6.3 2.7],0
n5,1,0.533948,0.386873,[37 12] ; [25 11],[35.74117647 13.25882353] ; [26.25882353  9.74117647],0
a5,1,0.533948,0.386873,[37 12] ; [25 11],[35.74117647 13.25882353] ; [26.25882353  9.74117647],0
d1,1,0.556132,0.346445,[29 20] ; [19 17],[27.67058824 21.32941176] ; [20.32941176 15.67058824],0
v3,1,0.566704,0.328229,[18 30] ; [11 24],[16.77108434 31.22891566] ; [12.22891566 22.77108434],0
v2,1,0.61441,0.253803,[26 22] ; [17 18],[24.86746988 23.13253012] ; [18.13253012 16.86746988],0
b3,1,0.638145,0.221176,[ 9 18] ; [ 8 12],[ 9.76595745 17.23404255] ; [ 7.23404255 12.76595745],0
b2,1,0.638145,0.221176,[ 9 18] ; [ 8 12],[ 9.76595745 17.23404255] ; [ 7.23404255 12.76595745],0
n3,1,0.653095,0.20202,[5 6] ; [5 4],[5.5 5.5] ; [4.5 4.5],0
v4,1,0.694157,0.154622,[46  3] ; [33  3],[45.54117647  3.45882353] ; [33.45882353  2.54117647],0
a3,1,0.698791,0.149733,[30 18] ; [21 15],[29.14285714 18.85714286] ; [21.85714286 14.14285714],0
u3,1,0.729797,0.119298,[ 9 10] ; [8 7],[9.5 9.5] ; [7.5 7.5],0
b5,1,0.738005,0.111888,[29 20] ; [20 16],[28.24705882 20.75294118] ; [20.75294118 15.24705882],0
a4,1,0.745714,0.105168,[19 29] ; [13 23],[18.28571429 29.71428571] ; [13.71428571 22.28571429],0
u4,1,0.747529,0.103619,[ 2 47] ; [ 1 35],[ 1.72941176 47.27058824] ; [ 1.27058824 34.72941176],0
p1,1,0.757683,0.095188,[ 8 41] ; [ 5 31],[ 7.49411765 41.50588235] ; [ 5.50588235 30.49411765],0
r3,1,0.770389,0.085186,[44  5] ; [33  3],[44.38823529  4.61176471] ; [32.61176471  3.38823529],0
d5,1,0.776878,0.08031,[34 15] ; [26 10],[34.58823529 14.41176471] ; [25.41176471 10.58823529],0
p10,1,0.787406,0.072727,[38 11] ; [28  7],[38.5 10.5] ; [27.5  7.5],0
b1,1,0.790039,0.070894,[15 34] ; [12 24],[15.56470588 33.43529412] ; [11.43529412 24.56470588],0
d2,1,0.872712,0.025669,[24 25] ; [17 19],[23.63529412 25.36470588] ; [17.36470588 18.63529412],0
a7,1,0.898239,0.016355,[36 13] ; [26 10],[35.74117647 13.25882353] ; [26.25882353  9.74117647],0
s1,1,0.912603,0.012046,[ 3 46] ; [ 2 34],[ 2.88235294 46.11764706] ; [ 2.11764706 33.88235294],0
d4,1,0.912603,0.012046,[39 10] ; [29  7],[39.2  9.8] ; [28.8  7.2],0
a6,1,0.952939,0.003483,[31 18] ; [23 13],[31.12941176 17.87058824] ; [22.87058824 13.12941176],0
u1,1,0.958595,0.002695,[ 7 42] ; [ 5 31],[ 6.91764706 42.08235294] ; [ 5.08235294 30.91764706],0
p11,1,0.995528,3.1e-05,[34 15] ; [25 11],[34.01176471 14.98823529] ; [24.98823529 11.01176471],0
