Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000881,11.061818,[ 4 21] ; [8 3],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],1
s6,1,0.001129,10.603636,[ 8 17] ; [10  1],[12.5 12.5] ; [5.5 5.5],0
s2,1,0.010515,6.545455,[ 5 20] ; [7 4],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],0
n4,1,0.025163,5.012636,[13 12] ; [10  1],[15.97222222  9.02777778] ; [7.02777778 3.97222222],0
d4,1,0.040685,4.189091,[14 11] ; [10  1],[16.66666667  8.33333333] ; [7.33333333 3.66666667],0
d1,1,0.043343,4.081983,[ 7 18] ; [7 4],[ 9.72222222 15.27777778] ; [4.27777778 6.72222222],0
p1,1,0.088864,2.894832,[ 3 22] ; [4 7],[ 4.86111111 20.13888889] ; [2.13888889 8.86111111],0
a5,1,0.090926,2.857898,[13 12] ; [9 2],[15.27777778  9.72222222] ; [6.72222222 4.27777778],0
n6,1,0.090926,2.857898,[13 12] ; [9 2],[15.27777778  9.72222222] ; [6.72222222 4.27777778],0
p6,1,0.11625,2.467133,[ 5 20] ; [5 6],[ 6.94444444 18.05555556] ; [3.05555556 7.94444444],0
d5,1,0.13738,2.207066,[14 11] ; [9 2],[15.97222222  9.02777778] ; [7.02777778 3.97222222],0
s1,1,0.156138,2.01124,[ 1 24] ; [2 9],[ 2.08333333 22.91666667] ; [ 0.91666667 10.08333333],0
a3,1,0.174196,1.846454,[14 10] ; [9 2],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
d2,1,0.201176,1.633813,[ 8 17] ; [6 5],[ 9.72222222 15.27777778] ; [4.27777778 6.72222222],0
p7,1,0.213024,1.550752,[11 11] ; [3 8],[ 9.33333333 12.66666667] ; [4.66666667 6.33333333],0
a6,1,0.277726,1.178182,[11 14] ; [7 4],[12.5 12.5] ; [5.5 5.5],0
p4,1,0.277726,1.178182,[11 14] ; [7 4],[12.5 12.5] ; [5.5 5.5],0
v4,1,0.297798,1.08403,[19  6] ; [10  1],[20.13888889  4.86111111] ; [8.86111111 2.13888889],0
s8,1,0.306136,1.047273,[ 7 18] ; [5 6],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],0
v2,1,0.329111,0.952393,[ 5 19] ; [4 7],[ 6.17142857 17.82857143] ; [2.82857143 8.17142857],0
a4,1,0.345976,0.888162,[ 7 17] ; [5 6],[ 8.22857143 15.77142857] ; [3.77142857 7.22857143],0
p2,1,0.356981,0.848485,[16  8] ; [9 2],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
v1,1,0.386671,0.749384,[12 13] ; [7 4],[13.19444444 11.80555556] ; [5.80555556 5.19444444],0
n5,1,0.393841,0.727049,[17  8] ; [9 2],[18.05555556  6.94444444] ; [7.94444444 3.05555556],0
s3,1,0.410966,0.676003,[ 8 15] ; [5 5],[ 9.06060606 13.93939394] ; [3.93939394 6.06060606],0
b1,1,0.463956,0.536333,[15 10] ; [8 3],[15.97222222  9.02777778] ; [7.02777778 3.97222222],0
p5,1,0.466479,0.530303,[ 4 20] ; [3 8],[ 4.8 19.2] ; [2.2 8.8],0
p3,1,0.477688,0.504137,[10 14] ; [6 5],[10.97142857 13.02857143] ; [5.02857143 5.97142857],0
v3,1,0.48966,0.477273,[ 6 18] ; [4 7],[ 6.85714286 17.14285714] ; [3.14285714 7.85714286],0
a7,1,0.517482,0.418909,[13 12] ; [7 4],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
u1,1,0.539038,0.377326,[ 1 24] ; [ 1 10],[ 1.38888889 23.61111111] ; [ 0.61111111 10.38888889],0
s7,1,0.549141,0.358859,[ 8 15] ; [5 6],[ 8.79411765 14.20588235] ; [4.20588235 6.79411765],0
s4,1,0.621273,0.244082,[ 3 22] ; [2 9],[ 3.47222222 21.52777778] ; [1.52777778 9.47222222],0
