Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000184,13.98921,[38 16] ; [ 70 100],[26.03571429 27.96428571] ; [81.96428571 88.03571429],1
s8,1,0.003596,8.477459,[25 31] ; [ 42 131],[16.38427948 39.61572052] ; [ 50.61572052 122.38427948],0
s7,1,0.021852,5.257494,[23 32] ; [ 41 120],[16.2962963 38.7037037] ; [ 47.7037037 113.2962963],0
u2,1,0.043338,4.082155,[ 5 12] ; [37 28],[8.70731707 8.29268293] ; [33.29268293 31.70731707],0
r3,1,0.149717,2.075134,[55  1] ; [162  12],[52.83478261  3.16521739] ; [164.16521739   9.83478261],0
p2,1,0.153003,2.042056,[53  3] ; [153  21],[50.15652174  5.84347826] ; [155.84347826  18.15652174],0
p10,1,0.159246,1.981372,[43 12] ; [149  24],[46.31578947  8.68421053] ; [145.68421053  27.31578947],0
b1,1,0.170671,1.877042,[25 31] ; [ 60 114],[20.69565217 35.30434783] ; [ 64.30434783 109.69565217],0
a6,1,0.186414,1.745734,[42 14] ; [114  60],[37.9826087 18.0173913] ; [118.0173913  55.9826087],0
v2,1,0.217887,1.518236,[27 28] ; [99 70],[30.9375 24.0625] ; [95.0625 73.9375],0
s4,1,0.224339,1.4764,[ 8 48] ; [ 15 158],[ 5.62445415 50.37554585] ; [ 17.37554585 155.62445415],0
n4,1,0.236456,1.401601,[45 11] ; [126  48],[41.63478261 14.36521739] ; [129.36521739  44.63478261],0
a1,1,0.246536,1.342827,[ 3 53] ; [  4 170],[ 1.70434783 54.29565217] ; [  5.29565217 168.70434783],0
p7,1,0.259318,1.272394,[47  8] ; [135  37],[44.0969163 10.9030837] ; [137.9030837  34.0969163],0
p9,1,0.276962,1.181936,[46 10] ; [152  21],[48.41921397  7.58078603] ; [149.58078603  23.41921397],0
r1,1,0.339995,0.91045,[42 14] ; [140  33],[44.50655022 11.49344978] ; [137.49344978  35.50655022],0
p11,1,0.344687,0.89292,[45 11] ; [149  25],[47.23478261  8.76521739] ; [146.76521739  27.23478261],0
b3,1,0.358026,0.844805,[13 20] ; [32 72],[10.83941606 22.16058394] ; [34.16058394 69.83941606],0
b2,1,0.358026,0.844805,[13 20] ; [32 72],[10.83941606 22.16058394] ; [34.16058394 69.83941606],0
a3,1,0.36658,0.815223,[39 17] ; [109  64],[36.19213974 19.80786026] ; [111.80786026  61.19213974],0
d2,1,0.366684,0.81487,[28 28] ; [75 99],[25.07826087 30.92173913] ; [77.92173913 96.07826087],0
u4,1,0.395895,0.720758,[ 1 55] ; [  1 173],[ 0.48695652 55.51304348] ; [  1.51304348 172.48695652],0
p3,1,0.407922,0.684848,[36 20] ; [101  73],[33.35652174 22.64347826] ; [103.64347826  70.35652174],0
b4,1,0.422434,0.643535,[34 22] ; [95 79],[31.40869565 24.59130435] ; [97.59130435 76.40869565],0
r2,1,0.423407,0.640839,[52  3] ; [155  15],[50.6  4.4] ; [156.4  13.6],0
v1,1,0.476465,0.506943,[28 27] ; [97 75],[30.28634361 24.71365639] ; [94.71365639 77.28634361],0
n3,1,0.478308,0.502719,[6 4] ; [23  9],[6.9047619 3.0952381] ; [22.0952381  9.9047619],0
