Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.845259,[17 34] ; [67 23],[30.38297872 20.61702128] ; [53.61702128 36.38297872],1
a6,1,2.1e-05,18.102359,[19 32] ; [67 24],[30.88732394 20.11267606] ; [55.11267606 35.88732394],1
d5,1,0.000503,12.102759,[26 25] ; [72 19],[35.1971831 15.8028169] ; [62.8028169 28.1971831],1
d1,1,0.001081,10.683336,[13 38] ; [49 42],[22.26760563 28.73239437] ; [39.73239437 51.26760563],0
s6,1,0.001183,10.516746,[15 34] ; [54 37],[24.15 24.85] ; [44.85 46.15],0
p2,1,0.001186,10.511573,[23 28] ; [66 25],[31.96478873 19.03521127] ; [57.03521127 33.96478873],0
p10,1,0.004642,8.013716,[22 28] ; [61 28],[29.85611511 20.14388489] ; [53.14388489 35.85611511],0
d4,1,0.014454,5.981816,[32 18] ; [75 16],[37.94326241 12.05673759] ; [69.05673759 21.94326241],0
u1,1,0.018101,5.586385,[ 1 50] ; [13 78],[ 5.02816901 45.97183099] ; [ 8.97183099 82.02816901],0
r3,1,0.01862,5.536816,[41 10] ; [85  6],[45.25352113  5.74647887] ; [80.74647887 10.25352113],0
v4,1,0.018684,5.530864,[41  9] ; [85  5],[45.  5.] ; [81.  9.],0
n5,1,0.036418,4.377428,[22 28] ; [24 66],[16.42857143 33.57142857] ; [29.57142857 60.42857143],0
n2,1,0.045308,4.007143,[22  6] ; [22 18],[18.11764706  9.88235294] ; [25.88235294 14.11764706],0
a2,1,0.059292,3.55707,[ 4 47] ; [18 73],[ 7.90140845 43.09859155] ; [14.09859155 76.90140845],0
r1,1,0.071757,3.242362,[28 23] ; [63 27],[32.91489362 18.08510638] ; [58.08510638 31.91489362],0
p9,1,0.075946,3.149582,[29 20] ; [65 23],[33.62043796 15.37956204] ; [60.37956204 27.62043796],0
b1,1,0.095109,2.785696,[27 24] ; [35 56],[22.26760563 28.73239437] ; [39.73239437 51.26760563],0
s1,1,0.108641,2.573885,[ 4 47] ; [ 2 89],[ 2.15492958 48.84507042] ; [ 3.84507042 87.15492958],0
a4,1,0.138774,2.191506,[22 29] ; [28 63],[17.95774648 33.04225352] ; [32.04225352 58.95774648],0
r4,1,0.139154,2.187293,[34 17] ; [71 20],[37.71126761 13.28873239] ; [67.28873239 23.71126761],0
v3,1,0.147176,2.101283,[ 7 41] ; [22 65],[10.31111111 37.68888889] ; [18.68888889 68.31111111],0
s7,1,0.156776,2.005052,[ 9 37] ; [27 60],[12.45112782 33.54887218] ; [23.54887218 63.45112782],0
v2,1,0.218163,1.516414,[17 31] ; [39 45],[20.36363636 27.63636364] ; [35.63636364 48.36363636],0
p3,1,0.224197,1.477302,[ 9 42] ; [24 66],[11.93617021 39.06382979] ; [21.06382979 68.93617021],0
p7,1,0.228798,1.448315,[22 28] ; [30 59],[18.70503597 31.29496403] ; [33.29496403 55.70503597],0
b5,1,0.259443,1.271729,[27 24] ; [57 34],[30.16901408 20.83098592] ; [53.83098592 37.16901408],0
p4,1,0.264055,1.247372,[13 37] ; [32 59],[15.95744681 34.04255319] ; [29.04255319 61.95744681],0
a5,1,0.271812,1.20758,[22 29] ; [48 43],[25.14084507 25.85915493] ; [44.85915493 46.14084507],0
r2,1,0.274783,1.192712,[42  9] ; [80 10],[44.12765957  6.87234043] ; [77.87234043 12.12765957],0
u2,1,0.281504,1.159816,[ 9 12] ; [18 13],[10.90384615 10.09615385] ; [16.09615385 14.90384615],0
p11,1,0.293854,1.101879,[31 20] ; [47 44],[28.01408451 22.98591549] ; [49.98591549 41.01408451],0
s2,1,0.303825,1.057331,[17 33] ; [39 52],[19.85815603 30.14184397] ; [36.14184397 54.85815603],0
s4,1,0.364728,0.821549,[10 41] ; [24 67],[12.21126761 38.78873239] ; [21.78873239 69.21126761],0
a8,1,0.377468,0.778932,[ 4 45] ; [ 4 85],[ 2.84057971 46.15942029] ; [ 5.15942029 83.84057971],0
u3,1,0.38877,0.742785,[12  9] ; [22 10],[13.47169811  7.52830189] ; [20.52830189 11.47169811],0
v1,1,0.394605,0.724706,[22 28] ; [33 57],[19.64285714 30.35714286] ; [35.35714286 54.64285714],0
s8,1,0.397335,0.716376,[10 40] ; [24 67],[12.05673759 37.94326241] ; [21.94326241 69.05673759],0
n6,1,0.398792,0.711965,[30 21] ; [60 31],[32.32394366 18.67605634] ; [57.67605634 33.32394366],0
n3,1,0.649447,0.206597,[17 10] ; [28 13],[17.86764706  9.13235294] ; [27.13235294 13.86764706],0
d2,1,0.654456,0.200328,[21 30] ; [34 57],[19.75352113 31.24647887] ; [35.24647887 55.75352113],0
a3,1,0.66124,0.19202,[30 20] ; [58 33],[31.20567376 18.79432624] ; [56.79432624 34.20567376],0
b2,1,0.678301,0.172045,[ 7 22] ; [12 30],[ 7.76056338 21.23943662] ; [11.23943662 30.76056338],0
b3,1,0.678301,0.172045,[ 7 22] ; [12 30],[ 7.76056338 21.23943662] ; [11.23943662 30.76056338],0
