Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,33.098858,[168  80] ; [10 35],[150.66211604  97.33788396] ; [27.33788396 17.66211604],1
p8,1,1e-06,23.228612,[148 104] ; [10 38],[132.72 119.28] ; [25.28 22.72],1
p10,1,3.3e-05,17.234296,[216  36] ; [29 19],[205.8  46.2] ; [39.2  8.8],1
d5,1,0.000452,12.303102,[198  55] ; [26 22],[188.27906977  64.72093023] ; [35.72093023 12.27906977],1
p6,1,0.001995,9.554459,[101 151] ; [ 8 40],[ 91.56 160.44] ; [17.44 30.56],0
p9,1,0.002286,9.304183,[218  34] ; [33 15],[210.84  41.16] ; [40.16  7.84],0
p4,1,0.008623,6.899204,[155  99] ; [19 28],[146.83056478 107.16943522] ; [27.16943522 19.83056478],0
v4,1,0.01552,5.856452,[243  10] ; [42  6],[239.55149502  13.44850498] ; [45.44850498  2.55149502],0
u4,1,0.015637,5.84326,[  1 253] ; [ 2 46],[  2.52317881 251.47682119] ; [ 0.47682119 47.52317881],0
a7,1,0.018348,5.562596,[172  82] ; [24 24],[164.84768212  89.15231788] ; [31.15231788 16.84768212],0
s1,1,0.02443,5.063877,[  8 243] ; [ 5 43],[ 10.91304348 240.08695652] ; [ 2.08695652 45.91304348],0
s3,1,0.030428,4.684925,[145 107] ; [19 28],[138.22073579 113.77926421] ; [25.77926421 21.22073579],0
a5,1,0.045502,3.99994,[180  74] ; [27 21],[174.09933775  79.90066225] ; [32.90066225 15.09933775],0
s6,1,0.047598,3.924137,[169  79] ; [25 22],[163.09152542  84.90847458] ; [30.90847458 16.09152542],0
d3,1,0.056221,3.645484,[164  90] ; [24 24],[158.1192053  95.8807947] ; [29.8807947 18.1192053],0
s5,1,0.086618,2.936127,[ 84 167] ; [ 9 35],[ 79.12881356 171.87118644] ; [13.87118644 30.12881356],0
a3,1,0.125479,2.347565,[167  87] ; [26 22],[162.32450331  91.67549669] ; [30.67549669 17.32450331],0
b5,1,0.131961,2.269287,[145 109] ; [33 15],[149.70860927 104.29139073] ; [28.29139073 19.70860927],0
p3,1,0.138095,2.199054,[119 134] ; [17 31],[114.31229236 138.68770764] ; [21.68770764 26.31229236],0
n1,1,0.169165,1.890331,[19 37] ; [8 7],[21.29577465 34.70422535] ; [5.70422535 9.29577465],0
v3,1,0.183055,1.772648,[ 40 212] ; [11 35],[ 43.12751678 208.87248322] ; [ 7.87248322 38.12751678],0
d4,1,0.2617,1.259739,[198  55] ; [34 14],[195.00332226  57.99667774] ; [36.99667774 11.00332226],0
r1,1,0.266805,1.233101,[189  65] ; [32 16],[185.87417219  68.12582781] ; [35.12582781 12.87417219],0
p12,1,0.27221,1.205579,[ 15 236] ; [ 1 47],[ 13.43143813 237.56856187] ; [ 2.56856187 45.43143813],0
