Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,9.9e-05,15.154254,[ 7 20] ; [18  4],[13.7755102 13.2244898] ; [11.2244898 10.7755102],1
p10,1,0.000776,11.29776,[ 7 21] ; [16  6],[12.88 15.12] ; [10.12 11.88],1
p4,1,0.009686,6.69177,[ 5 23] ; [12 11],[ 9.33333333 18.66666667] ; [ 7.66666667 15.33333333],0
v1,1,0.011126,6.445058,[ 4 23] ; [11 12],[ 8.1 18.9] ; [ 6.9 16.1],0
p11,1,0.013403,6.115165,[11 17] ; [17  6],[15.37254902 12.62745098] ; [12.62745098 10.37254902],0
p6,1,0.029921,4.713842,[ 2 26] ; [ 7 16],[ 4.94117647 23.05882353] ; [ 4.05882353 18.94117647],0
p8,1,0.033137,4.538705,[ 4 24] ; [ 9 13],[ 7.28 20.72] ; [ 5.72 16.28],0
r4,1,0.0458,3.988934,[ 7 21] ; [12 11],[10.43137255 17.56862745] ; [ 8.56862745 14.43137255],0
n6,1,0.046605,3.959596,[12 15] ; [16  6],[15.42857143 11.57142857] ; [12.57142857  9.42857143],0
s6,1,0.062749,3.463203,[ 8 20] ; [12 10],[11.2 16.8] ; [ 8.8 13.2],0
r1,1,0.065282,3.397848,[11 17] ; [15  8],[14.2745098 13.7254902] ; [11.7254902 11.2745098],0
s8,1,0.077557,3.115358,[ 3 25] ; [ 7 16],[ 5.49019608 22.50980392] ; [ 4.50980392 18.49019608],0
r3,1,0.087726,2.915606,[17 11] ; [19  4],[19.76470588  8.23529412] ; [16.23529412  6.76470588],0
p5,1,0.098645,2.727322,[ 1 27] ; [ 4 19],[ 2.74509804 25.25490196] ; [ 2.25490196 20.74509804],0
n5,1,0.111406,2.534161,[12 16] ; [15  8],[14.82352941 13.17647059] ; [12.17647059 10.82352941],0
v2,1,0.137293,2.208046,[10 18] ; [13 10],[12.62745098 15.37254902] ; [10.37254902 12.62745098],0
p7,1,0.163645,1.940217,[ 7 21] ; [10 13],[ 9.33333333 18.66666667] ; [ 7.66666667 15.33333333],0
u2,1,0.182422,1.777778,[5 5] ; [1 5],[3.75 6.25] ; [2.25 3.75],0
d1,1,0.219787,1.505758,[17 11] ; [10 13],[14.82352941 13.17647059] ; [12.17647059 10.82352941],0
p1,1,0.235004,1.410316,[ 4 24] ; [ 1 22],[ 2.74509804 25.25490196] ; [ 2.25490196 20.74509804],0
u3,1,0.247004,1.340171,[1 9] ; [2 4],[1.875 8.125] ; [1.125 4.875],0
s5,1,0.251221,1.316501,[ 5 23] ; [ 7 15],[ 6.72 21.28] ; [ 5.28 16.72],0
n3,1,0.252136,1.311429,[6 6] ; [4 1],[7.05882353 4.94117647] ; [2.94117647 2.05882353],0
d3,1,0.274905,1.192108,[14 14] ; [15  8],[15.92156863 12.07843137] ; [13.07843137  9.92156863],0
p3,1,0.279184,1.17106,[ 7 21] ; [ 9 14],[ 8.78431373 19.21568627] ; [ 7.21568627 15.78431373],0
d2,1,0.297147,1.086957,[18  9] ; [12 11],[16.2 10.8] ; [13.8  9.2],0
a6,1,0.331382,0.943488,[12 16] ; [13 10],[13.7254902 14.2745098] ; [11.2745098 11.7254902],0
s1,1,0.400076,0.708099,[ 3 25] ; [ 1 22],[ 2.19607843 25.80392157] ; [ 1.80392157 21.19607843],0
s2,1,0.405756,0.691201,[ 6 22] ; [ 7 15],[ 7.28 20.72] ; [ 5.72 16.28],0
a3,1,0.460944,0.5436,[18 10] ; [17  6],[19.21568627  8.78431373] ; [15.78431373  7.21568627],0
a2,1,0.480737,0.497191,[ 2 26] ; [ 3 20],[ 2.74509804 25.25490196] ; [ 2.25490196 20.74509804],0
n4,1,0.510443,0.433159,[17 11] ; [16  7],[18.11764706  9.88235294] ; [14.88235294  8.11764706],0
s3,1,0.516889,0.420096,[11 16] ; [11 11],[12.12244898 14.87755102] ; [ 9.87755102 12.12244898],0
a4,1,0.670379,0.181159,[ 9 18] ; [ 9 14],[ 9.72 17.28] ; [ 8.28 14.72],0
u1,1,0.672939,0.178183,[ 2 26] ; [ 1 22],[ 1.64705882 26.35294118] ; [ 1.35294118 21.64705882],0
s7,1,0.69537,0.153333,[ 7 18] ; [ 7 14],[ 7.60869565 17.39130435] ; [ 6.39130435 14.60869565],0
b2,1,0.699454,0.149041,[ 7 13] ; [ 7 10],[ 7.56756757 12.43243243] ; [ 6.43243243 10.56756757],0
b3,1,0.699454,0.149041,[ 7 13] ; [ 7 10],[ 7.56756757 12.43243243] ; [ 6.43243243 10.56756757],0
v3,1,0.729729,0.11936,[ 7 20] ; [ 5 18],[ 6.48 20.52] ; [ 5.52 17.48],0
r2,1,0.732455,0.11687,[14 11] ; [14  9],[14.58333333 10.41666667] ; [13.41666667  9.58333333],0
d5,1,0.78472,0.074624,[21  7] ; [18  5],[21.41176471  6.58823529] ; [17.58823529  5.41176471],0
a8,1,0.793428,0.068571,[ 5 23] ; [ 3 17],[ 4.66666667 23.33333333] ; [ 3.33333333 16.66666667],0
s4,1,0.797262,0.065994,[ 3 25] ; [ 3 20],[ 3.29411765 24.70588235] ; [ 2.70588235 20.29411765],0
a5,1,0.801752,0.063041,[18 10] ; [14  9],[17.56862745 10.43137255] ; [14.43137255  8.56862745],0
n2,1,0.813945,0.055385,[7 6] ; [3 2],[7.22222222 5.77777778] ; [2.77777778 2.22222222],0
b5,1,0.877192,0.02388,[14 14] ; [12 11],[14.2745098 13.7254902] ; [11.7254902 11.2745098],0
a7,1,0.877192,0.02388,[14 14] ; [11 12],[13.7254902 14.2745098] ; [11.2745098 11.7254902],0
b1,1,0.877192,0.02388,[14 14] ; [12 11],[14.2745098 13.7254902] ; [11.7254902 11.2745098],0
b4,1,0.884458,0.021118,[20  8] ; [16  7],[19.76470588  8.23529412] ; [16.23529412  6.76470588],0
a1,1,0.886974,0.020202,[ 1 27] ; [ 1 22],[ 1.09803922 26.90196078] ; [ 0.90196078 22.09803922],0
