Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,95.612074,[264  62] ; [43 86],[219.96043956 106.03956044] ; [87.03956044 41.96043956],1
n6,1,0.0,29.555666,[280  46] ; [82 48],[258.79824561  67.20175439] ; [103.20175439  26.79824561],1
a5,1,7e-06,20.260589,[261  69] ; [76 54],[241.76086957  88.23913043] ; [95.23913043 34.76086957],1
s7,1,0.000121,14.775646,[152 166] ; [34 89],[134.12244898 183.87755102] ; [51.87755102 71.12244898],1
p4,1,0.000193,13.902058,[198 130] ; [53 76],[180.1487965 147.8512035] ; [70.8512035 58.1487965],1
a8,1,0.000229,13.580162,[ 51 258] ; [  4 117],[ 39.52325581 269.47674419] ; [ 15.47674419 105.52325581],1
r4,1,0.000311,13.001166,[291  39] ; [97 33],[278.34782609  51.65217391] ; [109.65217391  20.34782609],1
p10,1,0.000341,12.831409,[264  63] ; [83 45],[249.38241758  77.61758242] ; [97.61758242 30.38241758],1
p11,1,0.000384,12.61055,[261  69] ; [82 48],[246.06521739  83.93478261] ; [96.93478261 33.06521739],1
p9,1,0.002742,8.971698,[274  52] ; [91 36],[262.67108168  63.32891832] ; [102.32891832  24.67108168],0
r2,1,0.003167,8.708882,[303  18] ; [111  18],[295.32  25.68] ; [118.68  10.32],0
u1,1,0.003753,8.399755,[ 68 262] ; [ 12 118],[ 57.39130435 272.60869565] ; [ 22.60869565 107.39130435],0
s4,1,0.004555,8.048309,[ 52 272] ; [36 94],[ 62.80176211 261.19823789] ; [ 25.19823789 104.80176211],0
a2,1,0.004803,7.952062,[ 86 244] ; [ 18 112],[ 74.60869565 255.39130435] ; [ 29.39130435 100.60869565],0
r1,1,0.004892,7.918915,[267  62] ; [89 40],[255.72925764  73.27074236] ; [100.27074236  28.72925764],0
a3,1,0.005091,7.846902,[248  82] ; [80 49],[235.81699346  94.18300654] ; [92.18300654 36.81699346],0
p3,1,0.005232,7.797291,[157 172] ; [43 86],[143.66812227 185.33187773] ; [56.33187773 72.66812227],0
d5,1,0.00587,7.589926,[290  40] ; [101  29],[280.5  49.5] ; [110.5  19.5],0
d2,1,0.007654,7.112714,[174 154] ; [51 79],[161.13537118 166.86462882] ; [63.86462882 66.13537118],0
s8,1,0.008791,6.86482,[130 200] ; [34 95],[117.90849673 212.09150327] ; [46.09150327 82.90849673],0
p5,1,0.013129,6.151618,[ 33 294] ; [  4 126],[ 26.47483589 300.52516411] ; [ 10.52516411 119.47483589],0
p2,1,0.013966,6.042436,[270  57] ; [94 36],[260.45514223  66.54485777] ; [103.54485777  26.45514223],0
a4,1,0.019882,5.422198,[161 168] ; [48 82],[149.80610022 179.19389978] ; [59.19389978 70.80610022],0
p6,1,0.022072,5.240086,[125 200] ; [34 92],[114.57871397 210.42128603] ; [44.42128603 81.57871397],0
s6,1,0.026,4.95603,[219 106] ; [72 56],[208.77483444 116.22516556] ; [82.22516556 45.77483444],0
p12,1,0.039386,4.244152,[ 20 305] ; [  2 127],[ 15.74889868 309.25110132] ; [  6.25110132 122.74889868],0
p7,1,0.042923,4.098433,[197 126] ; [62 61],[187.57174888 135.42825112] ; [71.42825112 51.57174888],0
b2,1,0.046617,3.959155,[ 85 120] ; [19 49],[ 78.0952381 126.9047619] ; [25.9047619 42.0952381],0
b3,1,0.046617,3.959155,[ 85 120] ; [19 49],[ 78.0952381 126.9047619] ; [25.9047619 42.0952381],0
s3,1,0.064981,3.405465,[187 142] ; [61 68],[178.14847162 150.85152838] ; [69.85152838 59.14847162],0
d1,1,0.081216,3.040402,[219 111] ; [75 55],[210.91304348 119.08695652] ; [83.08695652 46.91304348],0
p8,1,0.093033,2.821087,[164 163] ; [53 75],[155.95384615 171.04615385] ; [61.04615385 66.95384615],0
r3,1,0.107349,2.592823,[307  21] ; [115  14],[302.87964989  25.12035011] ; [119.12035011   9.87964989],0
v1,1,0.123174,2.376496,[146 175] ; [48 80],[138.69487751 182.30512249] ; [55.30512249 72.69487751],0
b5,1,0.135066,2.233294,[196 134] ; [87 43],[203.02173913 126.97826087] ; [79.97826087 50.02173913],0
n1,1,0.14378,2.13703,[32 41] ; [14 32],[28.21848739 44.78151261] ; [17.78151261 28.21848739],0
u2,1,0.172343,1.862443,[49 31] ; [24 25],[45.27131783 34.72868217] ; [27.72868217 21.27131783],0
n3,1,0.217361,1.521707,[49 22] ; [26 19],[45.90517241 25.09482759] ; [29.09482759 15.90517241],0
v2,1,0.220297,1.502436,[141 182] ; [47 79],[135.24276169 187.75723831] ; [52.75723831 73.24276169],0
v4,1,0.261751,1.259472,[304  25] ; [115  14],[300.98471616  28.01528384] ; [118.01528384  10.98471616],0
s2,1,0.359887,0.838288,[161 168] ; [57 72],[156.59825328 172.40174672] ; [61.40174672 67.59825328],0
a6,1,0.46328,0.537958,[225 105] ; [84 46],[221.67391304 108.32608696] ; [87.32608696 42.67391304],0
s1,1,0.471611,0.5182,[ 12 316] ; [  3 126],[ 10.76586433 317.23413567] ; [  4.23413567 124.76586433],0
a7,1,0.554172,0.349897,[245  85] ; [93 37],[242.47826087  87.52173913] ; [95.52173913 34.47826087],0
u3,1,0.554468,0.349374,[47 34] ; [31 18],[48.6 32.4] ; [29.4 19.6],0
n2,1,0.600803,0.273787,[52 21] ; [30 15],[50.72881356 22.27118644] ; [31.27118644 13.72881356],0
a1,1,0.625842,0.237741,[ 12 318] ; [  6 124],[ 12.91304348 317.08695652] ; [  5.08695652 124.91304348],0
d3,1,0.670789,0.180681,[245  85] ; [99 31],[246.7826087  83.2173913] ; [97.2173913 32.7826087],0
b1,1,0.762092,0.091648,[132 198] ; [54 76],[133.43478261 196.56521739] ; [52.56521739 77.43478261],0
p1,1,0.764737,0.08956,[ 20 307] ; [  7 123],[ 19.31947484 307.68052516] ; [  7.68052516 122.31947484],0
s5,1,0.864051,0.029316,[106 210] ; [43 82],[106.76643991 209.23356009] ; [42.23356009 82.76643991],0
b4,1,0.948966,0.004097,[194 136] ; [76 54],[193.69565217 136.30434783] ; [76.30434783 53.69565217],0
