Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.005049,7.861625,[ 8 21] ; [9 3],[12.02439024 16.97560976] ; [4.97560976 7.02439024],0
d5,1,0.009556,6.715812,[14 15] ; [11  1],[17.68292683 11.31707317] ; [7.31707317 4.68292683],0
a4,1,0.012903,6.182356,[ 5 22] ; [7 5],[ 8.30769231 18.69230769] ; [3.69230769 8.30769231],0
d4,1,0.015695,5.83673,[15 14] ; [11  1],[18.3902439 10.6097561] ; [7.6097561 4.3902439],0
v3,1,0.031238,4.639812,[ 5 24] ; [6 6],[ 7.7804878 21.2195122] ; [3.2195122 8.7804878],0
a2,1,0.034338,4.477808,[ 1 28] ; [3 9],[ 2.82926829 26.17073171] ; [ 1.17073171 10.82926829],0
u1,1,0.034338,4.477808,[ 1 28] ; [3 9],[ 2.82926829 26.17073171] ; [ 1.17073171 10.82926829],0
p6,1,0.036946,4.352888,[ 5 23] ; [6 6],[ 7.7 20.3] ; [3.3 8.7],0
a7,1,0.05884,3.569771,[10 19] ; [8 4],[12.73170732 16.26829268] ; [5.26829268 6.73170732],0
p8,1,0.071355,3.251563,[10 18] ; [8 4],[12.6 15.4] ; [5.4 6.6],0
p3,1,0.074791,3.174603,[ 8 20] ; [7 5],[10.5 17.5] ; [4.5 7.5],0
p4,1,0.076638,3.134796,[12 17] ; [8 3],[14.5 14.5] ; [5.5 5.5],0
a3,1,0.111509,2.532705,[16 12] ; [10  2],[18.2  9.8] ; [7.8 4.2],0
p12,1,0.139195,2.186832,[ 1 28] ; [ 2 10],[ 2.12195122 26.87804878] ; [ 0.87804878 11.12195122],0
r4,1,0.168496,1.896278,[ 8 21] ; [6 6],[ 9.90243902 19.09756098] ; [4.09756098 7.90243902],0
d2,1,0.184797,1.758616,[10 18] ; [7 5],[11.9 16.1] ; [5.1 6.9],0
p7,1,0.195644,1.674594,[ 9 19] ; [6 5],[10.76923077 17.23076923] ; [4.23076923 6.76923077],0
d3,1,0.282612,1.154485,[14 15] ; [8 4],[15.56097561 13.43902439] ; [6.43902439 5.56097561],0
r1,1,0.282612,1.154485,[14 15] ; [8 4],[15.56097561 13.43902439] ; [6.43902439 5.56097561],0
n4,1,0.344788,0.892546,[20  9] ; [10  2],[21.2195122  7.7804878] ; [8.7804878 3.2195122],0
s2,1,0.354052,0.858879,[10 19] ; [6 6],[11.31707317 17.68292683] ; [4.68292683 7.31707317],0
v1,1,0.378019,0.777133,[ 8 21] ; [5 7],[ 9.19512195 19.80487805] ; [3.80487805 8.19512195],0
u2,1,0.422813,0.642483,[ 3 10] ; [1 1],[3.46666667 9.53333333] ; [0.53333333 1.46666667],0
n3,1,0.457438,0.552157,[10  7] ; [2 3],[9.27272727 7.72727273] ; [2.72727273 2.27272727],0
b3,1,0.471548,0.518347,[ 6 16] ; [4 6],[ 6.875 15.125] ; [3.125 6.875],0
b2,1,0.471548,0.518347,[ 6 16] ; [4 6],[ 6.875 15.125] ; [3.125 6.875],0
p10,1,0.49668,0.462024,[16 13] ; [8 4],[16.97560976 12.02439024] ; [7.02439024 4.97560976],0
b1,1,0.49668,0.462024,[16 13] ; [8 4],[16.97560976 12.02439024] ; [7.02439024 4.97560976],0
s8,1,0.588571,0.292581,[ 7 21] ; [4 8],[ 7.7 20.3] ; [3.3 8.7],0
u3,1,0.591208,0.288462,[4 9] ; [1 1],[4.33333333 8.66666667] ; [0.66666667 1.33333333],0
b5,1,0.630843,0.23092,[17 12] ; [8 4],[17.68292683 11.31707317] ; [7.31707317 4.68292683],0
b4,1,0.630843,0.23092,[17 12] ; [8 4],[17.68292683 11.31707317] ; [7.31707317 4.68292683],0
n1,1,0.692103,0.156818,[9 9] ; [3 2],[9.39130435 8.60869565] ; [2.60869565 2.39130435],0
p11,1,0.699395,0.149102,[14 15] ; [5 7],[13.43902439 15.56097561] ; [5.56097561 6.43902439],0
s5,1,0.763285,0.090703,[ 8 20] ; [4 8],[ 8.4 19.6] ; [3.6 8.4],0
s7,1,0.783867,0.075231,[10 17] ; [5 7],[10.38461538 16.61538462] ; [4.61538462 7.38461538],0
s6,1,0.835792,0.042965,[13 15] ; [6 6],[13.3 14.7] ; [5.7 6.3],0
s1,1,0.843435,0.039007,[ 3 26] ; [ 1 11],[ 2.82926829 26.17073171] ; [ 1.17073171 10.82926829],0
p5,1,0.846758,0.037348,[ 4 24] ; [ 2 10],[ 4.2 23.8] ; [ 1.8 10.2],0
a1,1,0.872299,0.025837,[ 2 27] ; [ 1 11],[ 2.12195122 26.87804878] ; [ 0.87804878 11.12195122],0
a5,1,0.885558,0.020715,[20  9] ; [8 4],[19.80487805  9.19512195] ; [8.19512195 3.80487805],0
a6,1,0.919954,0.010099,[14 15] ; [6 6],[14.14634146 14.85365854] ; [5.85365854 6.14634146],0
r2,1,0.935359,0.006578,[20  8] ; [8 3],[20.1025641  7.8974359] ; [7.8974359 3.1025641],0
s3,1,0.938278,0.005996,[ 9 17] ; [4 8],[ 8.89473684 17.10526316] ; [4.10526316 7.89473684],0
p2,1,0.944356,0.004872,[16 12] ; [7 5],[16.1 11.9] ; [6.9 5.1],0
s4,1,0.953363,0.00342,[ 7 22] ; [3 9],[ 7.07317073 21.92682927] ; [2.92682927 9.07317073],0
p1,1,0.964507,0.00198,[ 5 24] ; [ 2 10],[ 4.95121951 24.04878049] ; [2.04878049 9.95121951],0
p9,1,0.970323,0.001384,[15 11] ; [7 5],[15.05263158 10.94736842] ; [6.94736842 5.05263158],0
