Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,69.86704,[236  45] ; [13 34],[213.32012195  67.67987805] ; [35.67987805 11.32012195],1
r3,1,0.0,44.176317,[256  25] ; [25 21],[241.47094801  39.52905199] ; [39.52905199  6.47094801],1
r2,1,0.0,40.634144,[253  26] ; [24 20],[239.26625387  39.73374613] ; [37.73374613  6.26625387],1
p2,1,0.0,35.593674,[226  55] ; [18 28],[209.67584098  71.32415902] ; [34.32415902 11.67584098],1
n6,1,1e-06,23.713235,[223  58] ; [21 25],[209.67584098  71.32415902] ; [34.32415902 11.67584098],1
p9,1,9e-06,19.642792,[211  65] ; [20 25],[198.61682243  77.38317757] ; [32.38317757 12.61682243],1
p10,1,2.7e-05,17.649595,[196  81] ; [18 28],[183.52321981  93.47678019] ; [30.47678019 15.52321981],1
p11,1,5.9e-05,16.149869,[212  69] ; [22 25],[200.4695122  80.5304878] ; [33.5304878 13.4695122],1
r1,1,0.000123,14.751457,[203  76] ; [21 26],[191.70552147  87.29447853] ; [32.29447853 14.70552147],1
p8,1,0.000246,13.439615,[135 143] ; [ 9 37],[123.55555556 154.44444444] ; [20.44444444 25.55555556],1
a6,1,0.000921,10.980557,[190  91] ; [20 27],[179.90853659 101.09146341] ; [30.09146341 16.90853659],1
a7,1,0.002932,8.849322,[194  87] ; [22 25],[185.04878049  95.95121951] ; [30.95121951 16.04878049],0
s6,1,0.004376,8.12093,[122 155] ; [10 36],[113.20123839 163.79876161] ; [18.79876161 27.20123839],0
u2,1,0.005821,7.604877,[56 52] ; [ 4 17],[50.23255814 57.76744186] ; [ 9.76744186 11.23255814],0
u3,1,0.005821,7.604877,[56 52] ; [ 4 17],[50.23255814 57.76744186] ; [ 9.76744186 11.23255814],0
p7,1,0.006642,7.367398,[153 123] ; [16 31],[144.40866873 131.59133127] ; [24.59133127 22.40866873],0
p4,1,0.0088,6.862963,[135 145] ; [13 34],[126.72782875 153.27217125] ; [21.27217125 25.72782875],0
p3,1,0.014049,6.031976,[112 168] ; [10 37],[104.4648318 175.5351682] ; [17.5351682 29.4648318],0
n2,1,0.015722,5.83374,[60 25] ; [10 13],[55.09259259 29.90740741] ; [14.90740741  8.09259259],0
d3,1,0.017149,5.681077,[171 109] ; [20 27],[163.54740061 116.45259939] ; [27.45259939 19.54740061],0
p6,1,0.029143,4.759143,[ 72 204] ; [ 5 40],[ 66.20560748 209.79439252] ; [10.79439252 34.20560748],0
a1,1,0.033866,4.501445,[  7 274] ; [ 4 43],[  9.42378049 271.57621951] ; [ 1.57621951 45.42378049],0
v1,1,0.034822,4.453893,[111 165] ; [11 35],[104.57142857 171.42857143] ; [17.42857143 28.57142857],0
d5,1,0.055211,3.675702,[211  70] ; [29 18],[205.6097561  75.3902439] ; [34.3902439 12.6097561],0
n3,1,0.057101,3.619661,[60 24] ; [11 11],[56.26415094 27.73584906] ; [14.73584906  7.26415094],0
b1,1,0.077859,3.109041,[111 170] ; [25 22],[116.51219512 164.48780488] ; [19.48780488 27.51219512],0
a2,1,0.112201,2.522936,[ 50 231] ; [ 4 43],[ 46.26219512 234.73780488] ; [ 7.73780488 39.26219512],0
s8,1,0.113551,2.50409,[ 57 222] ; [ 5 42],[ 53.06134969 225.93865031] ; [ 8.93865031 38.06134969],0
v2,1,0.128181,2.314392,[103 170] ; [12 34],[ 98.4169279 174.5830721] ; [16.5830721 29.4169279],0
u4,1,0.148683,2.085709,[  1 280] ; [ 1 46],[  1.71341463 279.28658537] ; [ 0.28658537 46.71341463],0
s1,1,0.154192,2.03028,[  7 272] ; [ 3 44],[  8.55828221 270.44171779] ; [ 1.44171779 45.55828221],0
d2,1,0.15628,2.009857,[109 171] ; [23 23],[113.37423313 166.62576687] ; [18.62576687 27.37423313],0
a8,1,0.165785,1.920652,[ 23 236] ; [ 7 38],[ 25.55921053 233.44078947] ; [ 4.44078947 40.55921053],0
b5,1,0.177367,1.819548,[167 114] ; [23 24],[162.77439024 118.22560976] ; [27.22560976 19.77439024],0
a5,1,0.265508,1.239811,[185  96] ; [27 20],[181.62195122  99.37804878] ; [30.37804878 16.62195122],0
