Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.005071,7.853769,[22  4] ; [13 14],[17.16981132  8.83018868] ; [17.83018868  9.16981132],0
b1,1,0.01555,5.853057,[13 13] ; [ 5 22],[ 8.83018868 17.16981132] ; [ 9.16981132 17.83018868],0
a6,1,0.01555,5.853057,[13 13] ; [22  5],[17.16981132  8.83018868] ; [17.83018868  9.16981132],0
v3,1,0.029351,4.746923,[ 5 21] ; [12 13],[ 8.66666667 17.33333333] ; [ 8.33333333 16.66666667],0
d3,1,0.059305,3.556723,[15 11] ; [22  5],[18.1509434  7.8490566] ; [18.8490566  8.1509434],0
b5,1,0.117331,2.452593,[15 11] ; [21  6],[17.66037736  8.33962264] ; [18.33962264  8.66037736],0
a3,1,0.150262,2.069588,[21  5] ; [17 10],[18.64150943  7.35849057] ; [19.35849057  7.64150943],0
a4,1,0.205621,1.601992,[17  9] ; [13 14],[14.71698113 11.28301887] ; [15.28301887 11.71698113],0
u1,1,0.215435,1.534524,[ 4 22] ; [ 8 19],[ 5.88679245 20.11320755] ; [ 6.11320755 20.88679245],0
p1,1,0.246111,1.345247,[ 6 20] ; [ 3 24],[ 4.41509434 21.58490566] ; [ 4.58490566 22.41509434],0
a8,1,0.259793,1.269858,[ 3 21] ; [ 1 25],[ 1.92 22.08] ; [ 2.08 23.92],0
s1,1,0.297953,1.083333,[ 1 25] ; [ 3 23],[ 2. 24.] ; [ 2. 24.],0
r3,1,0.316852,1.001897,[25  1] ; [24  3],[24.03773585  1.96226415] ; [24.96226415  2.03773585],0
p8,1,0.335974,0.925734,[11 15] ; [ 8 19],[ 9.32075472 16.67924528] ; [ 9.67924528 17.32075472],0
b3,1,0.376017,0.783683,[10  7] ; [6 8],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
b2,1,0.376017,0.783683,[10  7] ; [6 8],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
n1,1,0.376954,0.780612,[5 2] ; [5 5],[4.11764706 2.88235294] ; [5.88235294 4.11764706],0
s2,1,0.396507,0.718894,[14 12] ; [17  9],[15.5 10.5] ; [15.5 10.5],0
p9,1,0.413291,0.669314,[24  2] ; [23  4],[23.05660377  2.94339623] ; [23.94339623  3.05660377],0
s6,1,0.430351,0.621876,[19  7] ; [17 10],[17.66037736  8.33962264] ; [18.33962264  8.66037736],0
r1,1,0.449201,0.572667,[18  8] ; [16 11],[16.67924528  9.32075472] ; [17.32075472  9.67924528],0
n4,1,0.477952,0.503534,[23  3] ; [22  5],[22.0754717  3.9245283] ; [22.9245283  4.0754717],0
n5,1,0.480472,0.497793,[18  8] ; [21  6],[19.13207547  6.86792453] ; [19.86792453  7.13207547],0
n2,1,0.494125,0.467532,[4 3] ; [8 3],[4.66666667 2.33333333] ; [7.33333333 3.66666667],0
s7,1,0.524065,0.405886,[13 11] ; [17 10],[14.11764706  9.88235294] ; [15.88235294 11.11764706],0
u4,1,0.529888,0.394606,[ 2 24] ; [ 1 26],[ 1.47169811 24.52830189] ; [ 1.52830189 25.47169811],0
v4,1,0.529888,0.394606,[24  2] ; [26  1],[24.52830189  1.47169811] ; [25.47169811  1.52830189],0
p5,1,0.529888,0.394606,[ 2 24] ; [ 1 26],[ 1.47169811 24.52830189] ; [ 1.52830189 25.47169811],0
n3,1,0.605242,0.267161,[5 2] ; [9 2],[5.44444444 1.55555556] ; [8.55555556 2.44444444],0
p12,1,0.607005,0.26456,[ 3 23] ; [ 2 25],[ 2.45283019 23.54716981] ; [ 2.54716981 24.45283019],0
r4,1,0.645968,0.211021,[22  4] ; [24  3],[22.56603774  3.43396226] ; [23.43396226  3.56603774],0
a7,1,0.690901,0.158111,[19  7] ; [21  6],[19.62264151  6.37735849] ; [20.37735849  6.62264151],0
s8,1,0.691005,0.158,[14 12] ; [16 11],[14.71698113 11.28301887] ; [15.28301887 11.71698113],0
p10,1,0.697467,0.151121,[17  9] ; [19  8],[17.66037736  8.33962264] ; [18.33962264  8.66037736],0
u3,1,0.698535,0.15,[3 2] ; [7 3],[3.33333333 1.66666667] ; [6.66666667 3.33333333],0
u2,1,0.698535,0.15,[3 2] ; [7 3],[3.33333333 1.66666667] ; [6.66666667 3.33333333],0
s4,1,0.713947,0.134367,[ 4 22] ; [ 5 21],[ 4.5 21.5] ; [ 4.5 21.5],0
n6,1,0.761303,0.092276,[22  4] ; [22  5],[21.58490566  4.41509434] ; [22.41509434  4.58490566],0
d5,1,0.761303,0.092276,[22  4] ; [22  5],[21.58490566  4.41509434] ; [22.41509434  4.58490566],0
a5,1,0.809563,0.058076,[20  6] ; [20  7],[19.62264151  6.37735849] ; [20.37735849  6.62264151],0
p11,1,0.84154,0.03997,[18  8] ; [18  9],[17.66037736  8.33962264] ; [18.33962264  8.66037736],0
d2,1,0.865331,0.028761,[16 10] ; [16 11],[15.69811321 10.30188679] ; [16.30188679 10.69811321],0
v1,1,0.894949,0.017436,[13 12] ; [14 12],[13.23529412 11.76470588] ; [13.76470588 12.23529412],0
v2,1,0.90291,0.014881,[15 11] ; [14 11],[14.78431373 11.21568627] ; [14.21568627 10.78431373],0
s5,1,0.906958,0.01366,[ 7 16] ; [ 8 17],[ 7.1875 15.8125] ; [ 7.8125 17.1875],0
b4,1,0.907861,0.013395,[15 11] ; [16 11],[15.20754717 10.79245283] ; [15.79245283 11.20754717],0
d1,1,0.928014,0.008162,[18  8] ; [19  8],[18.1509434  7.8490566] ; [18.8490566  8.1509434],0
p2,1,0.940751,0.005524,[20  6] ; [21  6],[20.11320755  5.88679245] ; [20.88679245  6.11320755],0
a2,1,0.947176,0.004389,[ 5 21] ; [ 5 22],[ 4.90566038 21.09433962] ; [ 5.09433962 21.90566038],0
d4,1,0.953807,0.003355,[22  4] ; [23  4],[22.0754717  3.9245283] ; [22.9245283  4.0754717],0
s3,1,1.0,0.0,[14 12] ; [14 12],[14. 12.] ; [14. 12.],0
r2,1,1.0,0.0,[25  1] ; [25  1],[25.  1.] ; [25.  1.],0
