Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000168,14.159592,[105 196] ; [42 29],[118.94354839 182.05645161] ; [28.05645161 42.94354839],1
p5,1,0.002152,9.414734,[ 26 279] ; [15 56],[ 33.25797872 271.74202128] ; [ 7.74202128 63.25797872],0
n4,1,0.006246,7.477996,[215  91] ; [62 10],[224.23809524  81.76190476] ; [52.76190476 19.23809524],0
b1,1,0.010888,6.483463,[120 187] ; [40 32],[129.60422164 177.39577836] ; [30.39577836 41.60422164],0
s7,1,0.024347,5.069718,[118 176] ; [37 30],[126.23268698 167.76731302] ; [28.76731302 38.23268698],0
u1,1,0.033282,4.531214,[ 35 272] ; [15 57],[ 40.50131926 266.49868074] ; [ 9.49868074 62.50131926],0
p2,1,0.055913,3.654661,[247  59] ; [50 21],[241.066313  64.933687] ; [55.933687 15.066313],0
a1,1,0.112135,2.523866,[ 12 295] ; [ 6 66],[ 14.58047493 292.41952507] ; [ 3.41952507 68.58047493],0
p3,1,0.117869,2.445412,[124 182] ; [36 35],[129.86737401 176.13262599] ; [30.13262599 40.86737401],0
s6,1,0.134574,2.238933,[182 117] ; [50 21],[187.48108108 111.51891892] ; [44.51891892 26.48108108],0
s2,1,0.192151,1.701046,[135 170] ; [38 34],[139.9602122 165.0397878] ; [33.0397878 38.9602122],0
p1,1,0.19635,1.669316,[ 27 278] ; [10 62],[ 29.933687 275.066313] ; [ 7.066313 64.933687],0
a3,1,0.226316,1.463865,[196 109] ; [51 20],[200.35904255 104.64095745] ; [46.64095745 24.35904255],0
p11,1,0.259779,1.269936,[225  82] ; [48 24],[221.13720317  85.86279683] ; [51.86279683 20.13720317],0
n6,1,0.280513,1.164601,[242  64] ; [61 11],[245.28571429  60.71428571] ; [57.71428571 14.28571429],0
u2,1,0.281726,1.158745,[54 56] ; [13  8],[56.25954198 53.74045802] ; [10.74045802 10.25954198],0
n5,1,0.28702,1.133549,[219  87] ; [56 16],[222.61904762  83.38095238] ; [52.38095238 19.61904762],0
s8,1,0.296089,1.091726,[107 198] ; [30 42],[110.83554377 194.16445623] ; [26.16445623 45.83554377],0
a8,1,0.343394,0.897718,[ 34 255] ; [ 5 60],[ 31.83898305 257.16101695] ; [ 7.16101695 57.83898305],0
r1,1,0.357828,0.845503,[221  84] ; [56 16],[224.09814324  80.90185676] ; [52.90185676 19.09814324],0
s1,1,0.399222,0.710669,[ 14 290] ; [ 5 66],[ 15.40266667 288.59733333] ; [ 3.59733333 67.40266667],0
n2,1,0.411258,0.67516,[65 31] ; [11  3],[66.32727273 29.67272727] ; [9.67272727 4.32727273],0
p6,1,0.431334,0.619229,[101 204] ; [27 44],[103.82978723 201.17021277] ; [24.17021277 46.82978723],0
d3,1,0.457888,0.551051,[189 116] ; [48 24],[191.73740053 113.26259947] ; [45.26259947 26.73740053],0
u3,1,0.467876,0.526988,[64 46] ; [14  7],[65.49618321 44.50381679] ; [12.50381679  8.49618321],0
p9,1,0.48471,0.488247,[233  69] ; [52 19],[230.75067024  71.24932976] ; [54.24932976 16.75067024],0
a5,1,0.4885,0.479828,[200 107] ; [50 22],[202.50659631 104.49340369] ; [47.49340369 24.50659631],0
d2,1,0.50475,0.444935,[135 170] ; [35 37],[137.5331565 167.4668435] ; [32.4668435 39.5331565],0
a7,1,0.541951,0.371936,[207  99] ; [46 26],[204.80952381 101.19047619] ; [48.19047619 23.80952381],0
r3,1,0.556511,0.345782,[275  31] ; [63  9],[273.61904762  32.38095238] ; [64.38095238  7.61904762],0
p10,1,0.576974,0.311152,[224  80] ; [50 21],[222.12266667  81.87733333] ; [51.87733333 19.12266667],0
a6,1,0.592911,0.285822,[190 117] ; [47 25],[191.9762533 115.0237467] ; [45.0237467 26.9762533],0
b4,1,0.653601,0.20139,[171 136] ; [38 34],[169.29551451 137.70448549] ; [39.70448549 32.29551451],0
n3,1,0.702904,0.145468,[60 34] ; [9 4],[60.61682243 33.38317757] ; [8.38317757 4.61682243],0
a2,1,0.707025,0.141266,[ 58 249] ; [15 57],[ 59.13192612 247.86807388] ; [13.86807388 58.13192612],0
r4,1,0.712139,0.13615,[268  39] ; [64  8],[268.92875989  38.07124011] ; [63.07124011  8.92875989],0
p8,1,0.718009,0.130408,[147 158] ; [33 39],[145.62334218 159.37665782] ; [34.37665782 37.62334218],0
p12,1,0.734153,0.115333,[ 14 290] ; [ 4 68],[ 14.55319149 289.44680851] ; [ 3.44680851 68.55319149],0
v4,1,0.734459,0.115057,[288  18] ; [67  5],[287.38095238  18.61904762] ; [67.61904762  4.38095238],0
s4,1,0.737683,0.112174,[ 65 237] ; [14 57],[ 63.96246649 238.03753351] ; [15.03753351 55.96246649],0
a4,1,0.756588,0.096078,[129 175] ; [32 40],[130.17021277 173.82978723] ; [30.82978723 41.17021277],0
b5,1,0.814955,0.054774,[183 124] ; [44 28],[183.87598945 123.12401055] ; [43.12401055 28.87598945],0
b2,1,0.825046,0.048867,[ 62 115] ; [18 31],[ 62.65486726 114.34513274] ; [17.34513274 31.65486726],0
b3,1,0.825046,0.048867,[ 62 115] ; [18 31],[ 62.65486726 114.34513274] ; [17.34513274 31.65486726],0
d4,1,0.825232,0.048762,[233  74] ; [53 18],[232.28042328  74.71957672] ; [53.71957672 17.28042328],0
s3,1,0.85991,0.031148,[164 141] ; [39 32],[164.66755319 140.33244681] ; [38.33244681 32.66755319],0
p7,1,0.88493,0.020945,[170 130] ; [39 31],[169.45945946 130.54054054] ; [39.54054054 30.45945946],0
d5,1,0.927924,0.008182,[230  76] ; [53 18],[229.70291777  76.29708223] ; [53.29708223 17.70291777],0
p4,1,0.929705,0.007782,[162 144] ; [38 33],[162.33421751 143.66578249] ; [37.66578249 33.33421751],0
d1,1,0.930058,0.007704,[156 151] ; [37 35],[156.33509235 150.66490765] ; [36.66490765 35.33509235],0
n1,1,0.945148,0.004734,[41 55] ; [5 7],[40.88888889 55.11111111] ; [5.11111111 6.88888889],0
s5,1,0.985169,0.000346,[ 92 206] ; [22 49],[ 92.06504065 205.93495935] ; [21.93495935 49.06504065],0
