Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.020877,5.337029,[12 27] ; [15 10],[16.453125 22.546875] ; [10.546875 14.453125],0
v2,1,0.021917,5.252385,[24 41] ; [36 27],[30.46875 34.53125] ; [29.53125 33.46875],0
p10,1,0.027401,4.865353,[55 13] ; [60  4],[59.24242424  8.75757576] ; [55.75757576  8.24242424],0
a3,1,0.02815,4.818841,[30 39] ; [40 24],[36.31578947 32.68421053] ; [33.68421053 30.31578947],0
a5,1,0.032351,4.579778,[33 36] ; [43 22],[39.13432836 29.86567164] ; [36.86567164 28.13432836],0
a7,1,0.048654,3.88725,[38 30] ; [47 18],[43.45864662 24.54135338] ; [41.54135338 23.45864662],0
r1,1,0.065462,3.393296,[39 30] ; [46 18],[44.09774436 24.90225564] ; [40.90225564 23.09774436],0
n3,1,0.071944,3.238095,[12  5] ; [16  1],[14.  3.] ; [14.  3.],0
n2,1,0.071944,3.238095,[12  5] ; [16  1],[14.  3.] ; [14.  3.],0
s5,1,0.073921,3.193731,[21 46] ; [11 51],[16.62015504 50.37984496] ; [15.37984496 46.62015504],0
p12,1,0.102336,2.668753,[ 7 62] ; [ 2 63],[ 4.63432836 64.36567164] ; [ 4.36567164 60.63432836],0
n4,1,0.107914,2.5845,[44 25] ; [49 15],[48.2481203 20.7518797] ; [44.7518797 19.2481203],0
p1,1,0.117496,2.450392,[ 7 61] ; [13 52],[10.22556391 57.77443609] ; [ 9.77443609 55.22556391],0
s1,1,0.155437,2.01807,[ 1 66] ; [ 4 60],[ 2.55725191 64.44274809] ; [ 2.44274809 61.55725191],0
p4,1,0.161607,1.959128,[32 37] ; [38 27],[36.04477612 32.95522388] ; [33.95522388 31.04477612],0
b5,1,0.202011,1.627775,[36 33] ; [41 24],[39.64925373 29.35074627] ; [37.35074627 27.64925373],0
a2,1,0.211932,1.558176,[ 5 64] ; [ 9 56],[ 7.20895522 61.79104478] ; [ 6.79104478 58.20895522],0
s8,1,0.246165,1.344941,[22 47] ; [27 38],[25.23134328 43.76865672] ; [23.76865672 41.23134328],0
n1,1,0.289729,1.120879,[ 5 12] ; [8 9],[ 6.5 10.5] ; [ 6.5 10.5],0
n5,1,0.292335,1.108835,[52 17] ; [53 11],[54.47368421 14.52631579] ; [50.52631579 13.47368421],0
v4,1,0.293622,1.102941,[64  4] ; [57  7],[62.33333333  5.66666667] ; [58.66666667  5.33333333],0
v3,1,0.321481,0.98291,[19 47] ; [24 41],[21.66412214 44.33587786] ; [21.33587786 43.66412214],0
p2,1,0.324451,0.97092,[56 12] ; [49 16],[53.68421053 14.31578947] ; [51.31578947 13.68421053],0
s4,1,0.324715,0.969861,[15 53] ; [10 55],[12.78195489 55.21804511] ; [12.21804511 52.78195489],0
d5,1,0.347932,0.880984,[29 39] ; [33 32],[31.69924812 36.30075188] ; [30.30075188 34.69924812],0
d3,1,0.368766,0.807818,[15 52] ; [19 46],[17.25757576 49.74242424] ; [16.74242424 48.25757576],0
