Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.020877,5.337029,[12 27] ; [15 10],[16.453125 22.546875] ; [10.546875 14.453125],0
b2,1,0.376076,0.783489,[ 7 26] ; [13 30],[ 8.68421053 24.31578947] ; [11.31578947 31.68421053],0
b3,1,0.376076,0.783489,[ 7 26] ; [13 30],[ 8.68421053 24.31578947] ; [11.31578947 31.68421053],0
s7,1,0.381848,0.764743,[25 39] ; [29 33],[27.42857143 36.57142857] ; [26.57142857 35.42857143],0
a4,1,0.394253,0.725783,[15 54] ; [18 46],[17.12030075 51.87969925] ; [15.87969925 48.12030075],0
p8,1,0.400263,0.707536,[39 30] ; [31 32],[36.59090909 32.40909091] ; [33.40909091 29.59090909],0
p7,1,0.409789,0.679412,[42 26] ; [35 29],[39.66666667 28.33333333] ; [37.33333333 26.66666667],0
a6,1,0.420826,0.648006,[45 24] ; [38 27],[42.73880597 26.26119403] ; [40.26119403 24.73880597],0
r3,1,0.457868,0.551101,[64  5] ; [57  7],[62.77443609  6.22556391] ; [58.22556391  5.77443609],0
r2,1,0.463083,0.538432,[61  8] ; [59  5],[62.2556391  6.7443609] ; [57.7443609  6.2556391],0
a8,1,0.465397,0.532884,[ 6 58] ; [ 8 51],[ 7.28455285 56.71544715] ; [ 6.71544715 52.28455285],0
s3,1,0.472175,0.516881,[34 33] ; [28 35],[31.95384615 35.04615385] ; [30.04615385 32.95384615],0
b4,1,0.492512,0.471035,[37 32] ; [31 34],[35.01492537 33.98507463] ; [32.98507463 32.01492537],0
u1,1,0.600236,0.27464,[ 2 67] ; [ 3 62],[ 2.57462687 66.42537313] ; [ 2.42537313 62.57462687],0
p11,1,0.695391,0.153312,[55 14] ; [50 15],[54.06716418 14.93283582] ; [50.93283582 14.06716418],0
d2,1,0.695391,0.153312,[14 55] ; [15 50],[14.93283582 54.06716418] ; [14.06716418 50.93283582],0
p3,1,0.748364,0.102911,[31 38] ; [31 34],[31.92537313 37.07462687] ; [30.07462687 34.92537313],0
r4,1,0.772342,0.083702,[56 13] ; [54 11],[56.64179104 12.35820896] ; [53.35820896 11.64179104],0
p6,1,0.797448,0.06587,[23 46] ; [20 44],[22.30827068 46.69172932] ; [20.69172932 43.30827068],0
s2,1,0.804431,0.061314,[28 40] ; [25 39],[27.3030303 40.6969697] ; [25.6969697 38.3030303],0
u2,1,0.814152,0.055259,[16 23] ; [11 14],[16.453125 22.546875] ; [10.546875 14.453125],0
n6,1,0.871718,0.026075,[57 12] ; [53 12],[56.64179104 12.35820896] ; [53.35820896 11.64179104],0
s6,1,0.907501,0.0135,[41 27] ; [38 24],[41.32307692 26.67692308] ; [37.67692308 24.32307692],0
b1,1,0.918054,0.010585,[27 42] ; [26 39],[27.29104478 41.70895522] ; [25.70895522 39.29104478],0
p5,1,0.928885,0.007965,[ 7 61] ; [ 7 58],[ 7.15789474 60.84210526] ; [ 6.84210526 58.15789474],0
d1,1,0.940337,0.005602,[ 3 66] ; [ 3 62],[ 3.08955224 65.91044776] ; [ 2.91044776 62.08955224],0
a1,1,0.951646,0.003677,[ 2 67] ; [ 2 63],[ 2.05970149 66.94029851] ; [ 1.94029851 63.05970149],0
