Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000117,14.834972,[21 79] ; [15 10],[28.8 71.2] ; [ 7.2 17.8],1
a3,1,0.291988,1.110433,[60 39] ; [18  7],[62.27419355 36.72580645] ; [15.72580645  9.27419355],0
p12,1,0.293056,1.105527,[ 1 97] ; [ 1 24],[ 1.59349593 96.40650407] ; [ 0.40650407 24.59349593],0
v4,1,0.293779,1.102222,[73 27] ; [20  4],[75. 25.] ; [18.  6.],0
p2,1,0.323879,0.973216,[56 42] ; [17  8],[58.16260163 39.83739837] ; [14.83739837 10.16260163],0
p11,1,0.32442,0.971045,[45 55] ; [14 11],[47.2 52.8] ; [11.8 13.2],0
d4,1,0.324439,0.970968,[69 31] ; [19  5],[70.96774194 29.03225806] ; [17.03225806  6.96774194],0
d3,1,0.33295,0.937391,[51 48] ; [15  9],[53.12195122 45.87804878] ; [12.87804878 11.12195122],0
a5,1,0.367622,0.811688,[54 46] ; [16  9],[56. 44.] ; [14. 11.],0
a8,1,0.408961,0.681818,[ 7 89] ; [ 3 21],[ 8. 88.] ; [ 2. 22.],0
p1,1,0.409811,0.679348,[ 9 91] ; [ 1 24],[ 8. 92.] ; [ 2. 23.],0
n1,1,0.414177,0.666779,[14 25] ; [5 5],[15.12244898 23.87755102] ; [3.87755102 6.12244898],0
b4,1,0.4183,0.655085,[57 43] ; [12 13],[55.2 44.8] ; [13.8 11.2],0
r2,1,0.461516,0.542217,[81 18] ; [22  3],[82.23387097 16.76612903] ; [20.76612903  4.23387097],0
b1,1,0.531237,0.392025,[49 51] ; [14 11],[50.4 49.6] ; [12.6 12.4],0
p5,1,0.570824,0.321306,[ 2 96] ; [ 1 24],[ 2.3902439 95.6097561] ; [ 0.6097561 24.3902439],0
b5,1,0.588033,0.293427,[58 42] ; [13 12],[56.8 43.2] ; [14.2 10.8],0
s1,1,0.604745,0.267898,[ 7 92] ; [ 1 23],[ 6.43902439 92.56097561] ; [ 1.56097561 22.43902439],0
r1,1,0.617573,0.249293,[62 37] ; [17  8],[63.07258065 35.92741935] ; [15.92741935  9.07258065],0
a4,1,0.641325,0.217014,[35 65] ; [10 15],[36. 64.] ; [ 9. 16.],0
p8,1,0.648267,0.208092,[29 68] ; [ 8 15],[29.90833333 67.09166667] ; [ 7.09166667 15.90833333],0
n3,1,0.687295,0.162029,[24 14] ; [7 3],[24.54166667 13.45833333] ; [6.45833333 3.54166667],0
d2,1,0.740511,0.109678,[38 62] ; [10 14],[38.70967742 61.29032258] ; [ 9.29032258 14.70967742],0
a7,1,0.781795,0.076718,[63 37] ; [15 10],[62.4 37.6] ; [15.6  9.4],0
u1,1,0.834287,0.043768,[ 5 95] ; [ 1 24],[ 4.8 95.2] ; [ 1.2 23.8],0
b2,1,0.871392,0.026209,[14 39] ; [ 4 10],[14.23880597 38.76119403] ; [ 3.76119403 10.23880597],0
b3,1,0.871392,0.026209,[14 39] ; [ 4 10],[14.23880597 38.76119403] ; [ 3.76119403 10.23880597],0
v3,1,0.884445,0.021123,[22 73] ; [ 5 18],[21.73728814 73.26271186] ; [ 5.26271186 17.73728814],0
n5,1,0.902286,0.015074,[44 55] ; [11 13],[44.26829268 54.73170732] ; [10.73170732 13.26829268],0
