Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.864491,[ 1 29] ; [71 18],[18.1512605 11.8487395] ; [53.8487395 35.1512605],1
p11,1,0.0,30.064686,[ 7 23] ; [70 19],[19.41176471 10.58823529] ; [57.58823529 31.41176471],1
v4,1,0.0,29.9199,[13 17] ; [79  8],[23.58974359  6.41025641] ; [68.41025641 18.58974359],1
p9,1,0.000195,13.873898,[ 8 19] ; [62 27],[16.29310345 10.70689655] ; [53.70689655 35.29310345],1
r1,1,0.000243,13.464869,[ 8 22] ; [58 31],[16.63865546 13.36134454] ; [49.36134454 39.63865546],1
n6,1,0.000898,11.026566,[13 17] ; [67 21],[20.33898305  9.66101695] ; [59.66101695 28.33898305],1
v2,1,0.001401,10.204744,[ 5 24] ; [44 42],[12.35652174 16.64347826] ; [36.64347826 49.35652174],0
p2,1,0.002193,9.380489,[12 18] ; [62 25],[18.97435897 11.02564103] ; [55.02564103 31.97435897],0
a5,1,0.002519,9.126587,[ 9 21] ; [55 34],[16.13445378 13.86554622] ; [47.86554622 41.13445378],0
r2,1,0.003027,8.791048,[17 11] ; [76 12],[22.44827586  5.55172414] ; [70.55172414 17.44827586],0
p7,1,0.003243,8.665451,[ 8 21] ; [52 36],[14.87179487 14.12820513] ; [45.12820513 42.87179487],0
a4,1,0.010153,6.607814,[ 5 24] ; [39 50],[10.81355932 18.18644068] ; [33.18644068 55.81355932],0
n3,1,0.011061,6.455466,[ 7 10] ; [22  6],[10.95555556  6.04444444] ; [18.04444444  9.95555556],0
b1,1,0.012846,6.190179,[20 10] ; [36 53],[14.11764706 15.88235294] ; [41.88235294 47.11764706],0
n2,1,0.014201,6.012962,[ 8 10] ; [23  6],[11.87234043  6.12765957] ; [19.12765957  9.87234043],0
p10,1,0.015872,5.817034,[10 19] ; [53 35],[15.61538462 13.38461538] ; [47.38461538 40.61538462],0
v1,1,0.015938,5.809655,[ 6 24] ; [39 48],[11.53846154 18.46153846] ; [33.46153846 53.53846154],0
d4,1,0.018774,5.522484,[14 16] ; [62 26],[19.3220339 10.6779661] ; [56.6779661 31.3220339],0
p8,1,0.024724,5.043103,[ 5 25] ; [34 53],[10. 20.] ; [29. 58.],0
d1,1,0.033407,4.524792,[ 6 24] ; [37 52],[10.84033613 19.15966387] ; [32.15966387 56.84033613],0
a3,1,0.035336,4.428844,[14 16] ; [60 28],[18.81355932 11.18644068] ; [55.18644068 32.81355932],0
d5,1,0.037377,4.333148,[12 18] ; [55 34],[16.8907563 13.1092437] ; [50.1092437 38.8907563],0
s5,1,0.05366,3.72324,[ 1 29] ; [15 71],[ 4.13793103 25.86206897] ; [11.86206897 74.13793103],0
d2,1,0.05967,3.546546,[ 9 20] ; [45 43],[13.38461538 15.61538462] ; [40.61538462 47.38461538],0
p4,1,0.081964,3.025522,[ 6 23] ; [33 53],[ 9.83478261 19.16521739] ; [29.16521739 56.83478261],0
s8,1,0.107841,2.585582,[ 2 28] ; [17 72],[ 4.78991597 25.21008403] ; [14.21008403 74.78991597],0
p3,1,0.110325,2.54956,[ 5 25] ; [28 60],[ 8.38983051 21.61016949] ; [24.61016949 63.38983051],0
u3,1,0.123207,2.376078,[ 3 13] ; [12 17],[ 5.33333333 10.66666667] ; [ 9.66666667 19.33333333],0
p6,1,0.128268,2.313337,[ 2 27] ; [16 69],[ 4.57894737 24.42105263] ; [13.42105263 71.57894737],0
v3,1,0.139579,2.182596,[ 5 25] ; [26 59],[ 8.08695652 21.91304348] ; [22.91304348 62.08695652],0
s7,1,0.146412,2.109235,[ 3 23] ; [21 63],[ 5.67272727 20.32727273] ; [18.32727273 65.67272727],0
u2,1,0.227098,1.458947,[ 5 11] ; [14 14],[6.90909091 9.09090909] ; [12.09090909 15.90909091],0
n4,1,0.236644,1.400476,[17 13] ; [61 28],[19.66386555 10.33613445] ; [58.33613445 30.66386555],0
s4,1,0.260408,1.266586,[ 4 26] ; [ 6 83],[ 2.5210084 27.4789916] ; [ 7.4789916 81.5210084],0
a1,1,0.26771,1.228441,[ 3 27] ; [ 4 85],[ 1.76470588 28.23529412] ; [ 5.23529412 83.76470588],0
s3,1,0.292815,1.106635,[ 6 22] ; [28 60],[ 8.20689655 19.79310345] ; [25.79310345 62.20689655],0
b5,1,0.315846,1.006071,[11 19] ; [42 47],[13.36134454 16.63865546] ; [39.63865546 49.36134454],0
s2,1,0.353997,0.859076,[ 3 27] ; [15 73],[ 4.57627119 25.42372881] ; [13.42372881 74.57627119],0
a6,1,0.365952,0.817365,[10 20] ; [38 51],[12.10084034 17.89915966] ; [35.89915966 53.10084034],0
p1,1,0.407166,0.68706,[ 3 27] ; [ 5 84],[ 2.01680672 27.98319328] ; [ 5.98319328 83.01680672],0
p12,1,0.420791,0.648106,[ 1 29] ; [ 1 87],[ 0.50847458 29.49152542] ; [ 1.49152542 86.50847458],0
d3,1,0.47437,0.511779,[ 8 22] ; [30 59],[ 9.57983193 20.42016807] ; [28.42016807 60.57983193],0
p5,1,0.613106,0.255677,[ 1 29] ; [ 5 83],[ 1.52542373 28.47457627] ; [ 4.47457627 83.52542373],0
s1,1,0.638175,0.221137,[ 2 28] ; [ 4 85],[ 1.51260504 28.48739496] ; [ 4.48739496 84.51260504],0
n5,1,0.680812,0.169213,[21  9] ; [58 30],[20.08474576  9.91525424] ; [58.91525424 29.08474576],0
b2,1,0.74524,0.105574,[ 9 10] ; [25 33],[ 8.38961039 10.61038961] ; [25.61038961 32.38961039],0
b3,1,0.74524,0.105574,[ 9 10] ; [25 33],[ 8.38961039 10.61038961] ; [25.61038961 32.38961039],0
b4,1,0.789973,0.07094,[15 15] ; [47 42],[15.6302521 14.3697479] ; [46.3697479 42.6302521],0
n1,1,0.868573,0.027381,[ 6 12] ; [10 18],[ 6.26086957 11.73913043] ; [ 9.73913043 18.26086957],0
