Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.4e-05,18.910123,[82 28] ; [26 37],[68.67052023 41.32947977] ; [39.32947977 23.67052023],1
r1,1,3.9e-05,16.906946,[93 16] ; [36 27],[81.75 27.25] ; [47.25 15.75],1
d1,1,6.9e-05,15.840151,[66 44] ; [18 45],[53.41040462 56.58959538] ; [30.58959538 32.41040462],1
a3,1,7.5e-05,15.675025,[82 28] ; [28 35],[69.94219653 40.05780347] ; [40.05780347 22.94219653],1
d5,1,0.000247,13.432869,[91 19] ; [36 27],[80.75144509 29.24855491] ; [46.24855491 16.75144509],1
d2,1,0.000491,12.147877,[50 60] ; [12 51],[39.42196532 70.57803468] ; [22.57803468 40.42196532],1
p3,1,0.0023,9.293371,[52 58] ; [15 48],[42.60115607 67.39884393] ; [24.39884393 38.60115607],0
p10,1,0.002627,9.049754,[87 23] ; [35 26],[78.47953216 31.52046784] ; [43.52046784 17.47953216],0
s6,1,0.004139,8.221654,[67 42] ; [24 38],[58.00584795 50.99415205] ; [32.99415205 29.00584795],0
r4,1,0.004217,8.187895,[101   9] ; [48 15],[94.73988439 15.26011561] ; [54.26011561  8.73988439],0
a4,1,0.004682,7.998492,[46 64] ; [13 50],[37.51445087 72.48554913] ; [21.48554913 41.51445087],0
d4,1,0.004984,7.885056,[96 14] ; [44 19],[89.01734104 20.98265896] ; [50.98265896 12.01734104],0
p4,1,0.005743,7.629374,[57 53] ; [19 44],[48.32369942 61.67630058] ; [27.67630058 35.32369942],0
s8,1,0.009166,6.790202,[46 64] ; [14 49],[38.15028902 71.84971098] ; [21.84971098 41.15028902],0
p9,1,0.013014,6.167214,[92 17] ; [43 20],[85.55232558 23.44767442] ; [49.44767442 13.55232558],0
p2,1,0.017389,5.656668,[95 14] ; [45 17],[89.23976608 19.76023392] ; [50.76023392 11.23976608],0
d3,1,0.021664,5.272573,[83 27] ; [37 26],[76.30057803 33.69942197] ; [43.69942197 19.30057803],0
u3,1,0.026179,4.94413,[22  6] ; [18 17],[17.77777778 10.22222222] ; [22.22222222 12.77777778],0
s7,1,0.045462,4.001423,[43 63] ; [16 47],[37.00591716 68.99408284] ; [21.99408284 41.00591716],0
v1,1,0.07273,3.220315,[48 58] ; [19 42],[42.52694611 63.47305389] ; [24.47305389 36.52694611],0
s2,1,0.074785,3.174749,[46 63] ; [18 45],[40.55813953 68.44186047] ; [23.44186047 39.55813953],0
p12,1,0.102646,2.663946,[  8 101] ; [ 1 62],[  5.70348837 103.29651163] ; [ 3.29651163 59.70348837],0
s3,1,0.12424,2.363043,[55 53] ; [24 38],[50.18823529 57.81176471] ; [28.81176471 33.18823529],0
a7,1,0.12867,2.308479,[85 25] ; [42 21],[80.75144509 29.24855491] ; [46.24855491 16.75144509],0
v3,1,0.162471,1.951076,[31 74] ; [12 49],[27.19879518 77.80120482] ; [15.80120482 45.19879518],0
p5,1,0.197338,1.66197,[  9 100] ; [ 2 60],[  7.01169591 101.98830409] ; [ 3.98830409 58.01169591],0
b1,1,0.211441,1.561531,[38 72] ; [16 47],[34.33526012 75.66473988] ; [19.66473988 43.33526012],0
b2,1,0.21309,1.550311,[27 45] ; [ 8 24],[24.23076923 47.76923077] ; [10.76923077 21.23076923],0
b3,1,0.21309,1.550311,[27 45] ; [ 8 24],[24.23076923 47.76923077] ; [10.76923077 21.23076923],0
r3,1,0.244669,1.353487,[107   3] ; [59  4],[105.54913295   4.45086705] ; [60.45086705  2.54913295],0
n6,1,0.251879,1.31285,[71 39] ; [46 17],[74.39306358 35.60693642] ; [42.60693642 20.39306358],0
n4,1,0.279656,1.16876,[53 57] ; [25 38],[49.59537572 60.40462428] ; [28.40462428 34.59537572],0
v4,1,0.312512,1.020031,[102   6] ; [56  6],[100.37647059   7.62352941] ; [57.62352941  4.37647059],0
p7,1,0.31325,1.016921,[67 41] ; [33 28],[63.90532544 44.09467456] ; [36.09467456 24.90532544],0
p6,1,0.366892,0.814164,[33 76] ; [14 45],[30.49404762 78.50595238] ; [16.50595238 42.49404762],0
v2,1,0.378827,0.774504,[57 49] ; [28 32],[54.27710843 51.72289157] ; [30.72289157 29.27710843],0
p1,1,0.391846,0.733207,[ 9 99] ; [ 3 59],[  7.62352941 100.37647059] ; [ 4.37647059 57.62352941],0
n1,1,0.498679,0.457746,[ 8 21] ; [ 7 12],[ 9.0625 19.9375] ; [ 5.9375 13.0625],0
b4,1,0.52266,0.408642,[70 40] ; [37 26],[68.03468208 41.96531792] ; [38.96531792 24.03468208],0
p8,1,0.637927,0.221463,[52 58] ; [27 35],[50.52325581 59.47674419] ; [28.47674419 33.52325581],0
n3,1,0.753776,0.098385,[21  7] ; [15  4],[21.44680851  6.55319149] ; [14.55319149  4.44680851],0
n2,1,0.812405,0.056323,[20  9] ; [13  5],[20.36170213  8.63829787] ; [12.63829787  5.36170213],0
s5,1,0.814516,0.055039,[29 78] ; [15 44],[28.36144578 78.63855422] ; [15.63855422 43.36144578],0
a1,1,0.843512,0.038968,[  6 104] ; [ 3 60],[  5.72254335 104.27745665] ; [ 3.27745665 59.72254335],0
s1,1,0.873098,0.025512,[  4 106] ; [ 2 61],[  3.8150289 106.1849711] ; [ 2.1849711 60.8150289],0
b5,1,0.874328,0.025016,[65 45] ; [38 25],[65.49132948 44.50867052] ; [37.50867052 25.49132948],0
r2,1,0.937188,0.00621,[98  9] ; [57  5],[98.13609467  8.86390533] ; [56.86390533  5.13609467],0
u2,1,0.954081,0.003316,[17 11] ; [21 14],[16.88888889 11.11111111] ; [21.11111111 13.88888889],0
s4,1,0.962708,0.002186,[16 94] ; [ 9 54],[15.89595376 94.10404624] ; [ 9.10404624 53.89595376],0
a8,1,0.972622,0.001178,[10 90] ; [ 6 53],[10.06289308 89.93710692] ; [ 5.93710692 53.06289308],0
