Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,43.922519,[66 94] ; [101  25],[93.42657343 66.57342657] ; [73.57342657 52.42657343],1
p5,1,1e-06,24.633217,[  9 150] ; [34 93],[ 23.90559441 135.09440559] ; [ 19.09440559 107.90559441],1
s3,1,1e-06,23.896073,[72 87] ; [92 32],[92.14134276 66.85865724] ; [71.85865724 52.14134276],1
s8,1,3e-06,21.89418,[66 94] ; [87 39],[85.59440559 74.40559441] ; [67.40559441 58.59440559],1
s6,1,1.2e-05,19.173481,[101  60] ; [109  18],[117.39583333  43.60416667] ; [92.60416667 34.39583333],1
s4,1,0.000367,12.692113,[ 13 147] ; [29 96],[ 23.57894737 136.42105263] ; [ 18.42105263 106.57894737],1
p10,1,0.000497,12.127834,[127  31] ; [120   7],[136.93333333  21.06666667] ; [110.06666667  16.93333333],1
s7,1,0.00058,11.839005,[69 84] ; [81 42],[83.15217391 69.84782609] ; [66.84782609 56.15217391],1
p6,1,0.009654,6.697708,[63 94] ; [69 55],[73.75088968 83.24911032] ; [58.24911032 65.75088968],0
a3,1,0.010898,6.48182,[124  36] ; [113  14],[132.12543554  27.87456446] ; [104.87456446  22.12543554],0
p7,1,0.016525,5.746159,[102  53] ; [97 26],[110.95323741  44.04676259] ; [88.04676259 34.95323741],0
p9,1,0.020671,5.354298,[136  22] ; [119   7],[141.86619718  16.13380282] ; [113.13380282  12.86619718],0
p4,1,0.021076,5.320524,[107  53] ; [99 26],[115.64912281  44.35087719] ; [90.35087719 34.64912281],0
u3,1,0.026926,4.895533,[20 17] ; [13  2],[23.48076923 13.51923077] ; [9.51923077 5.48076923],0
n6,1,0.032732,4.559727,[136  25] ; [115   9],[141.79298246  19.20701754] ; [109.20701754  14.79298246],0
b5,1,0.034745,4.457667,[110  51] ; [72 56],[101.39100346  59.60899654] ; [80.60899654 47.39100346],0
p1,1,0.038079,4.301489,[ 10 151] ; [ 17 110],[ 15.09375 145.90625] ; [ 11.90625 115.09375],0
n2,1,0.039716,4.229959,[21 11] ; [19  2],[24.1509434  7.8490566] ; [15.8490566  5.1509434],0
p3,1,0.047165,3.939491,[87 71] ; [84 42],[95.13380282 62.86619718] ; [75.86619718 50.13380282],0
p12,1,0.070533,3.270564,[ 13 146] ; [ 19 108],[ 17.79020979 141.20979021] ; [ 14.20979021 112.79020979],0
b3,1,0.081867,3.027446,[40 64] ; [42 40],[45.84946237 58.15053763] ; [36.15053763 45.84946237],0
b2,1,0.081867,3.027446,[40 64] ; [42 40],[45.84946237 58.15053763] ; [36.15053763 45.84946237],0
n1,1,0.101889,2.675718,[11 21] ; [12  9],[13.88679245 18.11320755] ; [ 9.11320755 11.88679245],0
a5,1,0.102255,2.670022,[137  24] ; [117  11],[141.5017301  19.4982699] ; [112.4982699  15.5017301],0
