Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,32.094465,[38 14] ; [ 7 38],[24.12371134 27.87628866] ; [20.87628866 24.12371134],1
p2,1,1.1e-05,19.262473,[38 12] ; [14 31],[27.36842105 22.63157895] ; [24.63157895 20.36842105],1
p11,1,0.000201,13.82293,[31 21] ; [10 35],[21.97938144 30.02061856] ; [19.02061856 25.97938144],1
r3,1,0.001427,10.170814,[34 16] ; [15 28],[26.34408602 23.65591398] ; [22.65591398 20.34408602],0
s8,1,0.005233,7.79724,[13 39] ; [ 2 43],[ 8.04123711 43.95876289] ; [ 6.95876289 38.04123711],0
p7,1,0.005297,7.77503,[20 31] ; [ 6 38],[13.95789474 37.04210526] ; [12.04210526 31.95789474],0
s2,1,0.012066,6.301206,[20 32] ; [ 7 38],[14.4742268 37.5257732] ; [12.5257732 32.4742268],0
p4,1,0.01542,5.86787,[18 34] ; [ 6 39],[12.86597938 39.13402062] ; [11.13402062 33.86597938],0
s3,1,0.016112,5.790603,[25 26] ; [11 33],[19.32631579 31.67368421] ; [16.67368421 27.32631579],0
s6,1,0.016278,5.772631,[25 27] ; [11 34],[19.29896907 32.70103093] ; [16.70103093 28.29896907],0
p6,1,0.017931,5.602846,[11 40] ; [ 2 41],[ 7.05319149 43.94680851] ; [ 5.94680851 37.05319149],0
v1,1,0.037944,4.307533,[22 27] ; [11 34],[17.20212766 31.79787234] ; [15.79787234 29.20212766],0
v4,1,0.045039,4.017189,[33 17] ; [20 24],[28.19148936 21.80851064] ; [24.80851064 19.19148936],0
s7,1,0.059755,3.544165,[17 32] ; [ 7 34],[13.06666667 35.93333333] ; [10.93333333 30.06666667],0
n3,1,0.065998,3.379859,[13  5] ; [11 14],[10.04651163  7.95348837] ; [13.95348837 11.04651163],0
a5,1,0.092266,2.834393,[32 20] ; [20 25],[27.87628866 24.12371134] ; [24.12371134 20.87628866],0
n6,1,0.10812,2.581483,[31 19] ; [20 24],[27.12765957 22.87234043] ; [23.87234043 20.12765957],0
s1,1,0.115286,2.480227,[ 1 51] ; [ 4 40],[ 2.70833333 49.29166667] ; [ 2.29166667 41.70833333],0
s4,1,0.146674,2.106504,[ 5 47] ; [ 9 36],[ 7.50515464 44.49484536] ; [ 6.49484536 38.50515464],0
a8,1,0.147035,2.102748,[ 5 46] ; [ 1 41],[ 3.29032258 47.70967742] ; [ 2.70967742 39.29032258],0
r2,1,0.194964,1.6797,[31 17] ; [22 21],[27.95604396 20.04395604] ; [25.04395604 17.95604396],0
p1,1,0.20036,1.639748,[ 3 49] ; [ 6 39],[ 4.82474227 47.17525773] ; [ 4.17525773 40.82474227],0
n2,1,0.220015,1.504274,[11  7] ; [11 15],[9. 9.] ; [13. 13.],0
r1,1,0.221353,1.49558,[14 38] ; [17 27],[16.79166667 35.20833333] ; [14.20833333 29.79166667],0
d4,1,0.226964,1.459786,[39 13] ; [28 16],[36.29166667 15.70833333] ; [30.70833333 13.29166667],0
a3,1,0.227007,1.459516,[34 17] ; [24 20],[31.13684211 19.86315789] ; [26.86315789 17.13684211],0
a6,1,0.253294,1.305046,[28 24] ; [19 26],[25.19587629 26.80412371] ; [21.80412371 23.19587629],0
p3,1,0.25337,1.304627,[13 38] ; [ 7 37],[10.73684211 40.26315789] ; [ 9.26315789 34.73684211],0
v3,1,0.309945,1.03091,[14 38] ; [ 8 36],[11.91666667 40.08333333] ; [10.08333333 33.91666667],0
n5,1,0.323812,0.973488,[34 17] ; [25 19],[31.67368421 19.32631579] ; [27.32631579 16.67368421],0
u1,1,0.326343,0.963354,[ 5 47] ; [ 2 43],[ 3.75257732 48.24742268] ; [ 3.24742268 41.75257732],0
b2,1,0.332762,0.93812,[ 8 18] ; [13 17],[ 9.75 16.25] ; [11.25 18.75],0
b3,1,0.332762,0.93812,[ 8 18] ; [13 17],[ 9.75 16.25] ; [11.25 18.75],0
b5,1,0.385922,0.751752,[30 22] ; [22 23],[27.87628866 24.12371134] ; [24.12371134 20.87628866],0
d2,1,0.428933,0.625711,[20 32] ; [20 23],[21.89473684 30.10526316] ; [18.10526316 24.89473684],0
d5,1,0.467492,0.527898,[36 16] ; [28 17],[34.30927835 17.69072165] ; [29.69072165 15.30927835],0
u3,1,0.509966,0.434137,[ 6 12] ; [ 5 16],[ 5.07692308 12.92307692] ; [ 5.92307692 15.07692308],0
b1,1,0.516155,0.421569,[30 22] ; [23 22],[28.41237113 23.58762887] ; [24.58762887 20.41237113],0
d3,1,0.556185,0.346353,[28 23] ; [22 23],[26.5625 24.4375] ; [23.4375 21.5625],0
a2,1,0.564679,0.331668,[ 5 47] ; [ 6 39],[ 5.89690722 46.10309278] ; [ 5.10309278 39.89690722],0
a7,1,0.572136,0.319121,[26 26] ; [19 24],[24.63157895 27.36842105] ; [20.36842105 22.63157895],0
d1,1,0.686463,0.162941,[21 31] ; [20 25],[21.97938144 30.02061856] ; [19.02061856 25.97938144],0
u2,1,0.699454,0.149041,[ 7 10] ; [ 7 13],[ 6.43243243 10.56756757] ; [ 7.56756757 12.43243243],0
s5,1,0.782573,0.076158,[10 40] ; [ 8 37],[ 9.47368421 40.52631579] ; [ 8.52631579 36.47368421],0
