Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,95.873772,[16 60] ; [240  61],[51.60742706 24.39257294] ; [204.39257294  96.60742706],1
p3,1,0.650309,0.20551,[34 42] ; [126 175],[32.25464191 43.74535809] ; [127.74535809 173.25464191],0
p8,1,0.753056,0.098981,[36 39] ; [137 161],[34.78552279 40.21447721] ; [138.21447721 159.78552279],0
b1,1,0.763866,0.090245,[29 48] ; [119 182],[30.14814815 46.85185185] ; [117.85185185 183.14814815],0
p7,1,0.766058,0.088527,[46 30] ; [173 122],[44.86253369 31.13746631] ; [174.13746631 120.86253369],0
n1,1,0.78729,0.072809,[ 8 13] ; [29 54],[ 7.47115385 13.52884615] ; [29.52884615 53.47115385],0
s5,1,0.798309,0.065299,[21 53] ; [ 87 204],[21.89589041 52.10410959] ; [ 86.10410959 204.89589041],0
p6,1,0.800772,0.06368,[22 54] ; [ 91 208],[22.90133333 53.09866667] ; [ 90.09866667 208.90133333],0
a8,1,0.817199,0.05343,[ 8 64] ; [ 34 247],[ 8.56657224 63.43342776] ; [ 33.43342776 247.56657224],0
p11,1,0.848665,0.036413,[57 20] ; [226  75],[57.64814815 19.35185185] ; [225.35185185  75.64814815],0
v3,1,0.907415,0.013526,[21 52] ; [ 82 210],[20.6 52.4] ; [ 82.4 209.6],0
n6,1,0.960714,0.002426,[63 14] ; [247  54],[63.14814815 13.85185185] ; [246.85185185  54.14814815],0
s4,1,0.984421,0.000381,[14 62] ; [ 55 242],[14.05898123 61.94101877] ; [ 54.94101877 242.05898123],0
s1,1,0.991561,0.000112,[ 3 72] ; [ 12 286],[ 3.01608579 71.98391421] ; [ 11.98391421 286.01608579],0
