Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001262,10.396693,[18  5] ; [14 25],[11.87096774 11.12903226] ; [20.12903226 18.87096774],0
v1,1,0.003681,8.434779,[14  9] ; [ 9 29],[ 8.67213115 14.32786885] ; [14.32786885 23.67213115],0
v2,1,0.004369,8.123641,[10 13] ; [ 4 32],[ 5.45762712 17.54237288] ; [ 8.54237288 27.45762712],0
s5,1,0.007218,7.218017,[ 7 16] ; [ 2 36],[ 3.39344262 19.60655738] ; [ 5.60655738 32.39344262],0
s2,1,0.007843,7.069018,[13 10] ; [ 9 30],[ 8.16129032 14.83870968] ; [13.83870968 25.16129032],0
s7,1,0.017517,5.64378,[11 12] ; [ 7 30],[ 6.9 16.1] ; [11.1 25.9],0
r3,1,0.018127,5.583849,[19  4] ; [20 18],[14.70491803  8.29508197] ; [24.29508197 13.70491803],0
r2,1,0.02491,5.030128,[21  2] ; [25 13],[17.3442623  5.6557377] ; [28.6557377  9.3442623],0
r1,1,0.031497,4.625661,[15  8] ; [14 24],[10.93442623 12.06557377] ; [18.06557377 19.93442623],0
n6,1,0.033545,4.517762,[17  6] ; [17 20],[13.03333333  9.96666667] ; [20.96666667 16.03333333],0
v4,1,0.038892,4.26557,[19  4] ; [21 16],[15.33333333  7.66666667] ; [24.66666667 12.33333333],0
a7,1,0.042192,4.127505,[14  9] ; [13 25],[10.18032787 12.81967213] ; [16.81967213 21.18032787],0
a8,1,0.047453,3.929252,[ 5 16] ; [ 2 33],[ 2.625 18.375] ; [ 4.375 30.625],0
d4,1,0.05489,3.685436,[13 10] ; [12 26],[ 9.42622951 13.57377049] ; [15.57377049 22.42622951],0
u2,1,0.07932,3.078772,[7 6] ; [ 6 18],[4.56756757 8.43243243] ; [ 8.43243243 15.56756757],0
b3,1,0.085886,2.949833,[ 2 11] ; [10 13],[4.33333333 8.66666667] ; [ 7.66666667 15.33333333],0
b2,1,0.085886,2.949833,[ 2 11] ; [10 13],[4.33333333 8.66666667] ; [ 7.66666667 15.33333333],0
p4,1,0.088712,2.8976,[11 11] ; [11 28],[ 7.93442623 14.06557377] ; [14.06557377 24.93442623],0
n4,1,0.099152,2.719138,[17  6] ; [20 18],[13.95081967  9.04918033] ; [23.04918033 14.95081967],0
s8,1,0.101601,2.680233,[ 6 17] ; [ 4 35],[ 3.70967742 19.29032258] ; [ 6.29032258 32.70967742],0
p1,1,0.114636,2.489117,[ 4 19] ; [ 2 37],[ 2.22580645 20.77419355] ; [ 3.77419355 35.22580645],0
s3,1,0.132617,2.261604,[14  8] ; [17 22],[11.18032787 10.81967213] ; [19.81967213 19.18032787],0
v3,1,0.143381,2.141297,[ 9 14] ; [ 8 29],[ 6.51666667 16.48333333] ; [10.48333333 26.51666667],0
p7,1,0.195331,1.676946,[13 10] ; [15 23],[10.55737705 12.44262295] ; [17.44262295 20.55737705],0
u3,1,0.199053,1.649306,[7 7] ; [ 7 17],[5.15789474 8.84210526] ; [ 8.84210526 15.15789474],0
p2,1,0.285052,1.142845,[15  8] ; [20 19],[12.98387097 10.01612903] ; [22.01612903 16.98387097],0
n5,1,0.286204,1.137394,[17  6] ; [23 15],[15.08196721  7.91803279] ; [24.91803279 13.08196721],0
p8,1,0.2949,1.097113,[ 9 14] ; [10 28],[ 7.16393443 15.83606557] ; [11.83606557 26.16393443],0
p9,1,0.316966,1.001426,[13 10] ; [16 21],[11.11666667 11.88333333] ; [17.88333333 19.11666667],0
n2,1,0.327618,0.958289,[9 2] ; [11  6],[7.85714286 3.14285714] ; [12.14285714  4.85714286],0
a4,1,0.3489,0.877453,[ 2 20] ; [ 7 32],[ 3.24590164 18.75409836] ; [ 5.75409836 33.24590164],0
b4,1,0.380747,0.768287,[ 8 15] ; [18 21],[ 9.64516129 13.35483871] ; [16.35483871 22.64516129],0
