Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002029,9.523177,[4 3] ; [30  1],[6.26315789 0.73684211] ; [27.73684211  3.26315789],0
a7,1,0.002999,8.807878,[1 6] ; [23  8],[4.42105263 2.57894737] ; [19.57894737 11.42105263],0
u3,1,0.059739,3.544615,[1 4] ; [9 4],[2.77777778 2.22222222] ; [7.22222222 5.77777778],0
d2,1,0.068585,3.316576,[4 3] ; [ 7 24],[2.02631579 4.97368421] ; [ 8.97368421 22.02631579],0
p8,1,0.077141,3.124138,[2 4] ; [22  9],[3.89189189 2.10810811] ; [20.10810811 10.89189189],0
r4,1,0.084997,2.966658,[5 2] ; [29  2],[6.26315789 0.73684211] ; [27.73684211  3.26315789],0
n6,1,0.084997,2.966658,[5 2] ; [29  2],[6.26315789 0.73684211] ; [27.73684211  3.26315789],0
s1,1,0.084997,2.966658,[2 5] ; [ 2 29],[0.73684211 6.26315789] ; [ 3.26315789 27.73684211],0
s7,1,0.103604,2.649167,[3 3] ; [22  5],[4.54545455 1.45454545] ; [20.45454545  6.54545455],0
b4,1,0.131176,2.278528,[6 1] ; [17 14],[4.23684211 2.76315789] ; [18.76315789 12.23684211],0
v2,1,0.132985,2.257311,[2 5] ; [18 12],[3.78378378 3.21621622] ; [16.21621622 13.78378378],0
a6,1,0.158088,1.992422,[2 5] ; [18 13],[3.68421053 3.31578947] ; [16.31578947 14.68421053],0
a3,1,0.158088,1.992422,[2 5] ; [18 13],[3.68421053 3.31578947] ; [16.31578947 14.68421053],0
p6,1,0.270132,1.216078,[2 5] ; [16 15],[3.31578947 3.68421053] ; [14.68421053 16.31578947],0
p7,1,0.271174,1.210797,[4 3] ; [24  7],[5.15789474 1.84210526] ; [22.84210526  8.15789474],0
s2,1,0.289651,1.121245,[3 4] ; [20 11],[4.23684211 2.76315789] ; [18.76315789 12.23684211],0
s8,1,0.334696,0.930642,[2 4] ; [17 14],[3.08108108 2.91891892] ; [15.91891892 15.08108108],0
p5,1,0.368955,0.807181,[3 4] ; [ 8 23],[2.02631579 4.97368421] ; [ 8.97368421 22.02631579],0
a5,1,0.372299,0.795978,[3 4] ; [19 12],[4.05263158 2.94736842] ; [17.94736842 13.05263158],0
p4,1,0.372299,0.795978,[3 4] ; [19 12],[4.05263158 2.94736842] ; [17.94736842 13.05263158],0
b5,1,0.372299,0.795978,[4 3] ; [12 19],[2.94736842 4.05263158] ; [13.05263158 17.94736842],0
s3,1,0.409727,0.679592,[3 4] ; [18 12],[3.97297297 3.02702703] ; [17.02702703 12.97297297],0
d5,1,0.421999,0.644742,[2 5] ; [14 17],[2.94736842 4.05263158] ; [13.05263158 17.94736842],0
r1,1,0.443081,0.58829,[5 2] ; [26  5],[5.71052632 1.28947368] ; [25.28947368  5.71052632],0
b1,1,0.464857,0.534175,[4 3] ; [13 18],[3.13157895 3.86842105] ; [13.86842105 17.13157895],0
n1,1,0.504985,0.444444,[2 1] ; [4 5],[1.5 1.5] ; [4.5 4.5],0
p2,1,0.589032,0.291859,[5 2] ; [25  6],[5.52631579 1.47368421] ; [24.47368421  6.52631579],0
v1,1,0.593421,0.285034,[3 4] ; [10 21],[2.39473684 4.60526316] ; [10.60526316 20.39473684],0
p1,1,0.626814,0.236406,[1 6] ; [ 7 24],[1.47368421 5.52631579] ; [ 6.52631579 24.47368421],0
p11,1,0.626814,0.236406,[6 1] ; [24  7],[5.52631579 1.47368421] ; [24.47368421  6.52631579],0
a8,1,0.765875,0.08867,[1 6] ; [ 3 26],[0.77777778 6.22222222] ; [ 3.22222222 25.77777778],0
p3,1,0.79127,0.070046,[3 4] ; [15 16],[3.31578947 3.68421053] ; [14.68421053 16.31578947],0
u2,1,0.813945,0.055385,[2 3] ; [6 7],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
s6,1,0.829357,0.046452,[5 1] ; [26  4],[5.16666667 0.83333333] ; [25.83333333  4.16666667],0
s4,1,0.849679,0.035921,[2 5] ; [10 21],[2.21052632 4.78947368] ; [ 9.78947368 21.21052632],0
d3,1,0.880726,0.022515,[2 5] ; [ 8 23],[1.84210526 5.15789474] ; [ 8.15789474 22.84210526],0
a4,1,0.880726,0.022515,[2 5] ; [ 8 23],[1.84210526 5.15789474] ; [ 8.15789474 22.84210526],0
v3,1,0.911824,0.012263,[3 4] ; [14 17],[3.13157895 3.86842105] ; [13.86842105 17.13157895],0
n5,1,0.922144,0.009552,[6 1] ; [27  4],[6.07894737 0.92105263] ; [26.92105263  4.07894737],0
